year,regtyp,sampreg,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
1984,-1,Westdeutschland,4.579678487212065,4.538677222822232,4.620679751601898,0.0,4.0,9.0,0.0,22.5,4.0,4.0,5.0,11735.0
1985,Staedtischer Raum,Westdeutschland,4.688578549912266,4.639534085695704,4.737623014128827,0.0,4.0,9.0,0.0,22.0,4.0,3.0,5.0,8405.0
1985,Laendlicher Raum,Westdeutschland,4.327506594005904,4.234972521249395,4.420040666762413,0.0,1.0,9.0,0.0,18.0,1.0,-2.0,2.0,2286.0
1986,Staedtischer Raum,Westdeutschland,4.735308002950769,4.68480675726203,4.7858092486395085,0.0,4.0,9.0,0.0,22.5,4.0,3.0,5.0,8048.0
1986,Laendlicher Raum,Westdeutschland,4.554755836290178,4.459239961380497,4.650271711199858,0.0,3.0,9.0,0.0,16.0,3.0,1.0,5.0,2188.0
1987,Staedtischer Raum,Westdeutschland,4.810810232929617,4.760142591016913,4.861477874842321,0.0,5.0,9.0,0.0,20.0,5.0,5.0,6.0,7954.0
1987,Laendlicher Raum,Westdeutschland,4.715494478291779,4.618169182910639,4.81281977367292,0.0,4.0,9.0,0.0,22.5,4.0,3.0,6.0,2145.0
1988,Staedtischer Raum,Westdeutschland,4.856978293116053,4.80529801249497,4.908658573737136,0.0,5.0,9.0,0.0,20.0,5.0,5.0,6.0,7635.0
1988,Laendlicher Raum,Westdeutschland,4.573754386542596,4.473365955333675,4.674142817751518,0.0,3.0,9.0,0.0,22.5,3.0,2.0,5.0,2009.0
1989,Staedtischer Raum,Westdeutschland,4.944668249471641,4.8925444886108815,4.9967920103324,0.0,5.0,9.0,0.0,20.0,5.0,4.0,5.0,7480.0
1989,Laendlicher Raum,Westdeutschland,4.665481627644181,4.562852517584715,4.768110737703647,0.0,4.0,9.0,0.0,22.5,4.0,3.0,6.0,1912.0
1990,-1,Ostdeutschland,7.249764826599532,6.812164541059107,7.687365112139957,6.0,9.0,10.0,0.0,12.0,9.0,8.0,9.0,83.0
1990,Staedtischer Raum,Westdeutschland,0.28567599058641524,0.2709468334499365,0.300405147722894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7357.0
1990,Staedtischer Raum,Ostdeutschland,7.004202576179469,6.891668060914368,7.11673709144457,0.0,9.0,10.0,0.0,16.0,9.0,9.0,9.0,1438.0
1990,Laendlicher Raum,Westdeutschland,0.3348017048468451,0.3063328210815491,0.3632705886121412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1933.0
1990,Laendlicher Raum,Ostdeutschland,6.497504046366077,6.418352073725215,6.57665601900694,0.0,9.0,10.0,0.0,18.0,9.0,9.0,9.024999999999999,2782.0
1991,-1,Westdeutschland,,,,,,,,,,,,
1991,-1,Ostdeutschland,5.367276343788637,4.842944277909813,5.8916084096674615,0.0,8.0,9.0,0.0,15.0,8.0,7.0,16.0,80.0
1991,Staedtischer Raum,Westdeutschland,5.078452805485384,5.025758984672729,5.1311466262980385,0.0,6.0,9.0,0.0,18.0,6.0,5.0,6.0,6995.0
1991,Staedtischer Raum,Ostdeutschland,5.731855380698022,5.604094345082754,5.8596164163132896,0.0,8.0,10.0,0.0,17.0,8.0,8.0,8.0,1255.0
1991,Laendlicher Raum,Westdeutschland,4.9656673718518825,4.863996516577764,5.067338227126001,0.0,5.0,9.0,0.0,16.0,5.0,3.0,6.0,1846.0
1991,Laendlicher Raum,Ostdeutschland,5.08976263010081,5.002226630432029,5.1772986297695915,0.0,7.0,9.0,0.0,16.0,7.0,6.0,8.0,2558.0
1992,-1,Westdeutschland,,,,,,,,,,,,
1992,-1,Ostdeutschland,5.818674965860546,5.365597283228387,6.271752648492705,0.0,8.0,9.0,0.0,15.0,8.0,7.0,16.0,100.0
1992,Staedtischer Raum,Westdeutschland,5.065000525873889,5.011511273003784,5.118489778743994,0.0,6.0,9.0,0.0,18.0,6.0,5.0,6.0249999999999995,6878.0
1992,Staedtischer Raum,Ostdeutschland,5.653104402534805,5.522075744462654,5.7841330606069565,0.0,8.0,10.0,0.0,15.0,8.0,8.0,8.0,1248.0
1992,Laendlicher Raum,Westdeutschland,4.910153996418332,4.809580526392347,5.010727466444317,0.0,6.0,9.0,0.0,16.0,6.0,6.0,8.0,1866.0
1992,Laendlicher Raum,Ostdeutschland,4.866183227380772,4.774298706040419,4.958067748721126,0.0,6.0,9.0,0.0,16.0,6.0,4.0,8.0,2431.0
