"year","bildungsniveau","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"2005","(Fach-)Abitur","3.22","2.5","2283","3.15","3.29"
"2005","(noch) kein Abschluss","3.55","2.5","890","3.43","3.67"
"2005","AkademikerIn","2.92","2.5","4147","2.87","2.97"
"2005","Hauptschule","3.34","2.5","7504","3.3","3.38"
"2005","Realschule","3.28","2.5","5355","3.23","3.33"
"2006","(Fach-)Abitur","","","","",""
"2006","(noch) kein Abschluss","","","","",""
"2006","AkademikerIn","","","","",""
"2006","Hauptschule","","","","",""
"2006","Realschule","","","","",""
"2007","(Fach-)Abitur","","","","",""
"2007","(noch) kein Abschluss","","","","",""
"2007","AkademikerIn","","","","",""
"2007","Hauptschule","","","","",""
"2007","Realschule","","","","",""
"2008","(Fach-)Abitur","","","","",""
"2008","(noch) kein Abschluss","","","","",""
"2008","AkademikerIn","","","","",""
"2008","Hauptschule","","","","",""
"2008","Realschule","","","","",""
"2009","(Fach-)Abitur","","","","",""
"2009","(noch) kein Abschluss","","","","",""
"2009","AkademikerIn","","","","",""
"2009","Hauptschule","","","","",""
"2009","Realschule","","","","",""
"2010","(Fach-)Abitur","3.15","2.5","1889","3.08","3.22"
"2010","(noch) kein Abschluss","3.26","2.5","409","3.09","3.43"
"2010","AkademikerIn","2.82","2.5","3820","2.77","2.87"
"2010","Hauptschule","3.31","2.5","5567","3.26","3.36"
"2010","Realschule","3.18","2.5","4454","3.13","3.23"
"2011","(Fach-)Abitur","","","","",""
"2011","(noch) kein Abschluss","","","","",""
"2011","AkademikerIn","","","","",""
"2011","Hauptschule","","","","",""
"2011","Realschule","","","","",""
"2012","(Fach-)Abitur","","","","",""
"2012","(noch) kein Abschluss","","","","",""
"2012","AkademikerIn","","","","",""
"2012","Hauptschule","","","","",""
"2012","Realschule","","","","",""
"2013","(Fach-)Abitur","","","","",""
"2013","(noch) kein Abschluss","","","","",""
"2013","AkademikerIn","","","","",""
"2013","Hauptschule","","","","",""
"2013","Realschule","","","","",""
"2014","(Fach-)Abitur","","","","",""
"2014","(noch) kein Abschluss","","","","",""
"2014","AkademikerIn","","","","",""
"2014","Hauptschule","","","","",""
"2014","Realschule","","","","",""
"2015","(Fach-)Abitur","2.81","1.5","4116","2.76","2.86"
"2015","(noch) kein Abschluss","3.01","2.5","938","2.89","3.13"
"2015","AkademikerIn","2.6","1.5","6384","2.56","2.64"
"2015","Hauptschule","3.12","2.5","7727","3.08","3.16"
"2015","Realschule","2.96","2.5","6546","2.92","3"
"2016","(Fach-)Abitur","2.05","1.5","515","1.92","2.18"
"2016","(noch) kein Abschluss","2.57","1","1002","2.47","2.67"
"2016","AkademikerIn","2.15","1.5","600","2.02","2.28"
"2016","Hauptschule","2.67","1","633","2.53","2.81"
"2016","Realschule","","","","",""
"2017","(Fach-)Abitur","1.76","1","301","1.58","1.94"
"2017","(noch) kein Abschluss","1.84","1","720","1.72","1.96"
"2017","AkademikerIn","1.78","1","313","1.61","1.95"
"2017","Hauptschule","1.89","1","404","1.73","2.05"
"2017","Realschule","","","","",""
"2018","(Fach-)Abitur","1.69","1","58","1.16","2.22"
"2018","(noch) kein Abschluss","2.03","1","148","1.72","2.34"
"2018","AkademikerIn","1.75","1","45","1.31","2.19"
"2018","Hauptschule","2.63","1","86","2.18","3.08"
"2018","Realschule","","","","",""
"2019","(Fach-)Abitur","","","","",""
"2019","(noch) kein Abschluss","2.48","1","127","2.14","2.82"
"2019","AkademikerIn","","","","",""
"2019","Hauptschule","2.28","1.5","45","1.6","2.96"
"2019","Realschule","","","","",""
"2020","(Fach-)Abitur","2.76","1.5","5047","2.72","2.8"
"2020","(noch) kein Abschluss","3.14","2.5","2248","3.06","3.22"
"2020","AkademikerIn","2.66","1.5","7766","2.63","2.69"
"2020","Hauptschule","3.06","2.5","6717","3.02","3.1"
"2020","Realschule","2.86","1.5","6236","2.82","2.9"
