year,quintil_oecd,regtyp,pgfamstd,proportion,n,lower_confidence,upper_confidence
1985,1. Quintil,Staedtischer Raum,Verheiratet,0.28184665117688656,14443,0.2745092477159415,0.28918405463783164
1985,2. Quintil,Staedtischer Raum,Verheiratet,0.13698353369027175,14443,0.13137601035647406,0.14259105702406943
1985,1. Quintil,Staedtischer Raum,Ledig,0.09071623396302657,14443,0.08603220479661232,0.09540026312944082
1985,1. Quintil,Laendlicher Raum,Verheiratet,0.08667542175977372,14443,0.08208674020029552,0.09126410331925192
1985,3. Quintil,Staedtischer Raum,Verheiratet,0.06172340640468734,14443,0.05779860442459876,0.06564820838477592
1985,2. Quintil,Staedtischer Raum,Ledig,0.05455096474391353,14443,0.05084716374030881,0.05825476574751825
1985,1. Quintil,Staedtischer Raum,Verwitwet,0.03232649762602283,14443,0.029441993813785223,0.03521100143826045
1985,2. Quintil,Laendlicher Raum,Verheiratet,0.03222547732094151,14443,0.029345333747977115,0.03510562089390591
1985,1. Quintil,Laendlicher Raum,Ledig,0.027477522982119407,14443,0.02481148716674249,0.030143558797496323
1985,4. Quintil,Staedtischer Raum,Verheiratet,0.02707344176179412,14443,0.024426532034746963,0.02972035148884128
1985,3. Quintil,Staedtischer Raum,Ledig,0.022325487422972017,14443,0.01991599820524009,0.024734976640703944
1985,3. Quintil,Laendlicher Raum,Verheiratet,0.016971411253661986,14443,0.014864872667642585,0.019077949839681387
1985,1. Quintil,Staedtischer Raum,Geschieden,0.015860187897767452,14443,0.013822630130810736,0.017897745664724168
1985,1. Quintil,Laendlicher Raum,Verwitwet,0.010708152338620063,14443,0.009029553758708326,0.0123867509185318
1985,2. Quintil,Laendlicher Raum,Ledig,0.010607132033538741,14443,0.008936384837798333,0.01227787922927915
1985,2. Quintil,Staedtischer Raum,Verwitwet,0.009899989897969492,14443,0.008285318047889453,0.011514661748049531
1985,5. Quintil,Staedtischer Raum,Verheiratet,0.00979896959288817,14443,0.008192475038645921,0.01140546414713042
1985,1. Quintil,Staedtischer Raum,"Verheiratet, getrennt lebend",0.00747550257601778,14443,0.006070690664912136,0.008880314487123423
1985,2. Quintil,Staedtischer Raum,Geschieden,0.0072734619658551365,14443,0.0058876230018327,0.008659300929877574
1985,4. Quintil,Staedtischer Raum,Ledig,0.006667340135367209,14443,0.005340095346570747,0.00799458492416367
1985,3. Quintil,Laendlicher Raum,Ledig,0.005960197999797959,14443,0.004704863118432637,0.007215532881163281
1985,3. Quintil,Staedtischer Raum,Verwitwet,0.004747954338822104,14443,0.0036268470605589753,0.005869061617085232
1985,2. Quintil,Staedtischer Raum,"Verheiratet, getrennt lebend",0.004747954338822104,14443,0.0036268470605589753,0.005869061617085232
1985,4. Quintil,Laendlicher Raum,Verheiratet,0.004444893423578139,14443,0.0033599909633905325,0.005529795883765745
