year,sampreg,pgfamstd,proportion,n,lower_confidence,upper_confidence
1984,Westdeutschland,Verheiratet,0.6828070850981902,16099,0.675618103538754,0.6899960666576265
1984,Westdeutschland,Ledig,0.20177127454755486,16099,0.19557187016368166,0.20797067893142807
1984,Westdeutschland,Verwitwet,0.06478629187524067,16099,0.0609839285293207,0.06858865522116063
1984,Westdeutschland,Geschieden,0.033211397766653834,16099,0.030443398574141033,0.03597939695916663
1984,Westdeutschland,"Verheiratet, getrennt lebend",0.017423950712360414,16099,0.015402733327500143,0.019445168097220685
1985,Westdeutschland,Verheiratet,0.6595615718759471,14443,0.6518334435274036,0.6672897002244906
1985,Westdeutschland,Ledig,0.22123446812809375,14443,0.2144649598798859,0.2280039763763016
1985,Westdeutschland,Verwitwet,0.06606727952318416,14443,0.06201612906149887,0.07011842998486943
1985,Westdeutschland,Geschieden,0.03384180220224265,14443,0.0308927787336455,0.0367908256708398
1985,Westdeutschland,"Verheiratet, getrennt lebend",0.019294878270532376,14443,0.017051421998687828,0.021538334542376924
1986,Westdeutschland,Verheiratet,0.6556636211808625,13742,0.6477191846967237,0.6636080576650013
1986,Westdeutschland,Ledig,0.22448177620591414,13742,0.21750559668220462,0.23145795572962366
1986,Westdeutschland,Verwitwet,0.061695647902544455,13742,0.05767283134209101,0.06571846446299791
1986,Westdeutschland,Geschieden,0.03408979271048237,13742,0.031055820090246627,0.03712376533071811
1986,Westdeutschland,"Verheiratet, getrennt lebend",0.024069162000196483,13742,0.021506619335194675,0.02663170466519829
1987,Westdeutschland,Verheiratet,0.6507106198183972,13496,0.6426672104128631,0.6587540292239312
1987,Westdeutschland,Ledig,0.22621397552309513,13496,0.2191552922803801,0.23327265876581016
1987,Westdeutschland,Verwitwet,0.06405448085274378,13496,0.05992349622264029,0.06818546548284726
1987,Westdeutschland,Geschieden,0.03701144887485196,13496,0.03382628235709028,0.040196615392613634
1987,Westdeutschland,"Verheiratet, getrennt lebend",0.022009474930911963,13496,0.019534187131751108,0.02448476273007282
1988,Westdeutschland,Verheiratet,0.6487266728528714,12817,0.6404621774271849,0.656991168278558
1988,Westdeutschland,Ledig,0.22589957727600785,12817,0.21865989944001127,0.23313925511200442
1988,Westdeutschland,Verwitwet,0.06382101247551294,12817,0.05958922188429184,0.06805280306673404
1988,Westdeutschland,Geschieden,0.036189297865759355,12817,0.032955976813614125,0.039422618917904585
1988,Westdeutschland,"Verheiratet, getrennt lebend",0.025363439529848437,12817,0.022641438392281645,0.02808544066741523
1989,Westdeutschland,Verheiratet,0.6408488063660478,12393,0.6324021603616877,0.6492954523704079
1989,Westdeutschland,Ledig,0.2317241379310345,12393,0.224295450619733,0.239152825242336
1989,Westdeutschland,Verwitwet,0.06450928381962864,12393,0.060184158479231725,0.06883440916002556
1989,Westdeutschland,Geschieden,0.03978779840848806,12393,0.03634646769049876,0.04322912912647736
1989,Westdeutschland,"Verheiratet, getrennt lebend",0.02312997347480106,12393,0.02048346184976366,0.025776485099838462
1990,Westdeutschland,Verheiratet,0.4370997423629003,18165,0.4298862700495821,0.4443132146762185
1990,Ostdeutschland,Verheiratet,0.22524843577475157,18165,0.21917337687394903,0.2313234946755541
1990,Westdeutschland,Ledig,0.15546558704453442,18165,0.15019615047334942,0.16073502361571942
1990,Ostdeutschland,Ledig,0.0527788001472212,18165,0.04952722473044215,0.05603037556400025
1990,Westdeutschland,Verwitwet,0.04394552815605447,18165,0.040964699359959736,0.04692635695214921
1990,Westdeutschland,Geschieden,0.02819285977180714,18165,0.025785738456069858,0.03059998108754442
1990,Ostdeutschland,Geschieden,0.019874861980125138,18165,0.017845165049479358,0.021904558910770918
1990,Ostdeutschland,Verwitwet,0.019874861980125138,18165,0.017845165049479358,0.021904558910770918
1990,Westdeutschland,"Verheiratet, getrennt lebend",0.015531836584468163,18165,0.013733584325296262,0.017330088843640064
1990,Ostdeutschland,"Verheiratet, getrennt lebend",0.0019874861980125136,18165,0.001339809273321183,0.0026351631227038443
1991,Westdeutschland,Verheiratet,0.44581299286518966,17756,0.43850180348121615,0.4531241822491632
1991,Ostdeutschland,Verheiratet,0.21562147953435976,17756,0.20957235730192042,0.2216706017667991
1991,Westdeutschland,Ledig,0.15846789335336087,17756,0.15309646867078286,0.16383931803593887
1991,Ostdeutschland,Ledig,0.05212166729252723,17756,0.048852260572113934,0.05539107401294052
1991,Westdeutschland,Verwitwet,0.04408561772437101,17756,0.04106607300175243,0.04710516244698958
1991,Westdeutschland,Geschieden,0.030491926398798348,17756,0.02796290997575801,0.033020942821838685
1991,Ostdeutschland,Verwitwet,0.018325197146075854,17756,0.016352358108690644,0.020298036183461064
1991,Ostdeutschland,Geschieden,0.018174990612091626,17756,0.016210103310378303,0.02013987791380495
1991,Westdeutschland,"Verheiratet, getrennt lebend",0.015321066466391288,17756,0.01351441106084533,0.017127721871937247
1991,Ostdeutschland,"Verheiratet, getrennt lebend",0.0015771686068343973,17756,0.0009934818806434371,0.0021608553330253574
1992,Westdeutschland,Verheiratet,0.45287215277245185,17350,0.44546521749188644,0.46027908805301726
1992,Ostdeutschland,Verheiratet,0.20630416442978755,17350,0.20028290443881955,0.21232542442075555
1992,Westdeutschland,Ledig,0.15737403175090114,17350,0.15195539189637347,0.16279267160542882
1992,Ostdeutschland,Ledig,0.05506557251322954,17350,0.051671295778477795,0.05845984924798129
1992,Westdeutschland,Verwitwet,0.04371500881969476,17350,0.040672616004635564,0.04675740163475396
1992,Westdeutschland,Geschieden,0.031904287138584245,17350,0.029289176888896377,0.034519397388272116
1992,Ostdeutschland,Verwitwet,0.018176240509241506,17350,0.016188429319922856,0.020164051698560156
1992,Ostdeutschland,Geschieden,0.016872459544443594,17350,0.014955996448964757,0.01878892263992243
1992,Westdeutschland,"Verheiratet, getrennt lebend",0.01564537157757497,17350,0.013798762072487371,0.017491981082662568
1992,Ostdeutschland,"Verheiratet, getrennt lebend",0.0020707109440908046,17350,0.001394291698295681,0.002747130189885928
1993,Westdeutschland,Verheiratet,0.45547411104179664,16993,0.44798617446162325,0.46296204762197
1993,Ostdeutschland,Verheiratet,0.1974422956955708,16993,0.1914570873511557,0.2034275040399859
1993,Westdeutschland,Ledig,0.15892077354959452,16993,0.15342372172841928,0.16441782537076977
1993,Ostdeutschland,Ledig,0.05583281347473487,16993,0.052380658764716787,0.059284968184752956
1993,Westdeutschland,Verwitwet,0.044291952588895823,16993,0.04119848138760729,0.04738542379018436
1993,Westdeutschland,Geschieden,0.031737367436057394,16993,0.02910162433480001,0.03437311053731478
1993,Ostdeutschland,Verwitwet,0.018325015595757953,16993,0.0163083816134499,0.020341649578066008
1993,Westdeutschland,"Verheiratet, getrennt lebend",0.01738927011852776,16993,0.015423863244751647,0.01935467699230387
1993,Ostdeutschland,Geschieden,0.01684341859014348,16993,0.014908567667293498,0.018778269512993464
1993,Ostdeutschland,"Verheiratet, getrennt lebend",0.0037429819089207735,16993,0.0028248277546623363,0.004661136063179211
1994,Westdeutschland,Verheiratet,0.4526807634434149,16642,0.4451181885495699,0.4602433383372599
1994,Ostdeutschland,Verheiratet,0.19497901322562763,16642,0.18895964588150857,0.2009983805697467
1994,Westdeutschland,Ledig,0.15997465748000317,16642,0.15440504343383846,0.16554427152616788
1994,Ostdeutschland,Ledig,0.05812940524273382,16642,0.0545743457618555,0.061684464723612144
