year,bula_h,pgisced97,pgfamstd,proportion,n,lower_confidence,upper_confidence
1984,Nordrhein-Westfalen,middle vocational,Verheiratet,0.08933384674624567,16099,0.08492784934641634,0.093739844146075
1984,Bayern,middle vocational,Verheiratet,0.061609549480169425,16099,0.057895288401158526,0.06532381055918032
1984,Baden-Württemberg,middle vocational,Verheiratet,0.05400462071621101,16099,0.05051308419681758,0.05749615723560444
1984,Nordrhein-Westfalen,general elemantary,Verheiratet,0.04245283018867924,16099,0.039338318006574134,0.04556734237078435
1984,Niedersachsen,middle vocational,Verheiratet,0.03735078937235271,16099,0.03442164658371065,0.04027993216099478
1984,Baden-Württemberg,general elemantary,Verheiratet,0.034270311898344244,16099,0.03146007170519087,0.03708055209149762
1984,Hessen,middle vocational,Verheiratet,0.03417404697728148,16099,0.03136761666287449,0.03698047729168846
1984,Bayern,general elemantary,Verheiratet,0.03090103966114748,16099,0.0282278656469425,0.03357421367535245
1984,Nordrhein-Westfalen,middle vocational,Ledig,0.025702733923758183,16099,0.023258222769286636,0.02814724507822973
1984,"Rheinland-Pfalz,Saarland",middle vocational,Verheiratet,0.023296110897189064,16099,0.02096598282432266,0.02562623897005547
1984,Nordrhein-Westfalen,inadequately,Verheiratet,0.019830573738929533,16099,0.017676925170441116,0.02198422230741795
1984,Bayern,middle vocational,Ledig,0.019638043896804003,16099,0.017494664956538467,0.02178142283706954
1984,Baden-Württemberg,inadequately,Verheiratet,0.019060454370427415,16099,0.016948208997885548,0.021172699742969283
1984,Hessen,general elemantary,Verheiratet,0.018867924528301886,16099,0.01676616791133358,0.020969681145270192
1984,Baden-Württemberg,middle vocational,Ledig,0.017231420870234885,16099,0.015221204535851887,0.019241637204617884
1984,Niedersachsen,general elemantary,Verheiratet,0.016365036580670005,16099,0.014405144806826158,0.018324928354513853
1984,Nordrhein-Westfalen,general elemantary,Ledig,0.01588371197535618,16099,0.013952384883173356,0.017815039067539003
1984,"Rheinland-Pfalz,Saarland",general elemantary,Verheiratet,0.014536003080477474,16099,0.012687162327465907,0.01638484383348904
1984,Nordrhein-Westfalen,higher education,Verheiratet,0.013958413554100886,16099,0.012146146198008042,0.01577068091019373
1984,Schleswig-Holstein,middle vocational,Verheiratet,0.012803234501347708,16099,0.011066560379002683,0.014539908623692734
1984,Baden-Württemberg,general elemantary,Ledig,0.011166730843280709,16099,0.009543496658638193,0.012789965027923225
1984,Bayern,higher education,Verheiratet,0.010492876395841356,16099,0.008918845102920346,0.012066907688762367
1984,Nordrhein-Westfalen,higher vocational,Verheiratet,0.010492876395841356,16099,0.008918845102920346,0.012066907688762367
1984,Hessen,middle vocational,Ledig,0.009722757027339237,16099,0.008206999488226724,0.01123851456645175
1984,Bayern,general elemantary,Ledig,0.009626492106276472,16099,0.008118183677478172,0.011134800535074773
1984,Berlin,middle vocational,Verheiratet,0.009433962264150943,16099,0.00794066797080238,0.010927256557499506
1984,Bayern,higher vocational,Verheiratet,0.008856372737774355,16099,0.007409091737338222,0.010303653738210489
1984,Baden-Württemberg,higher education,Verheiratet,0.008856372737774355,16099,0.007409091737338222,0.010303653738210489
1984,Niedersachsen,middle vocational,Ledig,0.00876010781671159,16099,0.007320644065978113,0.010199571567445068
1984,Nordrhein-Westfalen,middle vocational,Verwitwet,0.008375048132460532,16099,0.006967303111047834,0.009782793153873228
1984,Hamburg,middle vocational,Verheiratet,0.008278783211397767,16099,0.006879084126709121,0.009678482296086413
1984,Niedersachsen,general elemantary,Ledig,0.007508663842895649,16099,0.00617513837542793,0.008842189310363367
1984,Baden-Württemberg,higher vocational,Verheiratet,0.007412398921832884,16099,0.0060873850157942755,0.008737412827871494
1984,"Rheinland-Pfalz,Saarland",middle vocational,Ledig,0.006834809395456296,16099,0.005562096132738614,0.008107522658173978
1984,Hessen,inadequately,Verheiratet,0.006738544474393531,16099,0.0054747645214003725,0.00800232442738669
1984,Hessen,general elemantary,Ledig,0.006353484790142472,16099,0.0051261061096308505,0.007580863470654093
1984,Nordrhein-Westfalen,general elemantary,Verwitwet,0.0061609549480169425,16099,0.004952198885957917,0.007369711010075968
1984,Bayern,inadequately,Verheiratet,0.0058721601848286484,16099,0.004691902909392477,0.00705241746026482
1984,Nordrhein-Westfalen,middle vocational,Geschieden,0.0058721601848286484,16099,0.004691902909392477,0.00705241746026482
1984,Niedersachsen,higher education,Verheiratet,0.005583365421640354,16099,0.00443232960494294,0.006734401238337769
1984,Hessen,higher education,Verheiratet,0.005583365421640354,16099,0.00443232960494294,0.006734401238337769
1984,Bayern,general elemantary,Verwitwet,0.00529457065845206,16099,0.004173535483774096,0.006415605833130025
1984,Baden-Württemberg,general elemantary,Verwitwet,0.005198305737389296,16099,0.004087454792627099,0.006309156682151492
1984,Nordrhein-Westfalen,vocational + Abi,Verheiratet,0.00510204081632653,16099,0.0040014703472171596,0.006202611285435901
1984,Niedersachsen,higher vocational,Verheiratet,0.004620716211012707,16099,0.0035730918994393455,0.005668340522586068
1984,Nordrhein-Westfalen,higher education,Ledig,0.004524451289949942,16099,0.0034877470416261594,0.005561155538273725
1984,Berlin,general elemantary,Verheiratet,0.0044281863688871775,16099,0.003402520596733137,0.005453852141041218
1984,Schleswig-Holstein,general elemantary,Verheiratet,0.004331921447824413,16099,0.0033174164299822864,0.00534642646566654
1984,Niedersachsen,general elemantary,Verwitwet,0.004235656526761648,16099,0.0032324386223818937,0.005238874431141403
1984,"Rheinland-Pfalz,Saarland",general elemantary,Verwitwet,0.0041393916056988835,16099,0.003147591487987606,0.005131191723410161
1984,Schleswig-Holstein,middle vocational,Ledig,0.0041393916056988835,16099,0.003147591487987606,0.005131191723410161
1984,Bremen,middle vocational,Verheiratet,0.004043126684636119,16099,0.0030628795929807315,0.005023373776291506
1984,Hessen,higher vocational,Verheiratet,0.004043126684636119,16099,0.0030628795929807315,0.005023373776291506
1984,"Rheinland-Pfalz,Saarland",general elemantary,Ledig,0.003850596842510589,16099,0.0028938811756269735,0.004807312509394204
1984,Baden-Württemberg,middle vocational,Verwitwet,0.003561802079322295,16099,0.002641529045123359,0.004482075113521231
1984,Niedersachsen,inadequately,Verheiratet,0.0034655371582595304,16099,0.002557741581614148,0.004373332734904913
1984,"Rheinland-Pfalz,Saarland",inadequately,Verheiratet,0.0033692722371967657,16099,0.0024741304954246186,0.004264413978968913
1984,Bayern,vocational + Abi,Verheiratet,0.003176742395071236,16099,0.0023074683716568655,0.004046016418485607
1984,Hamburg,general elemantary,Verheiratet,0.003176742395071236,16099,0.0023074683716568655,0.004046016418485607
1984,Bayern,middle vocational,Verwitwet,0.0030804774740084712,16099,0.0022244342573323555,0.0039365206906845866
1984,Berlin,middle vocational,Ledig,0.002887947631882942,16099,0.0020590073185709455,0.0037168879451949383
1984,"Rheinland-Pfalz,Saarland",higher education,Verheiratet,0.002791682710820177,16099,0.001976635818784997,0.0036067296028553576
1984,Baden-Württemberg,vocational + Abi,Verheiratet,0.0026954177897574125,16099,0.0018945080527824104,0.0034963275267324147
