year,regtyp,sex,pgfamstd,proportion,n,lower_confidence,upper_confidence
1985,Staedtischer Raum,weiblich,Verheiratet,0.25881402161834527,14443,0.2516709523154325,0.265957090921258
1985,Staedtischer Raum,maennlich,Verheiratet,0.25861198100818267,14443,0.25147072721112923,0.2657532348052361
1985,Staedtischer Raum,maennlich,Ledig,0.10051520355591474,14443,0.09561131990596926,0.10541908720586023
1985,Staedtischer Raum,weiblich,Ledig,0.0747550257601778,14443,0.07046582937944218,0.07904422214091342
1985,Laendlicher Raum,weiblich,Verheiratet,0.07142135569249419,14443,0.06722134151672506,0.07562136986826333
1985,Laendlicher Raum,maennlich,Verheiratet,0.07071421355692495,14443,0.06653345226999112,0.07489497484385878
1985,Staedtischer Raum,weiblich,Verwitwet,0.04141832508334175,14443,0.03816866307470754,0.04466798709197596
1985,Laendlicher Raum,maennlich,Ledig,0.025659157490655622,14443,0.02308043851662216,0.028237876464689084
1985,Laendlicher Raum,weiblich,Ledig,0.02030508132134559,14443,0.01800483068202316,0.022605331960668024
1985,Staedtischer Raum,weiblich,Geschieden,0.017880593999393877,14443,0.015719366509066225,0.02004182148972153
1985,Laendlicher Raum,weiblich,Verwitwet,0.01424386301646631,14443,0.012311334083532799,0.01617639194939982
1985,Staedtischer Raum,maennlich,Geschieden,0.010203050813213457,14443,0.008564101789397937,0.011841999837028976
1985,Staedtischer Raum,maennlich,"Verheiratet, getrennt lebend",0.009697949287806849,14443,0.008099675564879153,0.011296223010734545
1985,Staedtischer Raum,maennlich,Verwitwet,0.007980604101424387,14443,0.006529477407981019,0.009431730794867754
1985,Staedtischer Raum,weiblich,"Verheiratet, getrennt lebend",0.006263258915041923,14443,0.004976600626832496,0.00754991720325135
1985,Laendlicher Raum,weiblich,Geschieden,0.0031316294575209616,14443,0.0022203922199611078,0.004042866695080816
1985,Laendlicher Raum,maennlich,Geschieden,0.002626527932114355,14443,0.0017917955069820493,0.0034612603572466605
1985,Laendlicher Raum,maennlich,Verwitwet,0.002424487321951712,14443,0.0016224211229991545,0.00322655352090427
1985,Laendlicher Raum,maennlich,"Verheiratet, getrennt lebend",0.0022224467117890694,14443,0.0014544490305911815,0.0029904443929869573
1985,Laendlicher Raum,weiblich,"Verheiratet, getrennt lebend",0.0011112233558945347,14443,0.000567864671203787,0.0016545820405852825
1986,Staedtischer Raum,maennlich,Verheiratet,0.2568032223204637,13742,0.24949884427107102,0.2641076003698564
1986,Staedtischer Raum,weiblich,Verheiratet,0.2568032223204637,13742,0.24949884427107102,0.2641076003698564
1986,Staedtischer Raum,maennlich,Ledig,0.10276058551920621,13742,0.09768368614094887,0.10783748489746355
1986,Staedtischer Raum,weiblich,Ledig,0.0737793496414186,13742,0.06940860191512076,0.07815009736771646
