year,regtyp,sampreg,pgfamstd,proportion,n,lower_confidence,upper_confidence
1984,-1,Westdeutschland,Verheiratet,0.6828070850981902,16099,0.675618103538754,0.6899960666576265
1984,-1,Westdeutschland,Ledig,0.20177127454755486,16099,0.19557187016368166,0.20797067893142807
1984,-1,Westdeutschland,Verwitwet,0.06478629187524067,16099,0.0609839285293207,0.06858865522116063
1984,-1,Westdeutschland,Geschieden,0.033211397766653834,16099,0.030443398574141033,0.03597939695916663
1984,-1,Westdeutschland,"Verheiratet, getrennt lebend",0.017423950712360414,16099,0.015402733327500143,0.019445168097220685
1985,Staedtischer Raum,Westdeutschland,Verheiratet,0.5174260026265279,14443,0.5092764559937222,0.5255755492593337
1985,Staedtischer Raum,Westdeutschland,Ledig,0.17527022931609254,14443,0.16906957844400833,0.18147088018817675
1985,Laendlicher Raum,Westdeutschland,Verheiratet,0.14213556924941914,14443,0.13644064327924646,0.14783049521959182
1985,Staedtischer Raum,Westdeutschland,Verwitwet,0.04939892918476614,14443,0.04586477670745745,0.05293308166207483
1985,Laendlicher Raum,Westdeutschland,Ledig,0.045964238812001214,14443,0.04254901060277418,0.049379467021228245
1985,Staedtischer Raum,Westdeutschland,Geschieden,0.028083644812607333,14443,0.025389204628796007,0.03077808499641866
1985,Laendlicher Raum,Westdeutschland,Verwitwet,0.01666835033841802,14443,0.01458038307825029,0.018756317598585752
1985,Staedtischer Raum,Westdeutschland,"Verheiratet, getrennt lebend",0.015961208202848774,14443,0.013917276609658993,0.018005139796038554
1985,Laendlicher Raum,Westdeutschland,Geschieden,0.005758157389635317,14443,0.00452415741813922,0.0069921573611314135
1985,Laendlicher Raum,Westdeutschland,"Verheiratet, getrennt lebend",0.0033336700676836043,14443,0.002393592765389043,0.004273747369978166
1986,Staedtischer Raum,Westdeutschland,Verheiratet,0.5136064446409274,13742,0.5052496402341384,0.5219632490477164
1986,Staedtischer Raum,Westdeutschland,Ledig,0.17653993516062483,13742,0.1701650281867096,0.18291484213454007
1986,Laendlicher Raum,Westdeutschland,Verheiratet,0.14205717653993516,13742,0.1362201473996831,0.1478942056801872
1986,Laendlicher Raum,Westdeutschland,Ledig,0.04794184104528932,13742,0.04436976913929005,0.05151391295128859
1986,Staedtischer Raum,Westdeutschland,Verwitwet,0.04627173592690834,13742,0.042759357328231905,0.04978411452558478
1986,Staedtischer Raum,Westdeutschland,Geschieden,0.027998821102269377,13742,0.025240566395734892,0.030757075808803862
1986,Staedtischer Raum,Westdeutschland,"Verheiratet, getrennt lebend",0.020925434718538166,13742,0.018532249961454444,0.023318619475621888
1986,Laendlicher Raum,Westdeutschland,Verwitwet,0.015423911975636114,13742,0.013363505005906343,0.017484318945365885
1986,Laendlicher Raum,Westdeutschland,Geschieden,0.0060909716082129875,13742,0.004790060252637472,0.007391882963788503
1986,Laendlicher Raum,Westdeutschland,"Verheiratet, getrennt lebend",0.0031437272816583163,13742,0.0022077403087963207,0.004079714254520312
1987,Staedtischer Raum,Westdeutschland,Verheiratet,0.5095736281089617,13496,0.5011394276986594,0.518007828519264
1987,Staedtischer Raum,Westdeutschland,Ledig,0.17953020134228187,13496,0.1730549952563989,0.18600540742816485
1987,Laendlicher Raum,Westdeutschland,Verheiratet,0.14113699170943544,13496,0.13526296504446378,0.1470110183744071
1987,Staedtischer Raum,Westdeutschland,Verwitwet,0.04855902092380576,13496,0.044932589880259936,0.05218545196735159
1987,Laendlicher Raum,Westdeutschland,Ledig,0.046683774180813264,13496,0.04312455274078273,0.0502429956208438
1987,Staedtischer Raum,Westdeutschland,Geschieden,0.030793525463876825,13496,0.0278788420047092,0.03370820892304445
1987,Staedtischer Raum,Westdeutschland,"Verheiratet, getrennt lebend",0.018653770232925384,13496,0.01637107476147468,0.020936465704376087
1987,Laendlicher Raum,Westdeutschland,Verwitwet,0.015495459928938018,13496,0.013411618663981308,0.01757930119389473
1987,Laendlicher Raum,Westdeutschland,Geschieden,0.006217923410975128,13496,0.004891684393343823,0.007544162428606433
1987,Laendlicher Raum,Westdeutschland,"Verheiratet, getrennt lebend",0.003355704697986577,13496,0.0023800065129080334,0.004331402883065121
1988,Staedtischer Raum,Westdeutschland,Verheiratet,0.5100525827404887,12817,0.5013980207894789,0.5187071446914985
1988,Staedtischer Raum,Westdeutschland,Ledig,0.17950304155067534,12817,0.17285892453157967,0.18614715856977102
1988,Laendlicher Raum,Westdeutschland,Verheiratet,0.13867409011238271,12817,0.1326907416337389,0.14465743859102653
1988,Staedtischer Raum,Westdeutschland,Verwitwet,0.04887101763068358,12817,0.04513844490655424,0.052603590354812914
1988,Laendlicher Raum,Westdeutschland,Ledig,0.04639653572533251,12817,0.04275495814617372,0.0500381133044913
1988,Staedtischer Raum,Westdeutschland,Geschieden,0.030518610165996496,12817,0.02754067667886924,0.03349654365312375
1988,Staedtischer Raum,Westdeutschland,"Verheiratet, getrennt lebend",0.02113619960820703,12817,0.01864598105725665,0.023626418159157413
1988,Laendlicher Raum,Westdeutschland,Verwitwet,0.014949994844829364,12817,0.01284906021582125,0.017050929473837476
1988,Laendlicher Raum,Westdeutschland,Geschieden,0.005670687699762862,12817,0.004370680176946098,0.0069706952225796264
1988,Laendlicher Raum,Westdeutschland,"Verheiratet, getrennt lebend",0.004227239921641406,12817,0.003104002797868863,0.00535047704541395
1989,Staedtischer Raum,Westdeutschland,Verheiratet,0.5054641909814324,12393,0.49666157176614223,0.5142668101967225
1989,Staedtischer Raum,Westdeutschland,Ledig,0.18610079575596816,12393,0.17924863925546192,0.1929529522564744
1989,Laendlicher Raum,Westdeutschland,Verheiratet,0.13538461538461538,12393,0.1293609063790102,0.14140832439022055
1989,Staedtischer Raum,Westdeutschland,Verwitwet,0.05007957559681698,12393,0.04623948227068016,0.0539196689229538
1989,Laendlicher Raum,Westdeutschland,Ledig,0.04562334217506631,12393,0.04194949320047958,0.049297191149653044
1989,Staedtischer Raum,Westdeutschland,Geschieden,0.03352785145888594,12393,0.030358536649580107,0.03669716626819178
1989,Staedtischer Raum,Westdeutschland,"Verheiratet, getrennt lebend",0.019522546419098143,12393,0.017086672057973835,0.021958420780222452
1989,Laendlicher Raum,Westdeutschland,Verwitwet,0.014429708222811671,12393,0.012330089565595639,0.016529326880027704
1989,Laendlicher Raum,Westdeutschland,Geschieden,0.006259946949602122,12393,0.0048713072720627335,0.007648586627141511
1989,Laendlicher Raum,Westdeutschland,"Verheiratet, getrennt lebend",0.003607427055702918,12393,0.0025518696272565622,0.004662984484149273
1990,Staedtischer Raum,Westdeutschland,Verheiratet,0.34405594405594403,18165,0.33714740362812906,0.350964484483759
1990,Laendlicher Raum,Ostdeutschland,Verheiratet,0.14773647405226353,18165,0.14257624254232532,0.15289670556220175
1990,Staedtischer Raum,Westdeutschland,Ledig,0.12418108207581892,18165,0.11938514748793001,0.12897701666370784
1990,Laendlicher Raum,Westdeutschland,Verheiratet,0.09304379830695621,18165,0.08881929899938788,0.09726829761452453
1990,Staedtischer Raum,Ostdeutschland,Verheiratet,0.0729481045270519,18165,0.06916631461324722,0.07672989444085658
1990,Staedtischer Raum,Westdeutschland,Verwitwet,0.033934486566065514,18165,0.0313014171959728,0.03656755593615823
1990,Laendlicher Raum,Ostdeutschland,Ledig,0.033640044166359954,18165,0.031018023493048604,0.0362620648396713
1990,Laendlicher Raum,Westdeutschland,Ledig,0.031284504968715494,18165,0.028752869700701345,0.033816140236729644
1990,Staedtischer Raum,Westdeutschland,Geschieden,0.02333456017666544,18165,0.021139173167385106,0.025529947185945773
1990,Staedtischer Raum,Ostdeutschland,Ledig,0.01832903938167096,18165,0.01637833619039068,0.020279742572951242
1990,Laendlicher Raum,Ostdeutschland,Verwitwet,0.012734633787265366,18165,0.011104029606675973,0.01436523796785476
1990,Staedtischer Raum,Westdeutschland,"Verheiratet, getrennt lebend",0.012734633787265366,18165,0.011104029606675973,0.01436523796785476
1990,Laendlicher Raum,Ostdeutschland,Geschieden,0.011924917188075083,18165,0.010346357420386632,0.013503476955763535
1990,Laendlicher Raum,Westdeutschland,Verwitwet,0.010011041589988959,18165,0.008563292907162165,0.011458790272815753
1990,Staedtischer Raum,Ostdeutschland,Geschieden,0.007508281192491719,18165,0.006252910225045672,0.008763652159937766
1990,Staedtischer Raum,Ostdeutschland,Verwitwet,0.0067721751932278244,18165,0.005579487051381225,0.007964863335074424
1990,Laendlicher Raum,Westdeutschland,Geschieden,0.004858299595141701,18165,0.003847132381939532,0.0058694668083438695
1990,-1,Ostdeutschland,Verheiratet,0.004563857195436143,18165,0.0035836653248848393,0.005544049065987447
1990,Laendlicher Raum,Westdeutschland,"Verheiratet, getrennt lebend",0.002797202797202797,18165,0.002029148203115642,0.0035652573912899523
1990,Laendlicher Raum,Ostdeutschland,"Verheiratet, getrennt lebend",0.0010305483989694515,18165,0.0005639441700240328,0.0014971526279148701
1990,Staedtischer Raum,Ostdeutschland,"Verheiratet, getrennt lebend",0.0009569377990430622,18165,0.0005072901478552396,0.0014065854502308848
1990,-1,Ostdeutschland,Ledig,0.0008097165991902834,18165,0.0003960704434644979,0.0012233627549160689
1990,-1,Ostdeutschland,Geschieden,0.0004416635995583364,18165,0.00013610940718768703,0.0007472177919289858
1990,-1,Ostdeutschland,Verwitwet,0.000368052999631947,18165,8.911118962306276e-05,0.0006469948096408313
1991,Staedtischer Raum,Westdeutschland,Verheiratet,0.3505820503191889,17756,0.3435636120312492,0.35760048860712856
1991,Laendlicher Raum,Ostdeutschland,Verheiratet,0.14337213668794593,17756,0.1382173347843368,0.14852693859155508
1991,Staedtischer Raum,Westdeutschland,Ledig,0.12459631993991739,17756,0.11973851250988116,0.12945412736995363
1991,Laendlicher Raum,Westdeutschland,Verheiratet,0.09508073601201653,17756,0.0907661941467226,0.09939527787731045
1991,Staedtischer Raum,Ostdeutschland,Verheiratet,0.06781825009387908,17756,0.06411990791125285,0.07151659227650531
1991,Laendlicher Raum,Ostdeutschland,Ledig,0.034247089748404055,17756,0.03157206162720102,0.03692211786960709
1991,Staedtischer Raum,Westdeutschland,Verwitwet,0.034021779947427715,17756,0.031355254786135094,0.036688305108720336
1991,Laendlicher Raum,Westdeutschland,Ledig,0.033796470146451374,17756,0.031138479278131258,0.03645446101477149
1991,Staedtischer Raum,Westdeutschland,Geschieden,0.025009387908374016,17756,0.022712524063424857,0.027306251753323175
1991,Staedtischer Raum,Ostdeutschland,Ledig,0.016898235073225687,17756,0.015002387509818615,0.018794082636632757
1991,Laendlicher Raum,Ostdeutschland,Verwitwet,0.01246714232069095,17756,0.010835057449295424,0.014099227192086476
1991,Staedtischer Raum,Westdeutschland,"Verheiratet, getrennt lebend",0.012392039053698836,17756,0.010764815653677552,0.01401926245372012
1991,Laendlicher Raum,Ostdeutschland,Geschieden,0.010514457378895982,17756,0.00901414510504425,0.012014769652747713
1991,Laendlicher Raum,Westdeutschland,Verwitwet,0.010063837776943297,17756,0.008595692908085659,0.011531982645800935
1991,Staedtischer Raum,Ostdeutschland,Geschieden,0.007134810364250845,17756,0.00589681259358938,0.00837280813491231
1991,Laendlicher Raum,Westdeutschland,Geschieden,0.005482538490424333,17756,0.004396411629739724,0.006568665351108943
1991,Staedtischer Raum,Ostdeutschland,Verwitwet,0.005482538490424333,17756,0.004396411629739724,0.006568665351108943
1991,-1,Ostdeutschland,Verheiratet,0.004431092752534735,17756,0.0034541376940433136,0.005408047811026157
1991,Laendlicher Raum,Westdeutschland,"Verheiratet, getrennt lebend",0.002929027412692452,17756,0.0021341351717629946,0.0037239196536219096
1991,-1,Ostdeutschland,Ledig,0.000976342470897484,17756,0.0005169620510822917,0.0014357228907126763
1991,Laendlicher Raum,Ostdeutschland,"Verheiratet, getrennt lebend",0.0007510326699211416,17756,0.0003480839579833706,0.0011539813818589126
