year,migback,regtyp,pgfamstd,proportion,n,lower_confidence,upper_confidence
1985,kein Migrationshintergrund,Staedtischer Raum,Verheiratet,0.3402363875138903,14443,0.3325093694988698,0.3479634055289108
1985,direkter Migrationshintergrund,Staedtischer Raum,Verheiratet,0.17506818870592988,14443,0.1688703536995378,0.18126602371232198
1985,kein Migrationshintergrund,Staedtischer Raum,Ledig,0.13132639660571774,14443,0.1258179176818239,0.13683487552961157
1985,kein Migrationshintergrund,Laendlicher Raum,Verheiratet,0.11556722901303162,14443,0.11035315575283085,0.1207813022732324
1985,kein Migrationshintergrund,Staedtischer Raum,Verwitwet,0.04434791393070007,14443,0.04099043056405142,0.04770539729734872
1985,kein Migrationshintergrund,Laendlicher Raum,Ledig,0.04030710172744722,14443,0.03709947154044466,0.043514731914449774
1985,direkter Migrationshintergrund,Staedtischer Raum,Ledig,0.03757955349025154,14443,0.03447795487552023,0.040681152104982854
1985,direkter Migrationshintergrund,Laendlicher Raum,Verheiratet,0.02616425901606223,14443,0.02356095768472897,0.028767560347395492
1985,kein Migrationshintergrund,Staedtischer Raum,Geschieden,0.023032629558541268,14443,0.020586163715497083,0.025479095401585453
1985,kein Migrationshintergrund,Laendlicher Raum,Verwitwet,0.01565814728760481,14443,0.013633401387635032,0.017682893187574586
1985,kein Migrationshintergrund,Staedtischer Raum,"Verheiratet, getrennt lebend",0.00828366501666835,14443,0.006805467857967188,0.009761862175369512
1985,direkter Migrationshintergrund,Staedtischer Raum,"Verheiratet, getrennt lebend",0.007576522881099101,14443,0.006162322825198905,0.008990722936999297
1985,indirekter Migrationshintergrund,Staedtischer Raum,Ledig,0.006364279220123245,14443,0.00506735208705937,0.00766120635318712
1985,kein Migrationshintergrund,Laendlicher Raum,Geschieden,0.00525305586422871,14443,0.004074121349831119,0.006431990378626301
1985,direkter Migrationshintergrund,Staedtischer Raum,Verwitwet,0.004949994948984746,14443,0.003805399020434522,0.0060945908775349705
1985,direkter Migrationshintergrund,Staedtischer Raum,Geschieden,0.004747954338822104,14443,0.0036268470605589753,0.005869061617085232
1985,direkter Migrationshintergrund,Laendlicher Raum,Ledig,0.004747954338822104,14443,0.0036268470605589753,0.005869061617085232
1985,indirekter Migrationshintergrund,Staedtischer Raum,Verheiratet,0.0021214264067077482,14443,0.0013710482216770486,0.0028718045917384477
1985,kein Migrationshintergrund,Laendlicher Raum,"Verheiratet, getrennt lebend",0.0018183654914637841,14443,0.0011235447990285722,0.002513186183898996
1985,direkter Migrationshintergrund,Laendlicher Raum,"Verheiratet, getrennt lebend",0.0014142842711384988,14443,0.0008013860002160688,0.002027182542060929
1985,direkter Migrationshintergrund,Laendlicher Raum,Verwitwet,0.0010102030508132135,14443,0.0004921046760657107,0.0015283014255607164
1985,indirekter Migrationshintergrund,Laendlicher Raum,Ledig,0.0009091827457318921,14443,0.0004176466200756035,0.0014007188713881806
1985,direkter Migrationshintergrund,Laendlicher Raum,Geschieden,0.0005051015254066068,14443,0.00013865804725148658,0.0008715450035617269
1985,indirekter Migrationshintergrund,Laendlicher Raum,Verheiratet,0.0004040812203252854,14443,7.630764649443976e-05,0.000731854794156131
1985,indirekter Migrationshintergrund,Staedtischer Raum,Geschieden,0.000303060915243964,14443,1.9186330359522428e-05,0.0005869355001284056
1985,indirekter Migrationshintergrund,Staedtischer Raum,"Verheiratet, getrennt lebend",0.00010102030508132135,14443,-6.289132383008816e-05,0.00026493193399273085
1985,indirekter Migrationshintergrund,Laendlicher Raum,"Verheiratet, getrennt lebend",0.00010102030508132135,14443,-6.289132383008816e-05,0.00026493193399273085
1985,indirekter Migrationshintergrund,Staedtischer Raum,Verwitwet,0.00010102030508132135,14443,-6.289132383008816e-05,0.00026493193399273085
1986,kein Migrationshintergrund,Staedtischer Raum,Verheiratet,0.34148737597013457,13742,0.3335587034861127,0.3494160484541564
1986,direkter Migrationshintergrund,Staedtischer Raum,Verheiratet,0.1698595146871009,13742,0.16358107341875883,0.17613795595544296
1986,kein Migrationshintergrund,Staedtischer Raum,Ledig,0.12869633559288732,13742,0.12309748394540891,0.1342951872403657
1986,kein Migrationshintergrund,Laendlicher Raum,Verheiratet,0.11621966794380588,13742,0.11086116984963862,0.12157816603797314
1986,kein Migrationshintergrund,Laendlicher Raum,Ledig,0.041949110914628156,13742,0.038597243984537295,0.045300977844719016
1986,kein Migrationshintergrund,Staedtischer Raum,Verwitwet,0.041163179094213576,13742,0.03784149822525006,0.04448485996317709
1986,direkter Migrationshintergrund,Staedtischer Raum,Ledig,0.03919834954317713,13742,0.0359535949182683,0.04244310416808596
1986,direkter Migrationshintergrund,Laendlicher Raum,Verheiratet,0.025346301208370173,13742,0.02271837260059423,0.027974229816146116
1986,kein Migrationshintergrund,Staedtischer Raum,Geschieden,0.02269378131447097,13742,0.020203778355794837,0.025183784273147103
1986,kein Migrationshintergrund,Laendlicher Raum,Verwitwet,0.014539738677669712,13742,0.012538361432204895,0.01654111592313453
1986,direkter Migrationshintergrund,Staedtischer Raum,"Verheiratet, getrennt lebend",0.01070832105314864,13742,0.008987427652514104,0.012429214453783175
