year,sampreg,sex,pgfamstd,proportion,n,lower_confidence,upper_confidence
1984,West,male,1.0,0.33414840590614125,12164,0.3257658533630332,0.3425309584492493
1984,West,female,1.0,0.33311389071757735,12164,0.3247378250626303,0.3414899563725244
1984,West,male,3.0,0.12451800996896455,12164,0.1186504496962954,0.1303855702416337
1984,West,female,3.0,0.09536349101852723,12164,0.09014378562475749,0.10058319641229697
1984,West,female,5.0,0.05313646195805511,12164,0.04915027302481052,0.0571226508912997
1984,West,female,4.0,0.020126022759334148,12164,0.017630382646890156,0.02262166287177814
1984,West,male,4.0,0.012320135427442867,12164,0.010359785023325867,0.014280485831559867
1984,West,male,2.0,0.010627292391611023,12164,0.008805037421605637,0.012449547361616409
1984,West,male,5.0,0.010157058214991065,12164,0.008375151429037836,0.011938965000944294
1984,West,female,2.0,0.006489231637355403,12164,0.00506230779904012,0.007916155475670685
1985,West,female,1.0,0.3219137625516834,11026,0.31319290255711735,0.3306346225462495
1985,West,male,1.0,0.3209293167946446,11026,0.312215483164909,0.3296431504243802
1985,West,male,3.0,0.13742862768261468,11026,0.13100199908340898,0.1438552562818204
1985,West,female,3.0,0.1035636936404804,11026,0.09787633570331246,0.10925105157764835
1985,West,female,5.0,0.05424296121283717,11026,0.05001521836439905,0.05847070406127529
1985,West,female,4.0,0.020476471746406773,11026,0.017832954934956464,0.02311998855785708
1985,West,male,4.0,0.012502461114392597,11026,0.010428441570682727,0.014576480658102468
1985,West,male,2.0,0.01161645993305769,11026,0.00961638287240453,0.013616536993710848
1985,West,male,5.0,0.010139791297499508,11026,0.008269761535015383,0.012009821059983633
1985,West,female,2.0,0.007186454026383147,11026,0.005609793298659904,0.008763114754106389
1986,West,female,1.0,0.32050666922560217,10583,0.3116154195062905,0.3293979189449138
1986,West,male,1.0,0.3200268688225698,10583,0.3111391405047082,0.3289145971404314
1986,West,male,3.0,0.1391421168793782,10583,0.1325481508283502,0.14573608293040619
1986,West,female,3.0,0.10315708665195279,10583,0.09736200715672974,0.10895216614717584
1986,West,female,5.0,0.050666922560214954,10583,0.04648839526724746,0.054845449853182446
1986,West,female,4.0,0.02015161692735822,10583,0.017474384585040977,0.02282884926967546
1986,West,male,2.0,0.01429805201036369,10583,0.012036206610678961,0.01655989741004842
1986,West,male,4.0,0.013242491123692544,10583,0.011064572049334217,0.015420410198050872
1986,West,male,5.0,0.00959600806064677,10583,0.007738617789492081,0.01145339833180146
1986,West,female,2.0,0.0092121677382209,10583,0.007391951752839977,0.011032383723601822
1987,West,male,1.0,0.3180634583855724,10452,0.3091348198672767,0.32699209690386805
1987,West,female,1.0,0.3177741344391938,10452,0.3088476647720483,0.3267006041063393
1987,West,male,3.0,0.14070787925547304,10452,0.13404156175330256,0.14737419675764352
1987,West,female,3.0,0.10309576622625133,10452,0.09726601767416909,0.10892551477833357
1987,West,female,5.0,0.05217475166361269,10452,0.0479114044587891,0.05643809886843628
1987,West,female,4.0,0.021988619924775774,10452,0.019177189688811023,0.024800050160740526
1987,West,male,4.0,0.014273314688012344,10452,0.011999280193298534,0.016547349182726153
1987,West,male,2.0,0.013019577587038287,10452,0.01084633059639909,0.015192824577677485
1987,West,male,5.0,0.01041566206963063,10452,0.00846928841329108,0.01236203572597018
1987,West,female,2.0,0.008486835760439772,10452,0.006728189422664785,0.01024548209821476
1988,West,female,1.0,0.31759483454398707,9970,0.3084565145797732,0.32673315450820095
1988,West,male,1.0,0.31739305891848263,9970,0.3082562918185525,0.32652982601841274
1988,West,male,3.0,0.13952784503631963,9970,0.13272630363316265,0.1463293864394766
1988,West,female,3.0,0.10260290556900727,9970,0.09664654950457408,0.10855926163344046
1988,West,female,5.0,0.05125100887812752,9970,0.046922529376196426,0.05557948838005862
1988,West,female,4.0,0.021892655367231638,9970,0.019020215323420936,0.02476509541104234
1988,West,male,2.0,0.014124293785310734,9970,0.011807950377603297,0.016440637193018172
1988,West,male,4.0,0.013720742534301856,9970,0.011437262338170147,0.016004222730433566
1988,West,male,5.0,0.011198547215496369,9970,0.009132958355003063,0.013264136075989674
1988,West,female,2.0,0.010694108151735271,9970,0.008675062791829505,0.012713153511641036
1989,West,female,1.0,0.3145622983241386,9662,0.3053033878740058,0.32382120877427145
1989,West,male,1.0,0.3142500260226918,9662,0.3049936046626869,0.32350644738269674
1989,West,male,3.0,0.14052253565108774,9662,0.13359286186636268,0.1474522094358128
1989,West,female,3.0,0.10554803788903924,9662,0.0994213444871927,0.11167473129088579
1989,West,female,5.0,0.05194129280732799,9662,0.047516463236171785,0.05636612237848419
1989,West,female,4.0,0.023420422608514624,9662,0.020404822589068075,0.026436022627961173
1989,West,male,4.0,0.015613615072343084,9662,0.013141565997172845,0.018085664147513322
1989,West,male,2.0,0.012699073592172374,9662,0.010466358299494584,0.014931788884850163
1989,West,male,5.0,0.011345893619235974,9662,0.009234038621891311,0.013457748616580638
1989,West,female,2.0,0.010096804413448526,9662,0.008103328972340538,0.012090279854556515
1990,West,female,1.0,0.21596991176045133,13886,0.20912558900636932,0.22281423451453333
1990,West,male,1.0,0.21351077679733835,13886,0.20669486786360988,0.2203266857310668
1990,East,female,1.0,0.1112396933314046,13886,0.10600983761615829,0.11646954904665091
1990,East,male,1.0,0.1100824533487632,13886,0.10487648616950203,0.11528842052802436
1990,West,male,3.0,0.09482135107767974,13886,0.08994844869743217,0.0996942534579273
1990,West,female,3.0,0.07015767394763489,13886,0.06590942716318485,0.07440592073208493
1990,West,female,5.0,0.03515116447273253,13886,0.03208802347684948,0.03821430546861559
1990,East,male,3.0,0.03110082453348763,13886,0.028213519050546462,0.0339881300164288
1990,East,female,3.0,0.02589324461160133,13886,0.02325166316555382,0.028534826057648843
1990,East,female,5.0,0.015984377260234342,13886,0.013898367441718563,0.01807038707875012
1990,West,female,4.0,0.015767394763489078,13886,0.013695363349456095,0.01783942617752206
1990,East,female,4.0,0.01280196730797049,13886,0.010932112056428973,0.014671822559512007
1990,West,male,4.0,0.01193403732098944,13886,0.010127885904185986,0.013740188737792893
1990,West,male,2.0,0.008245334876319977,13886,0.006741245075587886,0.009749424677052067
1990,West,male,5.0,0.008028352379574714,13886,0.006544022828713757,0.009512681930435671
1990,West,female,2.0,0.007088094893678577,13886,0.005692730580941555,0.008483459206415599
1990,East,male,4.0,0.006726457399103139,13886,0.005366907591801478,0.0080860072064048
1990,East,male,5.0,0.0035440474468392885,13886,0.002555616560825583,0.004532478332852994
1990,East,female,2.0,0.0010849124837263126,13886,0.0005373557420229718,0.0016324692254296534
1990,East,male,2.0,0.0008679299869810502,13886,0.00037812716021695886,0.0013577328137451415
