year,pgisced97,sex,pgfamstd,proportion,n,lower_confidence,upper_confidence
1984,middle vocational,maennlich,Verheiratet,0.18742138364779873,16099,0.1813930277257929,0.19344973956980455
1984,middle vocational,weiblich,Verheiratet,0.14862119013062408,16099,0.14312630767121645,0.1541160725900317
1984,general elemantary,weiblich,Verheiratet,0.11959361393323657,16099,0.11458113906563792,0.12460608880083522
1984,middle vocational,maennlich,Ledig,0.06028059990324141,16099,0.0566040158395609,0.06395718396692192
1984,general elemantary,maennlich,Verheiratet,0.052636671504596035,16099,0.04918714794584996,0.05608619506334211
1984,middle vocational,weiblich,Ledig,0.038703434929850025,16099,0.03572382048109543,0.04168304937860462
1984,inadequately,weiblich,Verheiratet,0.03812288340590227,16099,0.03516480767731105,0.0410809591344935
1984,higher education,maennlich,Verheiratet,0.03812288340590227,16099,0.03516480767731105,0.0410809591344935
1984,general elemantary,maennlich,Ledig,0.032027092404450896,16099,0.029307229720546613,0.03474695508835518
1984,general elemantary,weiblich,Verwitwet,0.029511369134010642,16099,0.02689712268736824,0.03212561558065304
1984,higher vocational,maennlich,Verheiratet,0.027479438800193517,16099,0.024954156430439224,0.03000472116994781
1984,general elemantary,weiblich,Ledig,0.02699564586357039,16099,0.024492069318525093,0.02949922240861569
1984,inadequately,maennlich,Verheiratet,0.025253991291727142,16099,0.022830355445901847,0.027677627137552438
1984,middle vocational,weiblich,Verwitwet,0.01896468311562651,16099,0.01685764817546772,0.021071718055785303
1984,higher vocational,weiblich,Verheiratet,0.01528785679729076,16099,0.013392527957718637,0.017183185636862885
1984,higher education,weiblich,Verheiratet,0.013546202225447508,16099,0.011760521655408617,0.015331882795486399
1984,vocational + Abi,maennlich,Verheiratet,0.010740203193033381,16099,0.0091479282897572,0.012332478096309562
1984,middle vocational,weiblich,Geschieden,0.010353168843734882,16099,0.008789541023935936,0.011916796663533827
1984,middle vocational,maennlich,Geschieden,0.00841799709724238,16099,0.007006677653395053,0.009829316541089709
1984,higher education,maennlich,Ledig,0.007353652636671504,16099,0.0060338607590819035,0.008673444514261105
1984,middle vocational,maennlich,Verwitwet,0.006966618287373005,16099,0.005681776795875402,0.008251459778870606
1984,general elemantary,weiblich,Geschieden,0.005999032414126753,16099,0.004806169246358686,0.007191895581894821
1984,higher education,weiblich,Ledig,0.005418480890179003,16099,0.0042844742783091985,0.006552487502048808
1984,vocational + Abi,weiblich,Verheiratet,0.005128205128205128,16099,0.004024830801028573,0.006231579455381683
1984,higher vocational,weiblich,Ledig,0.0049346879535558785,16099,0.003852226943260882,0.006017148963850875
1984,inadequately,maennlich,Ledig,0.004741170778906628,16099,0.003680043595497189,0.005802297962316067
1984,middle vocational,maennlich,"Verheiratet, getrennt lebend",0.004547653604257378,16099,0.003508306651812204,0.005587000556702552
1984,in school,maennlich,Ledig,0.0043541364296081275,16099,0.003337044789996077,0.005371228069220178
1984,vocational + Abi,maennlich,Ledig,0.0040638606676342524,16099,0.0030811135656883047,0.0050466077695802
1984,vocational + Abi,weiblich,Ledig,0.003580067731011127,16099,0.002657446496231804,0.004502688965790451
1984,higher vocational,maennlich,Ledig,0.003386550556361877,16099,0.0024891242937627915,0.0042839768189609625
1984,in school,weiblich,Ledig,0.003289791969037252,16099,0.0024052360512850893,0.0041743478867894155
1984,inadequately,weiblich,Ledig,0.003193033381712627,16099,0.002321540422266345,0.004064526341158909
1984,middle vocational,weiblich,"Verheiratet, getrennt lebend",0.0029995162070633767,16099,0.002154762877652151,0.003844269536474602
1984,higher vocational,weiblich,Verwitwet,0.0025157232704402514,16099,0.0017419012502843476,0.0032895452905961553
1984,inadequately,weiblich,Verwitwet,0.0021286889211417515,16099,0.0014167381094614233,0.0028406397328220798
1984,general elemantary,maennlich,"Verheiratet, getrennt lebend",0.0020319303338171262,16099,0.001336314672793415,0.0027275459948408374
1984,inadequately,maennlich,"Verheiratet, getrennt lebend",0.0017416545718432512,16099,0.0010975459566807636,0.002385763187005739
1984,general elemantary,maennlich,Verwitwet,0.0017416545718432512,16099,0.0010975459566807636,0.002385763187005739
1984,general elemantary,weiblich,"Verheiratet, getrennt lebend",0.0017416545718432512,16099,0.0010975459566807636,0.002385763187005739
1984,general elemantary,maennlich,Geschieden,0.0017416545718432512,16099,0.0010975459566807636,0.002385763187005739
