year,quintil_oecd,sampreg,pgfamstd,proportion,n,lower_confidence,upper_confidence
1984,1. Quintil,West,1.0,0.45349383993228626,12164,0.44464673674840066,0.46234094311617185
1984,2. Quintil,West,1.0,0.21376845669143232,12164,0.20648286365741683,0.22105404972544782
1984,1. Quintil,West,3.0,0.11577165428383335,12164,0.11008572830466443,0.12145758026300227
1984,2. Quintil,West,3.0,0.10410984670365842,12164,0.09868245519591497,0.10953723821140186
1984,1. Quintil,West,5.0,0.056334054359070816,12164,0.0522366152223969,0.06043149349574473
1984,1. Quintil,West,4.0,0.028308097432521395,12164,0.025360708161450127,0.03125548670359266
1984,1. Quintil,West,2.0,0.014295118969246685,12164,0.012185591396634061,0.01640464654185931
1984,2. Quintil,West,5.0,0.00695946581397536,12164,0.005482095709500578,0.008436835918450142
1984,2. Quintil,West,4.0,0.00413806075425562,12164,0.0029972440697381797,0.005278877438773059
1984,2. Quintil,West,2.0,0.0028214050597197404,12164,0.0018787841705661273,0.0037640259488733534
1985,1. Quintil,West,1.0,0.43128568615869267,11026,0.42204132978939307,0.44053004252799227
1985,2. Quintil,West,1.0,0.21155739318763536,11026,0.20393403679821914,0.21918074957705158
1985,1. Quintil,West,3.0,0.122563496751329,11026,0.1164423118580122,0.12868468164464583
1985,2. Quintil,West,3.0,0.1184288245717661,11026,0.11239761419442651,0.12446003494910568
1985,1. Quintil,West,5.0,0.0569009647568419,11026,0.052576966178009714,0.061224963335674086
1985,1. Quintil,West,4.0,0.029631817286867493,11026,0.026466665841477117,0.03279696873225787
1985,1. Quintil,West,2.0,0.015652687536916714,11026,0.013335742587171682,0.01796963248666175
1985,2. Quintil,West,5.0,0.007481787753494782,11026,0.005873295359983112,0.009090280147006453
1985,2. Quintil,West,4.0,0.0033471155739318763,11026,0.0022690271183091046,0.004425204029554648
1985,2. Quintil,West,2.0,0.003150226422524119,11026,0.0021042236889976416,0.004196229156050596
1986,1. Quintil,West,1.0,0.4320122828903176,10583,0.4225745171625446,0.4414500486180906
1986,2. Quintil,West,1.0,0.20852125515785433,10583,0.20078115702904595,0.2162613532866627
1986,1. Quintil,West,3.0,0.1289703483350926,10583,0.1225845811695324,0.13535611550065282
1986,2. Quintil,West,3.0,0.11332885519623837,10583,0.10728932423744875,0.11936838615502798
1986,1. Quintil,West,5.0,0.05277804433355724,10583,0.048518097311754216,0.057037991355360265
1986,1. Quintil,West,4.0,0.030323385471643795,10583,0.027056349038579775,0.03359042190470781
1986,1. Quintil,West,2.0,0.01957585644371941,10583,0.016936372297507694,0.02221534058993113
1986,2. Quintil,West,5.0,0.007484886287304481,10583,0.005842736225146917,0.009127036349462044
1986,2. Quintil,West,2.0,0.003934363304865176,10583,0.0027416587370600754,0.005127067872670277
1986,2. Quintil,West,4.0,0.0030707225794069665,10583,0.0020165683884813806,0.0041248767703325525
1987,1. Quintil,West,1.0,0.4325392998360498,10452,0.4230411929608541,0.4420374067112455
1987,2. Quintil,West,1.0,0.20329829298871638,10452,0.195582668004869,0.21101391797256375
1987,1. Quintil,West,3.0,0.13193171954865465,10452,0.12544376310081287,0.13841967599649643
1987,2. Quintil,West,3.0,0.11187192593306973,10452,0.1058288962505211,0.11791495561561836
1987,1. Quintil,West,5.0,0.055646639020156236,10452,0.05125179864875988,0.06004147939155259
1987,1. Quintil,West,4.0,0.032404281994406404,10452,0.02900955744409428,0.03579900654471853
1987,1. Quintil,West,2.0,0.01649146494358183,10452,0.014049861912829408,0.018933067974334254
1987,2. Quintil,West,5.0,0.0069437747130870866,10452,0.005351781906904523,0.00853576751926965
1987,2. Quintil,West,2.0,0.005014948403896229,10452,0.0036607013999935467,0.006369195407798911
1987,2. Quintil,West,4.0,0.003857652618381715,10452,0.0026692088692449327,0.0050460963675184965
1988,1. Quintil,West,1.0,0.4336158192090395,9970,0.423887974960116,0.44334366345796306
1988,2. Quintil,West,1.0,0.20137207425343018,9970,0.19350015990438127,0.2092439886024791
1988,1. Quintil,West,3.0,0.1301452784503632,9970,0.1235406853996518,0.1367498715010746
1988,2. Quintil,West,3.0,0.11198547215496368,9970,0.1057953478487363,0.11817559646119107
1988,1. Quintil,West,5.0,0.05649717514124294,9970,0.051965137989057913,0.06102921229342796
1988,1. Quintil,West,4.0,0.03208232445520581,9970,0.028623244378762024,0.035541404531649605
1988,1. Quintil,West,2.0,0.01967312348668281,9970,0.016947093644002757,0.02239915332936286
