year,pgisced97,plh0105,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,No answer / don't know,Important,0.58195,45,45,0.43621,0.72769
1990,Pre-primary Level,Important,0.57671,65,65,0.45566,0.69776
1990,Primary Level,Important,0.64720,48,48,0.51059,0.78381
1990,Lower Secondary Level,Very important,0.23879,386,1595,0.21786,0.25972
1990,Lower Secondary Level,Important,0.65127,1066,1595,0.62788,0.67467
1990,Lower Secondary Level,Less important,0.09533,143,1595,0.08092,0.10975
1990,Upper Secondary Level,Very important,0.20760,840,3844,0.19478,0.22042
1990,Upper Secondary Level,Important,0.68254,2633,3844,0.66782,0.69725
1990,Upper Secondary Level,Less important,0.10254,371,3844,0.09295,0.11213
1990,Post-secondary Non-tertiary Level,Very important,0.25531,52,189,0.19298,0.31764
1990,Post-secondary Non-tertiary Level,Important,0.65985,137,189,0.59212,0.72757
1990,First Stage of Tertiary Education,Very important,0.21624,106,495,0.17994,0.25254
1990,First Stage of Tertiary Education,Important,0.66774,340,495,0.62620,0.70927
1990,First Stage of Tertiary Education,Less important,0.10863,49,495,0.08119,0.13607
1990,Second Stage of Tertiary Education,Very important,0.17738,120,650,0.14799,0.20676
1990,Second Stage of Tertiary Education,Important,0.69251,447,650,0.65701,0.72801
1990,Second Stage of Tertiary Education,Less important,0.12113,83,650,0.09603,0.14624
1992,No answer / don't know,Very important,0.26629,32,98,0.17833,0.35426
1992,No answer / don't know,Important,0.62759,66,98,0.53138,0.72380
1992,Pre-primary Level,Very important,0.26840,45,127,0.19103,0.34578
1992,Pre-primary Level,Important,0.62029,82,127,0.53555,0.70503
1992,Primary Level,Important,0.52770,54,54,0.39330,0.66211
1992,Lower Secondary Level,Very important,0.23331,464,1906,0.21432,0.25230
1992,Lower Secondary Level,Important,0.62609,1216,1906,0.60436,0.64782
1992,Lower Secondary Level,Less important,0.11959,226,1906,0.10502,0.13416
1992,Upper Secondary Level,Very important,0.23229,1457,6023,0.22162,0.24296
1992,Upper Secondary Level,Important,0.65410,3912,6023,0.64209,0.66611
1992,Upper Secondary Level,Less important,0.10381,603,6023,0.09611,0.11152
1992,Upper Secondary Level,Unimportant,0.00980,51,6023,0.00731,0.01229
1992,Post-secondary Non-tertiary Level,Very important,0.29341,86,267,0.23869,0.34813
1992,Post-secondary Non-tertiary Level,Important,0.62115,181,267,0.56285,0.67945
1992,First Stage of Tertiary Education,Very important,0.20547,160,742,0.17637,0.23456
1992,First Stage of Tertiary Education,Important,0.69575,514,742,0.66262,0.72888
1992,First Stage of Tertiary Education,Less important,0.09152,68,742,0.07076,0.11228
1992,Second Stage of Tertiary Education,Very important,0.22644,371,1606,0.20596,0.24692
1992,Second Stage of Tertiary Education,Important,0.65693,1087,1606,0.63370,0.68015
1992,Second Stage of Tertiary Education,Less important,0.11417,148,1606,0.09861,0.12973
1995,No answer / don't know,Very important,0.29583,38,112,0.21092,0.38074
1995,No answer / don't know,Important,0.55220,74,112,0.45969,0.64471
1995,Pre-primary Level,Very important,0.31822,81,219,0.25639,0.38005
1995,Pre-primary Level,Important,0.57617,138,219,0.51057,0.64177
1995,Primary Level,Important,0.59180,59,59,0.46531,0.71830
1995,Lower Secondary Level,Very important,0.26746,523,1792,0.24696,0.28796
1995,Lower Secondary Level,Important,0.62603,1112,1792,0.60362,0.64844
1995,Lower Secondary Level,Less important,0.08956,157,1792,0.07634,0.10279
1995,Upper Secondary Level,Very important,0.24998,1610,6064,0.23908,0.26088
1995,Upper Secondary Level,Important,0.66171,3942,6064,0.64980,0.67362
1995,Upper Secondary Level,Less important,0.08212,476,6064,0.07521,0.08903
