year,migback,regtyp,plh0105,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,No migration background,Urban regions,Very important,0.21827,1125,5019,0.20684,0.22970
1990,No migration background,Urban regions,Important,0.67038,3363,5019,0.65738,0.68339
1990,No migration background,Urban regions,Less important,0.10299,492,5019,0.09458,0.11140
1990,No migration background,Urban regions,Unimportant,0.00836,39,5019,0.00584,0.01088
1990,No migration background,Rural regions,Very important,0.19620,313,1574,0.17658,0.21583
1990,No migration background,Rural regions,Important,0.68130,1101,1574,0.65827,0.70433
1990,No migration background,Rural regions,Less important,0.10833,160,1574,0.09297,0.12368
1990,Direct migration background,Urban regions,Very important,0.24113,94,365,0.19718,0.28507
1990,Direct migration background,Urban regions,Important,0.65874,239,365,0.61003,0.70745
1990,Direct migration background,Urban regions,Less important,0.09551,32,365,0.06532,0.12571
1990,Direct migration background,Rural regions,Important,0.62702,49,49,0.49021,0.76383
1992,No migration background,No answer / don't know,Very important,0.33078,41,114,0.24403,0.41753
1992,No migration background,No answer / don't know,Important,0.62181,73,114,0.53240,0.71122
1992,No migration background,Urban regions,Very important,0.23608,1507,6146,0.22546,0.24670
1992,No migration background,Urban regions,Important,0.65056,3998,6146,0.63864,0.66248
1992,No migration background,Urban regions,Less important,0.10234,585,6146,0.09477,0.10992
1992,No migration background,Urban regions,Unimportant,0.01101,56,6146,0.00840,0.01362
1992,No migration background,Rural regions,Very important,0.21672,920,4036,0.20400,0.22943
1992,No migration background,Rural regions,Important,0.65281,2634,4036,0.63812,0.66750
1992,No migration background,Rural regions,Less important,0.12041,451,4036,0.11037,0.13046
1992,No migration background,Rural regions,Unimportant,0.01006,31,4036,0.00698,0.01314
1992,Direct migration background,Urban regions,Very important,0.26992,108,397,0.22619,0.31364
1992,Direct migration background,Urban regions,Important,0.64383,256,397,0.59667,0.69100
1992,Direct migration background,Urban regions,Less important,0.07476,33,397,0.04886,0.10067
1992,Direct migration background,Rural regions,Very important,0.27224,45,153,0.20148,0.34300
1992,Direct migration background,Rural regions,Important,0.56938,108,153,0.49066,0.64809
1992,Indirect migration background,Urban regions,Important,0.59605,34,34,0.42863,0.76347
1995,No migration background,Urban regions,Very important,0.24777,1601,5952,0.23680,0.25874
1995,No migration background,Urban regions,Important,0.66217,3867,5952,0.65016,0.67419
1995,No migration background,Urban regions,Less important,0.08298,449,5952,0.07597,0.08999
1995,No migration background,Urban regions,Unimportant,0.00707,35,5952,0.00494,0.00920
1995,No migration background,Rural regions,Very important,0.23927,995,3941,0.22595,0.25259
1995,No migration background,Rural regions,Important,0.65995,2600,3941,0.64515,0.67474
1995,No migration background,Rural regions,Less important,0.09254,346,3941,0.08349,0.10159
1995,Direct migration background,Urban regions,Very important,0.33439,290,836,0.30239,0.36639
1995,Direct migration background,Urban regions,Important,0.57733,502,836,0.54383,0.61084
1995,Direct migration background,Urban regions,Less important,0.06490,44,836,0.04819,0.08161
1995,Direct migration background,Rural regions,Very important,0.25192,76,250,0.19800,0.30584
1995,Direct migration background,Rural regions,Important,0.60977,174,250,0.54918,0.67036
1995,Indirect migration background,Urban regions,Very important,0.37625,38,97,0.27934,0.47316
1995,Indirect migration background,Urban regions,Important,0.48284,59,97,0.38288,0.58280
2004,No migration background,Urban regions,Very important,0.24838,3031,11552,0.24050,0.25626
2004,No migration background,Urban regions,Important,0.66198,7595,11552,0.65335,0.67060
2004,No migration background,Urban regions,Less important,0.08489,884,11552,0.07981,0.08998
2004,No migration background,Urban regions,Unimportant,0.00474,42,11552,0.00349,0.00600
