year,age_gr,bula_h,plh0105,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,17-29 y.,Schleswig-Holstein,Important,0.71249,48,48,0.58310,0.84189
1990,17-29 y.,Lower Saxony,Very important,0.23768,54,204,0.17913,0.29624
1990,17-29 y.,Lower Saxony,Important,0.66669,150,204,0.60185,0.73154
1990,17-29 y.,North Rhine-Westphalia,Very important,0.22389,121,492,0.18702,0.26076
1990,17-29 y.,North Rhine-Westphalia,Important,0.66220,320,492,0.62037,0.70404
1990,17-29 y.,North Rhine-Westphalia,Less important,0.10958,51,492,0.08195,0.13721
1990,17-29 y.,Hesse,Very important,0.21996,38,154,0.15432,0.28560
1990,17-29 y.,Hesse,Important,0.68220,116,154,0.60842,0.75598
1990,17-29 y.,"Rhineland-Palatinate, Saarland",Important,0.66764,96,96,0.57291,0.76236
1990,17-29 y.,Baden-Wuerttemberg,Very important,0.25940,89,283,0.20825,0.31056
1990,17-29 y.,Baden-Wuerttemberg,Important,0.63233,194,283,0.57605,0.68861
1990,17-29 y.,Bavaria,Very important,0.24131,82,351,0.19649,0.28614
1990,17-29 y.,Bavaria,Important,0.62064,225,351,0.56980,0.67147
1990,17-29 y.,Bavaria,Less important,0.12356,44,351,0.08908,0.15803
1990,17-29 y.,Berlin,Important,0.65849,32,32,0.49155,0.82542
1990,30-45 y.,Schleswig-Holstein,Important,0.74706,51,51,0.62657,0.86755
1990,30-45 y.,Lower Saxony,Very important,0.16808,43,188,0.11449,0.22168
1990,30-45 y.,Lower Saxony,Important,0.72489,145,188,0.66088,0.78890
1990,30-45 y.,North Rhine-Westphalia,Very important,0.20539,135,642,0.17412,0.23667
1990,30-45 y.,North Rhine-Westphalia,Important,0.67733,434,642,0.64114,0.71352
1990,30-45 y.,North Rhine-Westphalia,Less important,0.11484,73,642,0.09016,0.13952
1990,30-45 y.,Hesse,Very important,0.24228,45,162,0.17609,0.30846
1990,30-45 y.,Hesse,Important,0.64044,117,162,0.56631,0.71456
1990,30-45 y.,"Rhineland-Palatinate, Saarland",Important,0.68683,94,94,0.59257,0.78109
1990,30-45 y.,Baden-Wuerttemberg,Very important,0.23767,80,307,0.18998,0.28536
1990,30-45 y.,Baden-Wuerttemberg,Important,0.67063,227,307,0.61797,0.72329
1990,30-45 y.,Bavaria,Very important,0.14630,54,355,0.10949,0.18312
1990,30-45 y.,Bavaria,Important,0.73946,265,355,0.69374,0.78519
1990,30-45 y.,Bavaria,Less important,0.10782,36,355,0.07551,0.14013
1990,30-45 y.,Berlin,Important,0.73794,50,50,0.61480,0.86107
1990,46-65 y.,Schleswig-Holstein,Important,0.74250,70,70,0.63933,0.84568
1990,46-65 y.,Lower Saxony,Very important,0.21254,60,262,0.16291,0.26217
1990,46-65 y.,Lower Saxony,Important,0.69269,202,262,0.63671,0.74866
1990,46-65 y.,North Rhine-Westphalia,Very important,0.19299,105,545,0.15982,0.22615
1990,46-65 y.,North Rhine-Westphalia,Important,0.72376,399,545,0.68618,0.76133
