,Unnamed: 0,year,bula_h,sampreg,plh0105,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
0,0,1990,Schleswig-Holstein,West,Very important,0.21023,46,6936,0.18345,0.23475
1,1,1990,Schleswig-Holstein,West,Important,0.78977,183,6936,0.7439,0.83556
2,2,1990,Hamburg,West,Important,1.0,89,6936,0.91511,1.08913
3,3,1990,Lower Saxony,West,Very important,0.20176,176,6936,0.18699,0.21621
4,4,1990,Lower Saxony,West,Important,0.70002,580,6936,0.67406,0.72326
5,5,1990,Lower Saxony,West,Less important,0.09822,79,6936,0.08783,0.10913
6,6,1990,Bremen,West,Important,1.0,58,6936,0.89171,1.11794
7,7,1990,North Rhine-Westphalia,West,Very important,0.21229,420,6936,0.20049,0.22167
8,8,1990,North Rhine-Westphalia,West,Important,0.68751,1302,6936,0.67087,0.70305
9,9,1990,North Rhine-Westphalia,West,Less important,0.1002,185,6936,0.09449,0.10623
10,10,1990,Hesse,West,Very important,0.25416,164,6936,0.23456,0.27461
11,11,1990,Hesse,West,Important,0.65673,441,6936,0.63006,0.68295
12,12,1990,Hesse,West,Less important,0.08911,59,6936,0.0782,0.09876
13,13,1990,"Rhineland-Palatinate, Saarland",West,Very important,0.20341,117,6936,0.18786,0.21679
14,14,1990,"Rhineland-Palatinate, Saarland",West,Important,0.68377,380,6936,0.66156,0.71248
15,15,1990,"Rhineland-Palatinate, Saarland",West,Less important,0.11282,55,6936,0.10043,0.13008
16,16,1990,Baden-Wuerttemberg,West,Very important,0.26375,309,6936,0.24987,0.27771
17,17,1990,Baden-Wuerttemberg,West,Important,0.63443,728,6936,0.61605,0.65548
18,18,1990,Baden-Wuerttemberg,West,Less important,0.10182,102,6936,0.09323,0.10967
19,19,1990,Bavaria,West,Very important,0.18491,231,6936,0.1756,0.19319
20,20,1990,Bavaria,West,Important,0.68478,869,6936,0.6649,0.70334
21,21,1990,Bavaria,West,Less important,0.13032,158,6936,0.12259,0.13957
22,22,1990,Berlin,West,Very important,0.25609,54,6936,0.22885,0.28404
23,23,1990,Berlin,West,Important,0.74391,151,6936,0.69917,0.79387
24,24,1992,Schleswig-Holstein,West,Very important,0.25031,55,10759,0.22367,0.28045
25,25,1992,Schleswig-Holstein,West,Important,0.74969,162,10759,0.69695,0.78885
26,26,1992,Hamburg,West,Very important,0.36349,39,10759,0.29993,0.42745
27,27,1992,Hamburg,West,Important,0.63651,69,10759,0.57134,0.69951
28,28,1992,Lower Saxony,West,Very important,0.22716,203,10759,0.21438,0.24787
29,29,1992,Lower Saxony,West,Important,0.67662,547,10759,0.64903,0.7012
30,30,1992,Lower Saxony,West,Less important,0.09622,77,10759,0.08553,0.10711
31,31,1992,Bremen,West,Important,1.0,57,10759,0.89734,1.12309
32,32,1992,North Rhine-Westphalia,West,Very important,0.24502,477,10759,0.2331,0.25774
33,33,1992,North Rhine-Westphalia,West,Important,0.66026,1218,10759,0.64192,0.67991
34,34,1992,North Rhine-Westphalia,West,Less important,0.09473,178,10759,0.08804,0.10168
35,35,1992,Hesse,West,Very important,0.24635,164,10759,0.22853,0.26751
36,36,1992,Hesse,West,Important,0.63507,417,10759,0.60373,0.66158
37,37,1992,Hesse,West,Less important,0.11857,65,10759,0.10517,0.13382
