year,age_gr,sex,plh0105,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,17-29 y.,male,Very important,0.15966,158,939,0.13621,0.18310
1990,17-29 y.,male,Important,0.69103,652,939,0.66146,0.72060
1990,17-29 y.,male,Less important,0.14342,129,939,0.12099,0.16585
1990,17-29 y.,female,Very important,0.29980,290,912,0.27005,0.32955
1990,17-29 y.,female,Important,0.62153,561,912,0.59004,0.65303
1990,17-29 y.,female,Less important,0.07156,61,912,0.05482,0.08830
1990,30-45 y.,male,Very important,0.15422,160,1006,0.13189,0.17655
1990,30-45 y.,male,Important,0.71269,720,1006,0.68471,0.74066
1990,30-45 y.,male,Less important,0.12617,126,1006,0.10564,0.14669
1990,30-45 y.,female,Very important,0.24668,266,1036,0.22041,0.27294
1990,30-45 y.,female,Important,0.66856,695,1036,0.63988,0.69724
1990,30-45 y.,female,Less important,0.07994,75,1036,0.06341,0.09646
1990,46-65 y.,male,Very important,0.15331,159,1041,0.13141,0.17521
1990,46-65 y.,male,Important,0.70129,748,1041,0.67347,0.72911
1990,46-65 y.,male,Less important,0.13507,134,1041,0.11430,0.15585
1990,46-65 y.,female,Very important,0.26643,296,1118,0.24051,0.29236
1990,46-65 y.,female,Important,0.67485,760,1118,0.64738,0.70233
1990,46-65 y.,female,Less important,0.05784,62,1118,0.04415,0.07153
1990,66 and older,male,Very important,0.17497,70,392,0.13731,0.21263
1990,66 and older,male,Important,0.67934,274,392,0.63308,0.72560
1990,66 and older,male,Less important,0.12335,48,392,0.09075,0.15594
1990,66 and older,female,Very important,0.25833,169,601,0.22331,0.29336
1990,66 and older,female,Important,0.60857,371,601,0.56951,0.64762
1990,66 and older,female,Less important,0.10737,61,601,0.08260,0.13215
1992,17-29 y.,male,Very important,0.19865,269,1319,0.17711,0.22019
1992,17-29 y.,male,Important,0.67038,888,1319,0.64500,0.69576
1992,17-29 y.,male,Less important,0.12381,162,1319,0.10603,0.14159
1992,17-29 y.,female,Very important,0.39306,520,1366,0.36715,0.41897
1992,17-29 y.,female,Important,0.55412,764,1366,0.52775,0.58049
1992,17-29 y.,female,Less important,0.05083,82,1366,0.03918,0.06249
1992,30-45 y.,male,Very important,0.17708,330,1752,0.15920,0.19497
1992,30-45 y.,male,Important,0.69172,1210,1752,0.67009,0.71335
1992,30-45 y.,male,Less important,0.12858,212,1752,0.11290,0.14426
1992,30-45 y.,female,Very important,0.27952,510,1839,0.25901,0.30004
1992,30-45 y.,female,Important,0.64661,1203,1839,0.62476,0.66847
1992,30-45 y.,female,Less important,0.06919,126,1839,0.05759,0.08079
1992,46-65 y.,male,Very important,0.17705,282,1573,0.15818,0.19592
1992,46-65 y.,male,Important,0.65606,1056,1573,0.63258,0.67955
1992,46-65 y.,male,Less important,0.15554,235,1573,0.13762,0.17346
1992,46-65 y.,female,Very important,0.26644,442,1652,0.24512,0.28777
1992,46-65 y.,female,Important,0.66349,1098,1652,0.64070,0.68628
1992,46-65 y.,female,Less important,0.06368,112,1652,0.05190,0.07546
1992,66 and older,male,Very important,0.17867,96,513,0.14549,0.21185
1992,66 and older,male,Important,0.64634,346,513,0.60493,0.68775
1992,66 and older,male,Less important,0.14819,71,513,0.11741,0.17896
1992,66 and older,female,Very important,0.19295,192,844,0.16631,0.21959
