year,migback,sampreg,plh0105,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,No migration background,West,Very important,0.21294,1438,6610,0.20307,0.22281
1990,No migration background,West,Important,0.67302,4464,6610,0.66171,0.68433
1990,No migration background,West,Less important,0.10428,652,6610,0.09691,0.11164
1990,No migration background,West,Unimportant,0.00976,56,6610,0.00739,0.01214
1990,Direct migration background,West,Very important,0.24649,114,441,0.20622,0.28676
1990,Direct migration background,West,Important,0.65326,288,441,0.60879,0.69773
1990,Direct migration background,West,Less important,0.09643,39,441,0.06885,0.12401
1992,No migration background,West,Very important,0.22753,1551,6494,0.21734,0.23773
1992,No migration background,West,Important,0.65284,4217,6494,0.64126,0.66442
1992,No migration background,West,Less important,0.10831,664,6494,0.10075,0.11587
1992,No migration background,West,Unimportant,0.01131,62,6494,0.00874,0.01388
1992,No migration background,East,Very important,0.24030,917,3779,0.22668,0.25393
1992,No migration background,East,Important,0.64496,2488,3779,0.62970,0.66022
1992,No migration background,East,Less important,0.10632,374,3779,0.09649,0.11615
1992,Direct migration background,West,Very important,0.26745,113,427,0.22542,0.30949
1992,Direct migration background,West,Important,0.62548,273,427,0.57952,0.67144
1992,Direct migration background,West,Less important,0.09028,41,427,0.06307,0.11750
1992,Direct migration background,East,Very important,0.28572,40,132,0.20835,0.36308
1992,Direct migration background,East,Important,0.61769,92,132,0.53447,0.70090
1992,Indirect migration background,West,Important,0.60954,37,37,0.45018,0.76891
1995,No migration background,West,Very important,0.24156,1680,6412,0.23108,0.25204
1995,No migration background,West,Important,0.66452,4183,6412,0.65296,0.67608
1995,No migration background,West,Less important,0.08715,512,6412,0.08024,0.09405
1995,No migration background,West,Unimportant,0.00677,37,6412,0.00477,0.00878
1995,No migration background,East,Very important,0.25685,916,3483,0.24234,0.27136
1995,No migration background,East,Important,0.65033,2284,3483,0.63449,0.66617
1995,No migration background,East,Less important,0.08286,283,3483,0.07370,0.09202
1995,Direct migration background,West,Very important,0.33166,339,969,0.30200,0.36132
1995,Direct migration background,West,Important,0.57160,575,969,0.54043,0.60277
1995,Direct migration background,West,Less important,0.07412,55,969,0.05762,0.09062
1995,Direct migration background,East,Important,0.70402,101,101,0.61455,0.79349
1995,Indirect migration background,West,Very important,0.39197,42,105,0.29814,0.48580
1995,Indirect migration background,West,Important,0.48633,63,105,0.39027,0.58240
2004,No migration background,West,Very important,0.24674,3416,13139,0.23937,0.25412
2004,No migration background,West,Important,0.66038,8611,13139,0.65228,0.66848
2004,No migration background,West,Less important,0.08707,1051,13139,0.08225,0.09190
2004,No migration background,West,Unimportant,0.00581,61,13139,0.00451,0.00710
2004,No migration background,East,Very important,0.24143,1194,5042,0.22962,0.25325
2004,No migration background,East,Important,0.66571,3427,5042,0.65269,0.67873
2004,No migration background,East,Less important,0.08622,421,5042,0.07847,0.09397
2004,Direct migration background,West,Very important,0.31387,768,2409,0.29533,0.33240
2004,Direct migration background,West,Important,0.59422,1457,2409,0.57461,0.61383
2004,Direct migration background,West,Less important,0.08594,184,2409,0.07474,0.09713
2004,Direct migration background,East,Important,0.67942,71,71,0.57009,0.78875
2004,Indirect migration background,West,Very important,0.30945,240,751,0.27636,0.34253
2004,Indirect migration background,West,Important,0.60975,456,751,0.57483,0.64466
2004,Indirect migration background,West,Less important,0.07649,55,751,0.05746,0.09551
2008,No migration background,West,Very important,0.24159,3008,11956,0.23392,0.24926
2008,No migration background,West,Important,0.66810,7978,11956,0.65966,0.67654
2008,No migration background,West,Less important,0.08433,915,11956,0.07935,0.08931
2008,No migration background,West,Unimportant,0.00598,55,11956,0.00460,0.00736
2008,No migration background,East,Very important,0.22514,1056,4622,0.21310,0.23718
2008,No migration background,East,Important,0.69369,3228,4622,0.68040,0.70698
2008,No migration background,East,Less important,0.07458,338,4622,0.06701,0.08216
2008,Direct migration background,West,Very important,0.30520,597,1807,0.28396,0.32644
2008,Direct migration background,West,Important,0.60950,1078,1807,0.58700,0.63200
2008,Direct migration background,West,Less important,0.07850,132,1807,0.06610,0.09091
2008,Direct migration background,East,Important,0.63311,55,55,0.50457,0.76166
2008,Indirect migration background,West,Very important,0.34127,257,721,0.30663,0.37590
2008,Indirect migration background,West,Important,0.57592,412,721,0.53983,0.61202
2008,Indirect migration background,West,Less important,0.08107,52,721,0.06113,0.10101
2012,No migration background,West,Very important,0.31506,5950,17262,0.30813,0.32200
2012,No migration background,West,Important,0.62094,10468,17262,0.61370,0.62818
2012,No migration background,West,Less important,0.05894,783,17262,0.05543,0.06246
2012,No migration background,West,Unimportant,0.00505,61,17262,0.00399,0.00611
2012,No migration background,East,Very important,0.28360,1847,5888,0.27209,0.29512
2012,No migration background,East,Important,0.65692,3750,5888,0.64479,0.66905
2012,No migration background,East,Less important,0.05453,291,5888,0.04873,0.06033
2012,Direct migration background,West,Very important,0.34305,1190,3000,0.32606,0.36004
2012,Direct migration background,West,Important,0.58913,1671,3000,0.57152,0.60674
2012,Direct migration background,West,Less important,0.06054,139,3000,0.05200,0.06907
2012,Direct migration background,East,Very important,0.25859,57,160,0.19053,0.32665
2012,Direct migration background,East,Important,0.62722,103,160,0.55206,0.70238
2012,Indirect migration background,West,Very important,0.43960,516,1124,0.41057,0.46863
2012,Indirect migration background,West,Important,0.49298,567,1124,0.46374,0.52222
2012,Indirect migration background,West,Less important,0.06049,41,1124,0.04655,0.07443
2012,Indirect migration background,East,Important,0.67457,42,42,0.53115,0.81799
2016,No migration background,West,Very important,0.33452,4667,13184,0.32647,0.34258
2016,No migration background,West,Important,0.60688,7878,13184,0.59854,0.61522
2016,No migration background,West,Less important,0.05528,596,13184,0.05138,0.05919
2016,No migration background,West,Unimportant,0.00332,43,13184,0.00233,0.00430
2016,No migration background,East,Very important,0.30971,1488,4524,0.29623,0.32318
2016,No migration background,East,Important,0.63062,2811,4524,0.61656,0.64469
2016,No migration background,East,Less important,0.05530,225,4524,0.04863,0.06196
2016,Direct migration background,West,Very important,0.37169,1848,4630,0.35777,0.38562
2016,Direct migration background,West,Important,0.57344,2589,4630,0.55919,0.58769
2016,Direct migration background,West,Less important,0.04729,193,4630,0.04117,0.05340
2016,Direct migration background,East,Very important,0.43220,158,357,0.38074,0.48366
2016,Direct migration background,East,Important,0.52961,199,357,0.47776,0.58146
2016,Indirect migration background,West,Very important,0.40829,638,1377,0.38232,0.43426
2016,Indirect migration background,West,Important,0.53608,679,1377,0.50973,0.56243
2016,Indirect migration background,West,Less important,0.05533,60,1377,0.04325,0.06741
2016,Indirect migration background,East,Very important,0.38646,49,96,0.28854,0.48437
2016,Indirect migration background,East,Important,0.60078,47,96,0.50229,0.69926
2021,No migration background,West,Very important,0.36918,3914,9865,0.35965,0.37870
2021,No migration background,West,Important,0.57928,5551,9865,0.56954,0.58902
2021,No migration background,West,Less important,0.04708,400,9865,0.04290,0.05126
2021,No migration background,East,Very important,0.32885,1157,3245,0.31268,0.34502
2021,No migration background,East,Important,0.61427,1941,3245,0.59752,0.63102
2021,No migration background,East,Less important,0.05444,147,3245,0.04663,0.06224
2021,Direct migration background,West,Very important,0.38687,1067,2806,0.36885,0.40489
2021,Direct migration background,West,Important,0.54830,1560,2806,0.52988,0.56671
2021,Direct migration background,West,Less important,0.06110,179,2806,0.05223,0.06996
2021,Direct migration background,East,Very important,0.40805,117,245,0.34638,0.46971
2021,Direct migration background,East,Important,0.50071,128,245,0.43798,0.56345
