year,regtyp,plh0105,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Urban regions,Very important,0.21978,1232,5430,0.20876,0.23079
1990,Urban regions,Important,0.66945,3627,5430,0.65694,0.68197
1990,Urban regions,Less important,0.10268,529,5430,0.09461,0.11076
1990,Urban regions,Unimportant,0.00808,42,5430,0.00570,0.01046
1990,Rural regions,Very important,0.20031,336,1657,0.18103,0.21958
1990,Rural regions,Important,0.67853,1154,1657,0.65603,0.70102
1990,Rural regions,Less important,0.10768,167,1657,0.09275,0.12261
1992,No answer / don't know,Very important,0.32769,41,115,0.24153,0.41386
1992,No answer / don't know,Important,0.62534,74,115,0.53648,0.71419
1992,Urban regions,Very important,0.23803,1630,6610,0.22776,0.24829
1992,Urban regions,Important,0.64978,4288,6610,0.63828,0.66128
1992,Urban regions,Less important,0.10122,631,6610,0.09394,0.10849
1992,Urban regions,Unimportant,0.01098,61,6610,0.00847,0.01349
1992,Rural regions,Very important,0.21959,970,4225,0.20710,0.23207
1992,Rural regions,Important,0.64856,2750,4225,0.63417,0.66296
1992,Rural regions,Less important,0.12064,472,4225,0.11082,0.13046
1992,Rural regions,Unimportant,0.01121,33,4225,0.00803,0.01438
1995,Urban regions,Very important,0.25941,1929,6915,0.24908,0.26975
1995,Urban regions,Important,0.65012,4428,6915,0.63888,0.66136
1995,Urban regions,Less important,0.08146,507,6915,0.07502,0.08791
1995,Urban regions,Unimportant,0.00900,51,6915,0.00677,0.01123
1995,Rural regions,Very important,0.24126,1080,4268,0.22842,0.25410
1995,Rural regions,Important,0.65562,2786,4268,0.64136,0.66988
1995,Rural regions,Less important,0.09342,368,4268,0.08469,0.10215
1995,Rural regions,Unimportant,0.00970,34,4268,0.00676,0.01264
2004,Urban regions,Very important,0.26139,3926,14313,0.25419,0.26859
2004,Urban regions,Important,0.64835,9235,14313,0.64053,0.65617
2004,Urban regions,Less important,0.08529,1095,14313,0.08072,0.08987
2004,Urban regions,Unimportant,0.00497,57,14313,0.00381,0.00612
2004,Rural regions,Very important,0.24554,1723,7208,0.23560,0.25548
2004,Rural regions,Important,0.65798,4809,7208,0.64703,0.66894
2004,Rural regions,Less important,0.08857,625,7208,0.08201,0.09513
2004,Rural regions,Unimportant,0.00791,51,7208,0.00587,0.00996
2008,Urban regions,Very important,0.26053,3421,12664,0.25289,0.26818
2008,Urban regions,Important,0.65250,8271,12664,0.64420,0.66079
2008,Urban regions,Less important,0.08073,920,12664,0.07599,0.08548
2008,Urban regions,Unimportant,0.00624,52,12664,0.00487,0.00761
2008,Rural regions,Very important,0.23083,1525,6594,0.22066,0.24100
2008,Rural regions,Important,0.67954,4507,6594,0.66827,0.69080
2008,Rural regions,Less important,0.08425,528,6594,0.07754,0.09095
2008,Rural regions,Unimportant,0.00539,34,6594,0.00362,0.00715
2012,Urban regions,Very important,0.32671,6315,17485,0.31976,0.33366
2012,Urban regions,Important,0.60746,10281,17485,0.60022,0.61470
2012,Urban regions,Less important,0.06027,825,17485,0.05674,0.06379
2012,Urban regions,Unimportant,0.00556,64,17485,0.00446,0.00666
2012,Rural regions,Very important,0.30030,3269,10079,0.29135,0.30925
2012,Rural regions,Important,0.63907,6320,10079,0.62969,0.64845
2012,Rural regions,Less important,0.05528,446,10079,0.05082,0.05974
2012,Rural regions,Unimportant,0.00535,44,10079,0.00393,0.00677
2016,Urban regions,Very important,0.34465,5862,15751,0.33723,0.35207
2016,Urban regions,Important,0.59513,9107,15751,0.58747,0.60280
2016,Urban regions,Less important,0.05634,722,15751,0.05274,0.05994
2016,Urban regions,Unimportant,0.00388,60,15751,0.00291,0.00485
2016,Rural regions,Very important,0.33130,2986,8492,0.32129,0.34131
2016,Rural regions,Important,0.61596,5096,8492,0.60561,0.62630
2016,Rural regions,Less important,0.04876,374,8492,0.04418,0.05334
2016,Rural regions,Unimportant,0.00398,36,8492,0.00264,0.00532
2021,Urban regions,Very important,0.37984,4560,11402,0.37093,0.38875
2021,Urban regions,Important,0.56457,6276,11402,0.55547,0.57367
2021,Urban regions,Less important,0.05127,526,11402,0.04722,0.05532
2021,Urban regions,Unimportant,0.00432,40,11402,0.00312,0.00553
2021,Rural regions,Very important,0.34209,2124,5752,0.32983,0.35435
2021,Rural regions,Important,0.60192,3357,5752,0.58927,0.61457
2021,Rural regions,Less important,0.05182,271,5752,0.04609,0.05754
