year,pgisced97,quintil_oecd,plh0105,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Lower Secondary Level,1st Quintile,Very important,0.24298,104,405,0.20116,0.28480
1990,Lower Secondary Level,1st Quintile,Important,0.60974,261,405,0.56217,0.65731
1990,Lower Secondary Level,1st Quintile,Less important,0.11527,40,405,0.08413,0.14641
1990,Lower Secondary Level,2nd Quintile,Very important,0.25254,101,387,0.20919,0.29588
1990,Lower Secondary Level,2nd Quintile,Important,0.65694,255,387,0.60958,0.70430
1990,Lower Secondary Level,2nd Quintile,Less important,0.08010,31,387,0.05302,0.10717
1990,Lower Secondary Level,3rd Quintile,Very important,0.25554,78,292,0.20542,0.30565
1990,Lower Secondary Level,3rd Quintile,Important,0.66108,214,292,0.60670,0.71547
1990,Lower Secondary Level,4th Quintile,Very important,0.20474,61,279,0.15730,0.25217
1990,Lower Secondary Level,4th Quintile,Important,0.69763,218,279,0.64364,0.75162
1990,Lower Secondary Level,5th Quintile,Very important,0.22378,42,158,0.15859,0.28898
1990,Lower Secondary Level,5th Quintile,Important,0.65611,116,158,0.58181,0.73041
1990,Upper Secondary Level,1st Quintile,Very important,0.22800,123,526,0.19211,0.26389
1990,Upper Secondary Level,1st Quintile,Important,0.65905,354,526,0.61850,0.69960
1990,Upper Secondary Level,1st Quintile,Less important,0.10042,49,526,0.07471,0.12613
1990,Upper Secondary Level,2nd Quintile,Very important,0.21461,168,744,0.18509,0.24413
1990,Upper Secondary Level,2nd Quintile,Important,0.69181,512,744,0.65861,0.72501
1990,Upper Secondary Level,2nd Quintile,Less important,0.08988,64,744,0.06932,0.11045
1990,Upper Secondary Level,3rd Quintile,Very important,0.18662,162,794,0.15950,0.21374
1990,Upper Secondary Level,3rd Quintile,Important,0.70624,559,794,0.67454,0.73794
1990,Upper Secondary Level,3rd Quintile,Less important,0.09728,73,794,0.07665,0.11790
1990,Upper Secondary Level,4th Quintile,Very important,0.18796,190,930,0.16283,0.21308
1990,Upper Secondary Level,4th Quintile,Important,0.69503,638,930,0.66542,0.72464
1990,Upper Secondary Level,4th Quintile,Less important,0.11527,102,930,0.09474,0.13581
