year,regtyp,sex,plh0105,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Urban regions,male,Very important,0.16120,433,2570,0.14698,0.17542
1990,Urban regions,male,Important,0.69893,1806,2570,0.68120,0.71667
1990,Urban regions,male,Less important,0.13133,331,2570,0.11827,0.14439
1990,Urban regions,female,Very important,0.27209,799,2818,0.25566,0.28853
1990,Urban regions,female,Important,0.64313,1821,2818,0.62544,0.66082
1990,Urban regions,female,Less important,0.07711,198,2818,0.06726,0.08696
1990,Rural regions,male,Very important,0.14852,114,808,0.12399,0.17306
1990,Rural regions,male,Important,0.69887,588,808,0.66721,0.73052
1990,Rural regions,male,Less important,0.13830,106,808,0.11449,0.16212
1990,Rural regions,female,Very important,0.24910,222,849,0.21999,0.27821
1990,Rural regions,female,Important,0.65936,566,849,0.62746,0.69126
1990,Rural regions,female,Less important,0.07883,61,849,0.06069,0.09697
1992,No answer / don't know,male,Important,0.74310,41,41,0.60770,0.87851
1992,No answer / don't know,female,Important,0.52294,33,33,0.34988,0.69600
1992,Urban regions,male,Very important,0.18562,590,3082,0.17189,0.19935
1992,Urban regions,male,Important,0.67113,2098,3082,0.65454,0.68772
1992,Urban regions,male,Less important,0.13380,394,3082,0.12178,0.14582
1992,Urban regions,female,Very important,0.28450,1040,3500,0.26955,0.29945
1992,Urban regions,female,Important,0.63085,2190,3500,0.61486,0.64684
1992,Urban regions,female,Less important,0.07233,237,3500,0.06374,0.08091
1992,Urban regions,female,Unimportant,0.01232,33,3500,0.00867,0.01598
1992,Rural regions,male,Very important,0.17506,373,2019,0.15848,0.19164
1992,Rural regions,male,Important,0.66278,1361,2019,0.64215,0.68340
1992,Rural regions,male,Less important,0.15112,285,2019,0.13550,0.16675
1992,Rural regions,female,Very important,0.26191,597,2173,0.24342,0.28040
1992,Rural regions,female,Important,0.63505,1389,2173,0.61481,0.65530
1992,Rural regions,female,Less important,0.09167,187,2173,0.07953,0.10380
1995,Urban regions,male,Very important,0.20249,705,3223,0.18862,0.21637
1995,Urban regions,male,Important,0.67795,2201,3223,0.66181,0.69408
1995,Urban regions,male,Less important,0.10951,317,3223,0.09873,0.12029
1995,Urban regions,female,Very important,0.31066,1224,3641,0.29563,0.32570
1995,Urban regions,female,Important,0.62507,2227,3641,0.60934,0.64079
1995,Urban regions,female,Less important,0.05621,190,3641,0.04873,0.06369
1995,Rural regions,male,Very important,0.18208,398,2052,0.16538,0.19878
1995,Rural regions,male,Important,0.68304,1412,2052,0.66290,0.70318
1995,Rural regions,male,Less important,0.12808,242,2052,0.11362,0.14255
1995,Rural regions,female,Very important,0.29743,682,2182,0.27825,0.31662
1995,Rural regions,female,Important,0.62959,1374,2182,0.60932,0.64986
1995,Rural regions,female,Less important,0.06052,126,2182,0.05051,0.07053
2004,Urban regions,male,Very important,0.20485,1418,6826,0.19527,0.21442
2004,Urban regions,male,Important,0.67527,4684,6826,0.66416,0.68638
2004,Urban regions,male,Less important,0.11461,724,6826,0.10705,0.12216
2004,Urban regions,female,Very important,0.31493,2508,7430,0.30436,0.32549
2004,Urban regions,female,Important,0.62286,4551,7430,0.61184,0.63389
2004,Urban regions,female,Less important,0.05754,371,7430,0.05224,0.06283
2004,Rural regions,male,Very important,0.18801,622,3492,0.17505,0.20098
2004,Rural regions,male,Important,0.68981,2443,3492,0.67446,0.70515
2004,Rural regions,male,Less important,0.11261,396,3492,0.10212,0.12309
2004,Rural regions,male,Unimportant,0.00957,31,3492,0.00634,0.01280
2004,Rural regions,female,Very important,0.30067,1101,3696,0.28589,0.31546
2004,Rural regions,female,Important,0.62749,2366,3696,0.61190,0.64307
2004,Rural regions,female,Less important,0.06553,229,3696,0.05755,0.07351
2008,Urban regions,male,Very important,0.19358,1194,5967,0.18355,0.20360
2008,Urban regions,male,Important,0.68847,4156,5967,0.67672,0.70023
