year,quintil_oecd,plh0105,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,1st Quintile,Very important,0.24051,273,1086,0.21508,0.26594
1990,1st Quintile,Important,0.63722,714,1086,0.60861,0.66583
1990,1st Quintile,Less important,0.10108,99,1086,0.08314,0.11901
1990,2nd Quintile,Very important,0.22795,318,1336,0.20545,0.25045
1990,2nd Quintile,Important,0.67439,900,1336,0.64925,0.69952
1990,2nd Quintile,Less important,0.09120,118,1336,0.07576,0.10665
1990,3rd Quintile,Very important,0.19990,287,1382,0.17881,0.22099
1990,3rd Quintile,Important,0.70120,977,1382,0.67705,0.72534
1990,3rd Quintile,Less important,0.08787,118,1382,0.07294,0.10280
1990,4th Quintile,Very important,0.20058,327,1578,0.18081,0.22034
1990,4th Quintile,Important,0.68567,1087,1578,0.66276,0.70859
1990,4th Quintile,Less important,0.11020,164,1578,0.09474,0.12566
1990,5th Quintile,Very important,0.21282,363,1660,0.19312,0.23251
1990,5th Quintile,Important,0.65635,1100,1660,0.63349,0.67920
1990,5th Quintile,Less important,0.12403,197,1660,0.10817,0.13989
1992,1st Quintile,Very important,0.24618,576,2270,0.22845,0.26390
1992,1st Quintile,Important,0.61365,1409,2270,0.59361,0.63368
1992,1st Quintile,Less important,0.11942,253,2270,0.10607,0.13276
1992,1st Quintile,Unimportant,0.02076,32,2270,0.01489,0.02662
1992,2nd Quintile,Very important,0.23259,585,2259,0.21516,0.25001
1992,2nd Quintile,Important,0.64311,1442,2259,0.62335,0.66287
1992,2nd Quintile,Less important,0.11083,232,2259,0.09788,0.12378
1992,3rd Quintile,Very important,0.22718,475,2090,0.20921,0.24515
1992,3rd Quintile,Important,0.67340,1427,2090,0.65329,0.69351
1992,3rd Quintile,Less important,0.09225,188,2090,0.07984,0.10466
1992,4th Quintile,Very important,0.24541,520,2079,0.22691,0.26391
1992,4th Quintile,Important,0.64745,1366,2079,0.62691,0.66799
1992,4th Quintile,Less important,0.09868,193,2079,0.08586,0.11151
1992,5th Quintile,Very important,0.21440,485,2191,0.19721,0.23159
1992,5th Quintile,Important,0.66444,1468,2191,0.64466,0.68421
1992,5th Quintile,Less important,0.11442,238,2191,0.10108,0.12775
1995,1st Quintile,Very important,0.27900,566,1860,0.25861,0.29939
1995,1st Quintile,Important,0.61677,1131,1860,0.59467,0.63887
1995,1st Quintile,Less important,0.08843,163,1860,0.07553,0.10134
1995,2nd Quintile,Very important,0.26674,652,2275,0.24857,0.28492
1995,2nd Quintile,Important,0.64468,1454,2275,0.62501,0.66435
1995,2nd Quintile,Less important,0.08101,169,2275,0.06980,0.09222
1995,3rd Quintile,Very important,0.25597,618,2323,0.23821,0.27372
1995,3rd Quintile,Important,0.65990,1546,2323,0.64063,0.67917
1995,3rd Quintile,Less important,0.07529,159,2323,0.06456,0.08603
1995,4th Quintile,Very important,0.24887,623,2358,0.23141,0.26632
1995,4th Quintile,Important,0.66174,1562,2358,0.64264,0.68084
1995,4th Quintile,Less important,0.08483,173,2358,0.07358,0.09608
1995,5th Quintile,Very important,0.22643,550,2279,0.20924,0.24362
1995,5th Quintile,Important,0.66758,1519,2279,0.64824,0.68693
1995,5th Quintile,Less important,0.09551,210,2279,0.08344,0.10758
2004,1st Quintile,Very important,0.28543,955,3214,0.26982,0.30105
2004,1st Quintile,Important,0.61286,1996,3214,0.59601,0.62970
2004,1st Quintile,Less important,0.09145,263,3214,0.08149,0.10142
2004,2nd Quintile,Very important,0.27137,1056,3750,0.25713,0.28560
2004,2nd Quintile,Important,0.63106,2365,3750,0.61562,0.64651
