year,age_gr,migback,plh0105,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,17-29 y.,No migration background,Very important,0.22970,417,1738,0.20992,0.24948
1990,17-29 y.,No migration background,Important,0.65625,1143,1738,0.63392,0.67859
1990,17-29 y.,No migration background,Less important,0.10720,178,1738,0.09266,0.12175
1990,17-29 y.,Direct migration background,Important,0.68158,54,54,0.55615,0.80700
1990,30-45 y.,No migration background,Very important,0.19375,386,1908,0.17601,0.21149
1990,30-45 y.,No migration background,Important,0.69490,1332,1908,0.67423,0.71556
1990,30-45 y.,No migration background,Less important,0.10562,190,1908,0.09183,0.11942
1990,30-45 y.,Direct migration background,Very important,0.26682,32,110,0.18379,0.34986
1990,30-45 y.,Direct migration background,Important,0.65707,78,110,0.56795,0.74618
1990,46-65 y.,No migration background,Very important,0.20859,415,1980,0.19069,0.22649
1990,46-65 y.,No migration background,Important,0.68936,1383,1980,0.66897,0.70975
1990,46-65 y.,No migration background,Less important,0.09604,182,1980,0.08306,0.10902
1990,46-65 y.,Direct migration background,Very important,0.23829,39,159,0.17186,0.30473
1990,46-65 y.,Direct migration background,Important,0.66764,120,159,0.59419,0.74109
1990,66 and older,No migration background,Very important,0.22665,220,928,0.19970,0.25360
1990,66 and older,No migration background,Important,0.63522,606,928,0.60423,0.66621
1990,66 and older,No migration background,Less important,0.11267,102,928,0.09231,0.13302
1990,66 and older,Direct migration background,Important,0.58453,36,36,0.42126,0.74779
1992,17-29 y.,No migration background,Very important,0.29716,751,2552,0.27943,0.31490
1992,17-29 y.,No migration background,Important,0.61145,1577,2552,0.59254,0.63037
1992,17-29 y.,No migration background,Less important,0.08703,224,2552,0.07609,0.09797
1992,17-29 y.,Direct migration background,Important,0.71136,51,51,0.58576,0.83696
1992,30-45 y.,No migration background,Very important,0.22734,803,3421,0.21329,0.24139
1992,30-45 y.,No migration background,Important,0.66824,2294,3421,0.65246,0.68402
1992,30-45 y.,No migration background,Less important,0.10057,324,3421,0.09049,0.11065
1992,30-45 y.,Direct migration background,Very important,0.23961,35,140,0.16865,0.31057
1992,30-45 y.,Direct migration background,Important,0.67485,105,140,0.59697,0.75272
1992,46-65 y.,No migration background,Very important,0.21847,661,2979,0.20363,0.23331
1992,46-65 y.,No migration background,Important,0.66256,1995,2979,0.64557,0.67954
1992,46-65 y.,No migration background,Less important,0.10985,323,2979,0.09862,0.12108
