year,sampreg,sex,plh0105,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,West,male,Very important,0.15813,547,3378,0.14583,0.17044
1990,West,male,Important,0.69892,2394,3378,0.68345,0.71439
1990,West,male,Less important,0.13301,437,3378,0.12156,0.14447
1990,West,female,Very important,0.26676,1021,3667,0.25244,0.28107
1990,West,female,Important,0.64690,2387,3667,0.63142,0.66237
1990,West,female,Less important,0.07751,259,3667,0.06885,0.08616
1992,West,male,Very important,0.18008,608,3321,0.16701,0.19315
1992,West,male,Important,0.66716,2224,3321,0.65113,0.68319
1992,West,male,Less important,0.14237,457,3321,0.13049,0.15426
1992,West,male,Unimportant,0.01040,32,3321,0.00695,0.01385
1992,West,female,Very important,0.27502,1073,3672,0.26057,0.28946
1992,West,female,Important,0.63599,2303,3672,0.62042,0.65155
1992,West,female,Less important,0.07629,261,3672,0.06771,0.08488
1992,West,female,Unimportant,0.01270,35,3672,0.00908,0.01632
1992,East,male,Very important,0.19031,369,1868,0.17250,0.20812
1992,East,male,Important,0.67471,1276,1868,0.65346,0.69596
1992,East,male,Less important,0.12676,223,1868,0.11167,0.14185
1992,East,female,Very important,0.29003,591,2064,0.27045,0.30961
1992,East,female,Important,0.61502,1309,2064,0.59403,0.63602
1992,East,female,Less important,0.08536,164,2064,0.07330,0.09742
1995,West,male,Very important,0.19254,740,3552,0.17957,0.20551
1995,West,male,Important,0.68236,2440,3552,0.66705,0.69767
1995,West,male,Less important,0.11686,372,3552,0.10630,0.12743
1995,West,female,Very important,0.30971,1321,3910,0.29521,0.32420
1995,West,female,Important,0.62366,2381,3910,0.60848,0.63885
1995,West,female,Less important,0.05764,208,3910,0.05034,0.06495
1995,East,male,Very important,0.20807,363,1723,0.18889,0.22724
1995,East,male,Important,0.66909,1173,1723,0.64686,0.69131
1995,East,male,Less important,0.11104,187,1723,0.09620,0.12588
1995,East,female,Very important,0.29368,585,1913,0.27327,0.31410
1995,East,female,Important,0.63761,1220,1913,0.61607,0.65916
1995,East,female,Less important,0.05739,108,1913,0.04696,0.06781
2004,West,male,Very important,0.20444,1609,7852,0.19552,0.21336
2004,West,male,Important,0.67377,5353,7852,0.66340,0.68414
2004,West,male,Less important,0.11536,846,7852,0.10829,0.12242
2004,West,male,Unimportant,0.00643,44,7852,0.00466,0.00819
2004,West,female,Very important,0.31185,2815,8464,0.30198,0.32172
2004,West,female,Important,0.62383,5171,8464,0.61351,0.63415
2004,West,female,Less important,0.05916,444,8464,0.05413,0.06419
2004,West,female,Unimportant,0.00516,34,8464,0.00363,0.00668
2004,East,male,Very important,0.17825,431,2479,0.16318,0.19332
2004,East,male,Important,0.70617,1774,2479,0.68824,0.72411
2004,East,male,Less important,0.10800,274,2479,0.09578,0.12023
2004,East,female,Very important,0.30420,794,2696,0.28683,0.32157
2004,East,female,Important,0.62648,1746,2696,0.60822,0.64474
2004,East,female,Less important,0.06399,156,2696,0.05475,0.07323
2008,West,male,Very important,0.19312,1356,6877,0.18379,0.20245
2008,West,male,Important,0.68716,4755,6877,0.67620,0.69812
2008,West,male,Less important,0.11220,726,6877,0.10474,0.11966
2008,West,male,Unimportant,0.00752,40,6877,0.00547,0.00956
2008,West,female,Very important,0.31620,2506,7592,0.30574,0.32666
2008,West,female,Important,0.62328,4713,7592,0.61238,0.63418
2008,West,female,Less important,0.05619,373,7592,0.05101,0.06137
2008,East,male,Very important,0.17565,398,2292,0.16007,0.19123
2008,East,male,Important,0.70494,1650,2292,0.68626,0.72361
2008,East,male,Less important,0.11289,244,2292,0.09994,0.12585
2008,East,female,Very important,0.27711,686,2451,0.25939,0.29484
2008,East,female,Important,0.67808,1660,2451,0.65958,0.69658
2008,East,female,Less important,0.03857,105,2451,0.03094,0.04619
2012,West,male,Very important,0.26394,2771,9709,0.25517,0.27271
2012,West,male,Important,0.64907,6266,9709,0.63958,0.65856
2012,West,male,Less important,0.08070,629,9709,0.07528,0.08611
2012,West,male,Unimportant,0.00629,43,9709,0.00472,0.00787
2012,West,female,Very important,0.38383,4885,11693,0.37501,0.39264
2012,West,female,Important,0.57223,6440,11693,0.56326,0.58119
2012,West,female,Less important,0.03918,334,11693,0.03566,0.04270
2012,West,female,Unimportant,0.00477,34,11693,0.00352,0.00602
2012,East,male,Very important,0.22652,686,2803,0.21102,0.24202
2012,East,male,Important,0.69365,1912,2803,0.67658,0.71072
2012,East,male,Less important,0.07591,205,2803,0.06610,0.08572
2012,East,female,Very important,0.33781,1242,3328,0.32174,0.35388
2012,East,female,Important,0.61961,1983,3328,0.60311,0.63610
2012,East,female,Less important,0.03570,103,3328,0.02939,0.04200
2016,West,male,Very important,0.27596,2595,8826,0.26664,0.28529
2016,West,male,Important,0.64615,5632,8826,0.63618,0.65613
2016,West,male,Less important,0.07373,561,8826,0.06827,0.07918
2016,West,male,Unimportant,0.00416,38,8826,0.00282,0.00550
2016,West,female,Very important,0.41228,4558,10360,0.40280,0.42176
2016,West,female,Important,0.54927,5514,10360,0.53969,0.55885
2016,West,female,Less important,0.03488,288,10360,0.03134,0.03841
2016,East,male,Very important,0.25482,599,2264,0.23687,0.27278
2016,East,male,Important,0.66872,1510,2264,0.64933,0.68812
2016,East,male,Less important,0.07302,155,2264,0.06230,0.08374
2016,East,female,Very important,0.37503,1096,2735,0.35688,0.39317
2016,East,female,Important,0.58449,1547,2735,0.56602,0.60296
2016,East,female,Less important,0.03569,92,2735,0.02874,0.04264
2021,West,male,Very important,0.30272,2097,6399,0.29147,0.31398
2021,West,male,Important,0.62548,3886,6399,0.61362,0.63734
2021,West,male,Less important,0.06608,384,6399,0.05999,0.07217
