year,pgisced97,sampreg,plh0105,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,No answer / don't know,West,Important,0.58195,45,45,0.43621,0.72769
1990,Pre-primary Level,West,Important,0.57671,65,65,0.45566,0.69776
1990,Primary Level,West,Important,0.64720,48,48,0.51059,0.78381
1990,Lower Secondary Level,West,Very important,0.23879,386,1595,0.21786,0.25972
1990,Lower Secondary Level,West,Important,0.65127,1066,1595,0.62788,0.67467
1990,Lower Secondary Level,West,Less important,0.09533,143,1595,0.08092,0.10975
1990,Upper Secondary Level,West,Very important,0.20760,840,3844,0.19478,0.22042
1990,Upper Secondary Level,West,Important,0.68254,2633,3844,0.66782,0.69725
1990,Upper Secondary Level,West,Less important,0.10254,371,3844,0.09295,0.11213
1990,Post-secondary Non-tertiary Level,West,Very important,0.25531,52,189,0.19298,0.31764
1990,Post-secondary Non-tertiary Level,West,Important,0.65985,137,189,0.59212,0.72757
1990,First Stage of Tertiary Education,West,Very important,0.21624,106,495,0.17994,0.25254
1990,First Stage of Tertiary Education,West,Important,0.66774,340,495,0.62620,0.70927
1990,First Stage of Tertiary Education,West,Less important,0.10863,49,495,0.08119,0.13607
1990,Second Stage of Tertiary Education,West,Very important,0.17738,120,650,0.14799,0.20676
1990,Second Stage of Tertiary Education,West,Important,0.69251,447,650,0.65701,0.72801
1990,Second Stage of Tertiary Education,West,Less important,0.12113,83,650,0.09603,0.14624
1992,No answer / don't know,West,Important,0.61125,51,51,0.47613,0.74637
1992,Pre-primary Level,West,Important,0.64167,59,59,0.51826,0.76508
1992,Primary Level,West,Important,0.52360,40,40,0.36685,0.68035
1992,Lower Secondary Level,West,Very important,0.23350,359,1461,0.21180,0.25520
1992,Lower Secondary Level,West,Important,0.62957,936,1461,0.60479,0.65434
1992,Lower Secondary Level,West,Less important,0.11484,166,1461,0.09849,0.13120
1992,Lower Secondary Level,East,Very important,0.23210,105,445,0.19283,0.27137
1992,Lower Secondary Level,East,Important,0.60370,280,445,0.55820,0.64920
1992,Lower Secondary Level,East,Less important,0.15022,60,445,0.11699,0.18346
1992,Upper Secondary Level,West,Very important,0.22449,893,3814,0.21125,0.23774
1992,Upper Secondary Level,West,Important,0.66305,2517,3814,0.64805,0.67805
1992,Upper Secondary Level,West,Less important,0.10318,373,3814,0.09352,0.11283
1992,Upper Secondary Level,West,Unimportant,0.00928,31,3814,0.00624,0.01233
1992,Upper Secondary Level,East,Very important,0.25962,564,2189,0.24125,0.27799
1992,Upper Secondary Level,East,Important,0.62275,1395,2189,0.60244,0.64306
1992,Upper Secondary Level,East,Less important,0.10604,230,2189,0.09314,0.11894
1992,Post-secondary Non-tertiary Level,West,Very important,0.31015,69,204,0.24652,0.37379
1992,Post-secondary Non-tertiary Level,West,Important,0.59998,135,204,0.53259,0.66738
1992,Post-secondary Non-tertiary Level,East,Important,0.76831,46,46,0.64504,0.89158
1992,First Stage of Tertiary Education,West,Very important,0.22163,126,512,0.18562,0.25764
1992,First Stage of Tertiary Education,West,Important,0.68104,338,512,0.64063,0.72145
1992,First Stage of Tertiary Education,West,Less important,0.08979,48,512,0.06501,0.11458
1992,First Stage of Tertiary Education,East,Very important,0.13619,34,210,0.08969,0.18269
1992,First Stage of Tertiary Education,East,Important,0.75881,176,210,0.70081,0.81681
1992,Second Stage of Tertiary Education,West,Very important,0.22237,158,692,0.19137,0.25338
1992,Second Stage of Tertiary Education,West,Important,0.64190,451,692,0.60615,0.67765
1992,Second Stage of Tertiary Education,West,Less important,0.13257,83,692,0.10728,0.15785
1992,Second Stage of Tertiary Education,East,Very important,0.23344,213,914,0.20600,0.26088
1992,Second Stage of Tertiary Education,East,Important,0.68277,636,914,0.65258,0.71296
1992,Second Stage of Tertiary Education,East,Less important,0.08254,65,914,0.06469,0.10039
1995,No answer / don't know,West,Very important,0.32491,35,96,0.23073,0.41909
1995,No answer / don't know,West,Important,0.52165,61,96,0.42120,0.62210
1995,Pre-primary Level,West,Very important,0.30749,48,129,0.22755,0.38743
1995,Pre-primary Level,West,Important,0.57121,81,129,0.48547,0.65694
1995,Pre-primary Level,East,Very important,0.36106,33,90,0.26127,0.46085
1995,Pre-primary Level,East,Important,0.59596,57,90,0.49401,0.69791
1995,Primary Level,West,Important,0.58398,51,51,0.44736,0.72061
1995,Lower Secondary Level,West,Very important,0.27081,426,1423,0.24771,0.29391
1995,Lower Secondary Level,West,Important,0.62737,878,1423,0.60224,0.65250
1995,Lower Secondary Level,West,Less important,0.08592,119,1423,0.07136,0.10049
1995,Lower Secondary Level,East,Very important,0.24326,97,369,0.19942,0.28709
1995,Lower Secondary Level,East,Important,0.61632,234,369,0.56664,0.66601
1995,Lower Secondary Level,East,Less important,0.11580,38,369,0.08311,0.14850
1995,Upper Secondary Level,West,Very important,0.24714,1079,4011,0.23379,0.26049
1995,Upper Secondary Level,West,Important,0.66651,2625,4011,0.65192,0.68111
1995,Upper Secondary Level,West,Less important,0.08199,307,4011,0.07350,0.09048
1995,Upper Secondary Level,East,Very important,0.26038,531,2017,0.24122,0.27953
1995,Upper Secondary Level,East,Important,0.64411,1317,2017,0.62321,0.66501
1995,Upper Secondary Level,East,Less important,0.08261,169,2017,0.07059,0.09463
1995,Post-secondary Non-tertiary Level,West,Very important,0.32516,102,314,0.27326,0.37706
1995,Post-secondary Non-tertiary Level,West,Important,0.62747,212,314,0.57390,0.68103
1995,Post-secondary Non-tertiary Level,East,Important,0.89267,56,56,0.81086,0.97447
1995,First Stage of Tertiary Education,West,Very important,0.20682,121,500,0.17128,0.24236
1995,First Stage of Tertiary Education,West,Important,0.69935,344,500,0.65912,0.73958
1995,First Stage of Tertiary Education,West,Less important,0.08026,35,500,0.05642,0.10410
1995,First Stage of Tertiary Education,East,Very important,0.18869,47,212,0.13589,0.24148
1995,First Stage of Tertiary Education,East,Important,0.71044,165,212,0.64924,0.77164
1995,Second Stage of Tertiary Education,West,Very important,0.24233,224,868,0.21381,0.27085
1995,Second Stage of Tertiary Education,West,Important,0.63588,569,868,0.60385,0.66791
1995,Second Stage of Tertiary Education,West,Less important,0.11294,75,868,0.09187,0.13401
1995,Second Stage of Tertiary Education,East,Very important,0.27311,228,830,0.24278,0.30345
1995,Second Stage of Tertiary Education,East,Important,0.65416,543,830,0.62178,0.68654
1995,Second Stage of Tertiary Education,East,Less important,0.07087,59,830,0.05340,0.08834
2004,No answer / don't know,West,Very important,0.30411,67,180,0.23671,0.37150
2004,No answer / don't know,West,Important,0.56231,113,180,0.48963,0.63499
2004,No answer / don't know,East,Important,0.62828,37,37,0.47041,0.78615
2004,Pre-primary Level,West,Very important,0.35453,182,468,0.31114,0.39792
2004,Pre-primary Level,West,Important,0.51885,239,468,0.47353,0.56417
2004,Pre-primary Level,West,Less important,0.11514,47,468,0.08619,0.14409
2004,Pre-primary Level,East,Very important,0.38283,67,156,0.30630,0.45935
2004,Pre-primary Level,East,Important,0.54190,89,156,0.46346,0.62034
2004,Primary Level,West,Very important,0.36421,85,227,0.30147,0.42695
2004,Primary Level,West,Important,0.48982,111,227,0.42465,0.55500
2004,Primary Level,West,Less important,0.13087,31,227,0.08690,0.17484
2004,Lower Secondary Level,West,Very important,0.26242,611,2173,0.24391,0.28092
2004,Lower Secondary Level,West,Important,0.62069,1348,2173,0.60029,0.64110
2004,Lower Secondary Level,West,Less important,0.10778,214,2173,0.09474,0.12082
2004,Lower Secondary Level,East,Very important,0.30573,116,364,0.25833,0.35312
2004,Lower Secondary Level,East,Important,0.56192,198,364,0.51088,0.61296
2004,Lower Secondary Level,East,Less important,0.12182,50,364,0.08818,0.15547
2004,Upper Secondary Level,West,Very important,0.25216,2138,8006,0.24265,0.26167
2004,Upper Secondary Level,West,Important,0.66209,5237,8006,0.65173,0.67245
2004,Upper Secondary Level,West,Less important,0.08075,597,8006,0.07478,0.08672
2004,Upper Secondary Level,West,Unimportant,0.00500,34,8006,0.00346,0.00655
2004,Upper Secondary Level,East,Very important,0.22604,587,2716,0.21031,0.24177
2004,Upper Secondary Level,East,Important,0.67621,1884,2716,0.65860,0.69381
2004,Upper Secondary Level,East,Less important,0.08981,245,2716,0.07906,0.10057
2004,Post-secondary Non-tertiary Level,West,Very important,0.30088,306,1003,0.27248,0.32927
2004,Post-secondary Non-tertiary Level,West,Important,0.62761,645,1003,0.59767,0.65754
2004,Post-secondary Non-tertiary Level,West,Less important,0.07152,52,1003,0.05556,0.08747
