year,age_gr,plh0105,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,17-29 y.,Very important,0.22769,448,1851,0.20858,0.24680
1990,17-29 y.,Important,0.65729,1213,1851,0.63566,0.67892
1990,17-29 y.,Less important,0.10854,190,1851,0.09436,0.12271
1990,30-45 y.,Very important,0.19976,426,2042,0.18241,0.21711
1990,30-45 y.,Important,0.69095,1415,2042,0.67090,0.71100
1990,30-45 y.,Less important,0.10339,201,2042,0.09018,0.11660
1990,46-65 y.,Very important,0.21102,455,2159,0.19381,0.22824
1990,46-65 y.,Important,0.68780,1508,2159,0.66825,0.70735
1990,46-65 y.,Less important,0.09567,196,2159,0.08326,0.10808
1990,66 and older,Very important,0.22882,239,993,0.20268,0.25496
1990,66 and older,Important,0.63362,645,993,0.60364,0.66361
1990,66 and older,Less important,0.11303,109,993,0.09332,0.13273
1992,17-29 y.,Very important,0.29315,789,2685,0.27593,0.31037
1992,17-29 y.,Important,0.61387,1652,2685,0.59545,0.63229
1992,17-29 y.,Less important,0.08833,244,2685,0.07760,0.09907
1992,30-45 y.,Very important,0.22743,840,3591,0.21372,0.24114
1992,30-45 y.,Important,0.66955,2413,3591,0.65416,0.68494
1992,30-45 y.,Less important,0.09939,338,3591,0.08961,0.10918
1992,46-65 y.,Very important,0.22274,724,3225,0.20838,0.23710
1992,46-65 y.,Important,0.65986,2154,3225,0.64351,0.67621
1992,46-65 y.,Less important,0.10859,347,3225,0.09785,0.11933
1992,66 and older,Very important,0.18782,288,1398,0.16733,0.20830
1992,66 and older,Important,0.64108,893,1398,0.61593,0.66624
1992,66 and older,Less important,0.13785,176,1398,0.11978,0.15593
1992,66 and older,Unimportant,0.03325,41,1398,0.02384,0.04265
1995,17-29 y.,Very important,0.32975,880,2600,0.31167,0.34782
1995,17-29 y.,Important,0.59182,1541,2600,0.57292,0.61071
1995,17-29 y.,Less important,0.07357,179,2600,0.06353,0.08361
1995,30-45 y.,Very important,0.24815,1023,3860,0.23452,0.26178
1995,30-45 y.,Important,0.67052,2556,3860,0.65569,0.68535
1995,30-45 y.,Less important,0.07349,281,3860,0.06525,0.08172
1995,46-65 y.,Very important,0.21622,727,3215,0.20199,0.23045
