year,bula_h,quintil_oecd,plh0105,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Schleswig-Holstein,1st Quintile,Important,0.70134,43,43,0.56293,0.83976
1990,Schleswig-Holstein,2nd Quintile,Important,0.71844,32,32,0.56011,0.87677
1990,Schleswig-Holstein,3rd Quintile,Important,0.73983,36,36,0.59448,0.88518
1990,Schleswig-Holstein,4th Quintile,Important,0.66041,39,39,0.50983,0.81098
1990,Schleswig-Holstein,5th Quintile,Important,0.69630,33,33,0.53697,0.85563
1990,Lower Saxony,1st Quintile,Very important,0.18007,32,133,0.11452,0.24563
1990,Lower Saxony,1st Quintile,Important,0.67793,101,133,0.59821,0.75764
1990,Lower Saxony,2nd Quintile,Important,0.73475,114,114,0.65335,0.81615
1990,Lower Saxony,3rd Quintile,Very important,0.24724,38,142,0.17603,0.31845
1990,Lower Saxony,3rd Quintile,Important,0.68532,104,142,0.60867,0.76197
1990,Lower Saxony,4th Quintile,Very important,0.22130,43,181,0.16065,0.28194
1990,Lower Saxony,4th Quintile,Important,0.68285,138,181,0.61486,0.75083
1990,Lower Saxony,5th Quintile,Very important,0.16777,34,157,0.10913,0.22640
1990,Lower Saxony,5th Quintile,Important,0.69894,123,157,0.62696,0.77093
1990,North Rhine-Westphalia,1st Quintile,Very important,0.24035,75,290,0.19108,0.28961
1990,North Rhine-Westphalia,1st Quintile,Important,0.66987,215,290,0.61565,0.72409
1990,North Rhine-Westphalia,2nd Quintile,Very important,0.18940,81,379,0.14990,0.22890
1990,North Rhine-Westphalia,2nd Quintile,Important,0.70550,262,379,0.65954,0.75145
1990,North Rhine-Westphalia,2nd Quintile,Less important,0.10329,36,379,0.07261,0.13398
1990,North Rhine-Westphalia,3rd Quintile,Very important,0.19995,78,382,0.15979,0.24011
1990,North Rhine-Westphalia,3rd Quintile,Important,0.70194,267,382,0.65601,0.74787
1990,North Rhine-Westphalia,3rd Quintile,Less important,0.09443,37,382,0.06507,0.12379
1990,North Rhine-Westphalia,4th Quintile,Very important,0.21567,83,377,0.17410,0.25724
1990,North Rhine-Westphalia,4th Quintile,Important,0.69476,260,377,0.64822,0.74131
1990,North Rhine-Westphalia,4th Quintile,Less important,0.08957,34,377,0.06070,0.11843
1990,North Rhine-Westphalia,5th Quintile,Very important,0.21328,103,454,0.17556,0.25101
1990,North Rhine-Westphalia,5th Quintile,Important,0.65620,296,454,0.61246,0.69994
1990,North Rhine-Westphalia,5th Quintile,Less important,0.12934,55,454,0.09843,0.16024
1990,Hesse,1st Quintile,Important,0.52954,53,53,0.39387,0.66520
1990,Hesse,2nd Quintile,Important,0.66794,65,65,0.55256,0.78333
1990,Hesse,3rd Quintile,Very important,0.26892,37,126,0.19119,0.34665
1990,Hesse,3rd Quintile,Important,0.63170,89,126,0.54714,0.71625
1990,Hesse,4th Quintile,Very important,0.20324,31,145,0.13751,0.26896
1990,Hesse,4th Quintile,Important,0.71273,114,145,0.63882,0.78664
1990,Hesse,5th Quintile,Very important,0.22802,43,163,0.16342,0.29263
1990,Hesse,5th Quintile,Important,0.66915,120,163,0.59669,0.74161
1990,"Rhineland-Palatinate, Saarland",1st Quintile,Important,0.63667,70,70,0.52318,0.75015
1990,"Rhineland-Palatinate, Saarland",2nd Quintile,Important,0.74116,88,88,0.64912,0.83320
1990,"Rhineland-Palatinate, Saarland",3rd Quintile,Important,0.69178,82,82,0.59122,0.79234
1990,"Rhineland-Palatinate, Saarland",4th Quintile,Important,0.66591,81,81,0.56255,0.76927
1990,"Rhineland-Palatinate, Saarland",5th Quintile,Important,0.62469,59,59,0.50007,0.74930
1990,Baden-Wuerttemberg,1st Quintile,Very important,0.27139,42,131,0.19495,0.34783
1990,Baden-Wuerttemberg,1st Quintile,Important,0.59515,89,131,0.51077,0.67953
1990,Baden-Wuerttemberg,2nd Quintile,Very important,0.32013,77,224,0.25890,0.38136
1990,Baden-Wuerttemberg,2nd Quintile,Important,0.59014,147,224,0.52559,0.65469
1990,Baden-Wuerttemberg,3rd Quintile,Very important,0.17221,45,226,0.12288,0.22155
1990,Baden-Wuerttemberg,3rd Quintile,Important,0.75305,181,226,0.69670,0.80940
1990,Baden-Wuerttemberg,4th Quintile,Very important,0.27259,68,214,0.21279,0.33239
1990,Baden-Wuerttemberg,4th Quintile,Important,0.59369,146,214,0.52773,0.65965
1990,Baden-Wuerttemberg,5th Quintile,Very important,0.27119,77,242,0.21506,0.32732
1990,Baden-Wuerttemberg,5th Quintile,Important,0.60442,165,242,0.54268,0.66615
1990,Bavaria,1st Quintile,Very important,0.21038,41,151,0.14515,0.27560
1990,Bavaria,1st Quintile,Important,0.62531,110,151,0.54785,0.70278
1990,Bavaria,2nd Quintile,Very important,0.23583,58,208,0.17800,0.29366
1990,Bavaria,2nd Quintile,Important,0.63296,150,208,0.56730,0.69862
1990,Bavaria,3rd Quintile,Very important,0.18556,36,183,0.12908,0.24204
1990,Bavaria,3rd Quintile,Important,0.68976,147,183,0.62255,0.75697
1990,Bavaria,4th Quintile,Very important,0.11806,39,311,0.08214,0.15398
1990,Bavaria,4th Quintile,Important,0.73704,230,311,0.68804,0.78605
1990,Bavaria,4th Quintile,Less important,0.14291,42,311,0.10395,0.18187
1990,Bavaria,5th Quintile,Very important,0.18435,57,333,0.14264,0.22607
1990,Bavaria,5th Quintile,Important,0.66865,231,333,0.61802,0.71928
1990,Bavaria,5th Quintile,Less important,0.13163,45,333,0.09526,0.16799
1990,Berlin,3rd Quintile,Important,0.72393,34,34,0.57141,0.87646
1990,Berlin,4th Quintile,Important,0.63025,39,39,0.47676,0.78374
1990,Berlin,5th Quintile,Important,0.62803,41,41,0.47825,0.77782
1992,Schleswig-Holstein,2nd Quintile,Important,0.77905,48,48,0.66043,0.89766
1992,Schleswig-Holstein,3rd Quintile,Important,0.65523,33,33,0.49055,0.81991
1992,Schleswig-Holstein,4th Quintile,Important,0.71299,31,31,0.55112,0.87487
1992,Schleswig-Holstein,5th Quintile,Important,0.58546,32,32,0.41203,0.75888
1992,Lower Saxony,1st Quintile,Important,0.67976,50,50,0.54912,0.81040
1992,Lower Saxony,2nd Quintile,Important,0.65067,72,72,0.53977,0.76157
1992,Lower Saxony,3rd Quintile,Very important,0.22679,40,159,0.16149,0.29209
1992,Lower Saxony,3rd Quintile,Important,0.67385,119,159,0.60075,0.74695
1992,Lower Saxony,4th Quintile,Very important,0.25173,70,225,0.19490,0.30857
1992,Lower Saxony,4th Quintile,Important,0.65600,155,225,0.59379,0.71821
1992,Lower Saxony,5th Quintile,Very important,0.20776,44,195,0.15067,0.26485
1992,Lower Saxony,5th Quintile,Important,0.68401,151,195,0.61858,0.74943
1992,North Rhine-Westphalia,1st Quintile,Very important,0.28747,54,165,0.21821,0.35674
1992,North Rhine-Westphalia,1st Quintile,Important,0.57928,111,165,0.50372,0.65483
1992,North Rhine-Westphalia,2nd Quintile,Very important,0.24414,90,299,0.19537,0.29292
1992,North Rhine-Westphalia,2nd Quintile,Important,0.63989,209,299,0.58539,0.69439
1992,North Rhine-Westphalia,3rd Quintile,Very important,0.20146,81,352,0.15950,0.24342
1992,North Rhine-Westphalia,3rd Quintile,Important,0.72909,271,352,0.68259,0.77558
1992,North Rhine-Westphalia,4th Quintile,Very important,0.28226,120,426,0.23947,0.32506
1992,North Rhine-Westphalia,4th Quintile,Important,0.62530,265,426,0.57928,0.67132
1992,North Rhine-Westphalia,4th Quintile,Less important,0.08996,41,426,0.06276,0.11717
1992,North Rhine-Westphalia,5th Quintile,Very important,0.22589,132,547,0.19081,0.26096
1992,North Rhine-Westphalia,5th Quintile,Important,0.66439,362,547,0.62478,0.70399
1992,North Rhine-Westphalia,5th Quintile,Less important,0.10254,53,547,0.07709,0.12798
1992,Hesse,1st Quintile,Important,0.60800,40,40,0.45478,0.76122
1992,Hesse,2nd Quintile,Important,0.57492,51,51,0.43789,0.71195
1992,Hesse,3rd Quintile,Important,0.69073,77,77,0.58682,0.79464
1992,Hesse,4th Quintile,Very important,0.25547,44,148,0.18497,0.32597
1992,Hesse,4th Quintile,Important,0.63548,104,148,0.55767,0.71328
1992,Hesse,5th Quintile,Very important,0.24695,59,204,0.18763,0.30627
1992,Hesse,5th Quintile,Important,0.61239,145,204,0.54537,0.67941
1992,"Rhineland-Palatinate, Saarland",1st Quintile,Important,0.52788,37,37,0.36480,0.69096
1992,"Rhineland-Palatinate, Saarland",2nd Quintile,Important,0.65964,50,50,0.52697,0.79231
1992,"Rhineland-Palatinate, Saarland",3rd Quintile,Important,0.70867,99,99,0.61871,0.79863
1992,"Rhineland-Palatinate, Saarland",4th Quintile,Very important,0.27367,38,122,0.19423,0.35311
1992,"Rhineland-Palatinate, Saarland",4th Quintile,Important,0.65671,84,122,0.57211,0.74131
1992,"Rhineland-Palatinate, Saarland",5th Quintile,Very important,0.30296,40,117,0.21933,0.38659
1992,"Rhineland-Palatinate, Saarland",5th Quintile,Important,0.60834,77,117,0.51951,0.69717
1992,Baden-Wuerttemberg,1st Quintile,Important,0.67217,56,56,0.54811,0.79623
1992,Baden-Wuerttemberg,2nd Quintile,Very important,0.20624,41,144,0.13992,0.27255
1992,Baden-Wuerttemberg,2nd Quintile,Important,0.64591,103,144,0.56753,0.72430
1992,Baden-Wuerttemberg,3rd Quintile,Very important,0.25414,54,182,0.19071,0.31757
1992,Baden-Wuerttemberg,3rd Quintile,Important,0.60939,128,182,0.53831,0.68046
1992,Baden-Wuerttemberg,4th Quintile,Very important,0.22768,64,247,0.17527,0.28008
1992,Baden-Wuerttemberg,4th Quintile,Important,0.65988,183,247,0.60067,0.71908
1992,Baden-Wuerttemberg,5th Quintile,Very important,0.20219,78,369,0.16116,0.24323
1992,Baden-Wuerttemberg,5th Quintile,Important,0.65063,236,369,0.60192,0.69934
1992,Baden-Wuerttemberg,5th Quintile,Less important,0.14333,55,369,0.10753,0.17914
1992,Bavaria,1st Quintile,Important,0.63556,77,77,0.52735,0.74376
1992,Bavaria,2nd Quintile,Very important,0.17584,35,148,0.11430,0.23738
1992,Bavaria,2nd Quintile,Important,0.66872,113,148,0.59263,0.74481
1992,Bavaria,3rd Quintile,Very important,0.22350,56,245,0.17123,0.27577
1992,Bavaria,3rd Quintile,Important,0.60914,152,245,0.54791,0.67037
1992,Bavaria,3rd Quintile,Less important,0.15330,37,245,0.10810,0.19851
1992,Bavaria,4th Quintile,Very important,0.21357,84,382,0.17242,0.25473
1992,Bavaria,4th Quintile,Important,0.64633,253,382,0.59833,0.69434
1992,Bavaria,4th Quintile,Less important,0.13229,45,382,0.09827,0.16631
1992,Bavaria,5th Quintile,Very important,0.13985,58,385,0.10516,0.17454
1992,Bavaria,5th Quintile,Important,0.72464,280,385,0.67996,0.76932
1992,Bavaria,5th Quintile,Less important,0.12803,47,385,0.09461,0.16145
1992,Berlin,1st Quintile,Very important,0.35960,34,87,0.25817,0.46102
1992,Berlin,1st Quintile,Important,0.56155,53,87,0.45668,0.66643
1992,Berlin,2nd Quintile,Important,0.61760,55,55,0.48798,0.74722
1992,Berlin,3rd Quintile,Important,0.63301,79,79,0.52605,0.73998
1992,Berlin,4th Quintile,Important,0.67009,72,72,0.56073,0.77946
1992,Berlin,5th Quintile,Important,0.58430,64,64,0.46260,0.70600
1992,Brandenburg,1st Quintile,Very important,0.22636,57,278,0.17708,0.27564
1992,Brandenburg,1st Quintile,Important,0.64370,188,278,0.58730,0.70010
1992,Brandenburg,1st Quintile,Less important,0.12567,33,278,0.08663,0.16471
1992,Brandenburg,2nd Quintile,Very important,0.23761,51,161,0.17166,0.30356
1992,Brandenburg,2nd Quintile,Important,0.61493,110,161,0.53953,0.69033
1992,Brandenburg,3rd Quintile,Important,0.80026,82,82,0.71319,0.88733
1992,Brandenburg,4th Quintile,Important,0.60502,36,36,0.44307,0.76698
1992,Mecklenburg-Western Pomerania,1st Quintile,Very important,0.29743,44,148,0.22353,0.37133
1992,Mecklenburg-Western Pomerania,1st Quintile,Important,0.60731,104,148,0.52836,0.68625
1992,Mecklenburg-Western Pomerania,2nd Quintile,Very important,0.29698,33,96,0.20510,0.38887
1992,Mecklenburg-Western Pomerania,2nd Quintile,Important,0.58463,63,96,0.48554,0.68373
1992,Mecklenburg-Western Pomerania,3rd Quintile,Important,0.63687,62,62,0.51619,0.75755
1992,Mecklenburg-Western Pomerania,4th Quintile,Important,0.69689,33,33,0.53764,0.85613
1992,Saxony,1st Quintile,Very important,0.22442,122,502,0.18789,0.26095
1992,Saxony,1st Quintile,Important,0.64082,329,502,0.59881,0.68283
1992,Saxony,1st Quintile,Less important,0.11624,51,502,0.08818,0.14431
1992,Saxony,2nd Quintile,Very important,0.23727,79,313,0.19006,0.28447
1992,Saxony,2nd Quintile,Important,0.68814,234,313,0.63674,0.73955
1992,Saxony,3rd Quintile,Very important,0.25783,50,170,0.19188,0.32378
1992,Saxony,3rd Quintile,Important,0.64808,120,170,0.57607,0.72008
1992,Saxony,4th Quintile,Important,0.79535,58,58,0.69061,0.90008
1992,Saxony,5th Quintile,Important,0.79524,36,36,0.66155,0.92893
1992,Saxony-Anhalt,1st Quintile,Very important,0.24940,67,237,0.19420,0.30460
1992,Saxony-Anhalt,1st Quintile,Important,0.61340,170,237,0.55127,0.67553
1992,Saxony-Anhalt,2nd Quintile,Very important,0.28030,77,282,0.22778,0.33282
1992,Saxony-Anhalt,2nd Quintile,Important,0.60267,169,282,0.54545,0.65988
1992,Saxony-Anhalt,2nd Quintile,Less important,0.11703,36,282,0.07945,0.15462
1992,Saxony-Anhalt,3rd Quintile,Very important,0.23166,33,123,0.15679,0.30652
1992,Saxony-Anhalt,3rd Quintile,Important,0.62216,90,123,0.53613,0.70820
1992,Saxony-Anhalt,4th Quintile,Important,0.67730,34,34,0.51779,0.83681
1992,Thuringa,1st Quintile,Very important,0.29949,95,265,0.24424,0.35475
1992,Thuringa,1st Quintile,Important,0.58271,170,265,0.52323,0.64219
1992,Thuringa,2nd Quintile,Very important,0.26717,63,208,0.20690,0.32745
1992,Thuringa,2nd Quintile,Important,0.61770,145,208,0.55150,0.68390
1992,Thuringa,3rd Quintile,Important,0.73874,81,81,0.64247,0.83501
1995,Schleswig-Holstein,3rd Quintile,Important,0.79865,41,41,0.67437,0.92292
1995,Schleswig-Holstein,4th Quintile,Important,0.58731,32,32,0.41400,0.76062
1995,Schleswig-Holstein,5th Quintile,Important,0.66454,42,42,0.52002,0.80907
1995,Lower Saxony,1st Quintile,Very important,0.31366,49,138,0.23597,0.39136
1995,Lower Saxony,1st Quintile,Important,0.60222,89,138,0.52026,0.68418
1995,Lower Saxony,2nd Quintile,Very important,0.26863,45,151,0.19770,0.33957
1995,Lower Saxony,2nd Quintile,Important,0.69050,106,151,0.61652,0.76449
1995,Lower Saxony,3rd Quintile,Very important,0.23909,54,176,0.17589,0.30228
1995,Lower Saxony,3rd Quintile,Important,0.66485,122,176,0.59491,0.73479
1995,Lower Saxony,4th Quintile,Very important,0.26341,52,174,0.19777,0.32904
1995,Lower Saxony,4th Quintile,Important,0.68065,122,174,0.61118,0.75013
1995,Lower Saxony,5th Quintile,Very important,0.23721,55,202,0.17841,0.29602
1995,Lower Saxony,5th Quintile,Important,0.64608,147,202,0.57997,0.71219
1995,North Rhine-Westphalia,1st Quintile,Very important,0.29099,105,299,0.23942,0.34256
1995,North Rhine-Westphalia,1st Quintile,Important,0.64596,194,299,0.59167,0.70026
1995,North Rhine-Westphalia,2nd Quintile,Very important,0.27034,115,341,0.22313,0.31755
1995,North Rhine-Westphalia,2nd Quintile,Important,0.66867,226,341,0.61864,0.71870
1995,North Rhine-Westphalia,3rd Quintile,Very important,0.29854,120,384,0.25271,0.34437
1995,North Rhine-Westphalia,3rd Quintile,Important,0.64416,264,384,0.59621,0.69211
1995,North Rhine-Westphalia,4th Quintile,Very important,0.24223,106,393,0.19981,0.28464
1995,North Rhine-Westphalia,4th Quintile,Important,0.67356,287,393,0.62714,0.71998
1995,North Rhine-Westphalia,5th Quintile,Very important,0.24218,143,514,0.20511,0.27925
1995,North Rhine-Westphalia,5th Quintile,Important,0.67959,331,514,0.63921,0.71997
1995,North Rhine-Westphalia,5th Quintile,Less important,0.07480,40,514,0.05203,0.09756
1995,Hesse,1st Quintile,Very important,0.38848,35,87,0.28547,0.49150
1995,Hesse,1st Quintile,Important,0.54548,52,87,0.44024,0.65072
1995,Hesse,2nd Quintile,Very important,0.33299,34,104,0.24197,0.42401
1995,Hesse,2nd Quintile,Important,0.62696,70,104,0.53357,0.72036
1995,Hesse,3rd Quintile,Very important,0.29510,35,102,0.20615,0.38405
1995,Hesse,3rd Quintile,Important,0.58719,67,102,0.49117,0.68321
1995,Hesse,4th Quintile,Very important,0.30755,58,151,0.23370,0.38141
1995,Hesse,4th Quintile,Important,0.59170,93,151,0.51304,0.67036
1995,Hesse,5th Quintile,Very important,0.22781,49,186,0.16737,0.28825
1995,Hesse,5th Quintile,Important,0.66487,137,186,0.59685,0.73289
1995,"Rhineland-Palatinate, Saarland",1st Quintile,Very important,0.30838,45,124,0.22676,0.39000
1995,"Rhineland-Palatinate, Saarland",1st Quintile,Important,0.61378,79,124,0.52774,0.69983
