year,age_gr,pgisced97,plh0105,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,17-29 y.,Pre-primary Level,Important,0.57671,65,65,0.45566,0.69776
1990,17-29 y.,Lower Secondary Level,Very important,0.26175,106,420,0.21966,0.30384
1990,17-29 y.,Lower Secondary Level,Important,0.62157,273,420,0.57513,0.66801
1990,17-29 y.,Lower Secondary Level,Less important,0.10615,41,420,0.07666,0.13565
1990,17-29 y.,Upper Secondary Level,Very important,0.20750,235,992,0.18225,0.23274
1990,17-29 y.,Upper Secondary Level,Important,0.68794,660,992,0.65910,0.71679
1990,17-29 y.,Upper Secondary Level,Less important,0.09879,97,992,0.08021,0.11737
1990,17-29 y.,Post-secondary Non-tertiary Level,Important,0.66077,66,66,0.54567,0.77587
1990,17-29 y.,First Stage of Tertiary Education,Important,0.63895,52,52,0.50712,0.77077
1990,17-29 y.,Second Stage of Tertiary Education,Important,0.62625,41,41,0.47632,0.77618
1990,30-45 y.,Lower Secondary Level,Very important,0.21179,53,213,0.15679,0.26679
1990,30-45 y.,Lower Secondary Level,Important,0.66872,160,213,0.60536,0.73208
1990,30-45 y.,Upper Secondary Level,Very important,0.20431,255,1193,0.18142,0.22720
1990,30-45 y.,Upper Secondary Level,Important,0.68992,824,1193,0.66366,0.71618
1990,30-45 y.,Upper Secondary Level,Less important,0.10137,114,1193,0.08424,0.11851
1990,30-45 y.,Post-secondary Non-tertiary Level,Important,0.69103,45,45,0.55450,0.82756
1990,30-45 y.,First Stage of Tertiary Education,Very important,0.20119,38,177,0.14196,0.26042
1990,30-45 y.,First Stage of Tertiary Education,Important,0.67924,139,177,0.61028,0.74820
1990,30-45 y.,Second Stage of Tertiary Education,Very important,0.15221,51,311,0.11223,0.19220
1990,30-45 y.,Second Stage of Tertiary Education,Important,0.72081,221,311,0.67087,0.77074
1990,30-45 y.,Second Stage of Tertiary Education,Less important,0.11229,39,311,0.07715,0.14744
1990,46-65 y.,Lower Secondary Level,Very important,0.22087,131,576,0.18696,0.25477
1990,46-65 y.,Lower Secondary Level,Important,0.69579,403,576,0.65818,0.73340
1990,46-65 y.,Lower Secondary Level,Less important,0.07588,42,576,0.05423,0.09752
1990,46-65 y.,Upper Secondary Level,Very important,0.20781,244,1185,0.18470,0.23092
1990,46-65 y.,Upper Secondary Level,Important,0.69280,837,1185,0.66652,0.71907
1990,46-65 y.,Upper Secondary Level,Less important,0.09366,104,1185,0.07706,0.11025
1990,46-65 y.,First Stage of Tertiary Education,Important,0.67686,105,105,0.58698,0.76675
1990,46-65 y.,Second Stage of Tertiary Education,Very important,0.18489,38,211,0.13239,0.23740
1990,46-65 y.,Second Stage of Tertiary Education,Important,0.65875,142,211,0.59463,0.72288
1990,46-65 y.,Second Stage of Tertiary Education,Less important,0.15635,31,211,0.10723,0.20548
1990,66 and older,Lower Secondary Level,Very important,0.25533,96,363,0.21041,0.30025
1990,66 and older,Lower Secondary Level,Important,0.60982,230,363,0.55957,0.66007
1990,66 and older,Lower Secondary Level,Less important,0.10421,37,363,0.07274,0.13569
1990,66 and older,Upper Secondary Level,Very important,0.21305,106,474,0.17614,0.24995
1990,66 and older,Upper Secondary Level,Important,0.64239,312,474,0.59919,0.68558
1990,66 and older,Upper Secondary Level,Less important,0.12697,56,474,0.09697,0.15698
1990,66 and older,First Stage of Tertiary Education,Important,0.64880,44,44,0.50612,0.79147
1990,66 and older,Second Stage of Tertiary Education,Important,0.73196,43,43,0.59800,0.86592
1992,17-29 y.,No answer / don't know,Important,0.51574,35,35,0.34775,0.68372
1992,17-29 y.,Pre-primary Level,Very important,0.26840,45,127,0.19103,0.34578
1992,17-29 y.,Pre-primary Level,Important,0.62029,82,127,0.53555,0.70503
1992,17-29 y.,Lower Secondary Level,Very important,0.30516,162,564,0.26712,0.34319
1992,17-29 y.,Lower Secondary Level,Important,0.58449,341,564,0.54378,0.62519
1992,17-29 y.,Lower Secondary Level,Less important,0.10312,61,564,0.07800,0.12824
1992,17-29 y.,Upper Secondary Level,Very important,0.28078,418,1472,0.25782,0.30375
1992,17-29 y.,Upper Secondary Level,Important,0.63984,933,1472,0.61531,0.66437
1992,17-29 y.,Upper Secondary Level,Less important,0.07426,121,1472,0.06086,0.08766
1992,17-29 y.,Post-secondary Non-tertiary Level,Very important,0.30476,43,125,0.22374,0.38579
1992,17-29 y.,Post-secondary Non-tertiary Level,Important,0.57533,82,125,0.48833,0.66234
1992,17-29 y.,First Stage of Tertiary Education,Very important,0.27447,31,93,0.18328,0.36566
1992,17-29 y.,First Stage of Tertiary Education,Important,0.68773,62,93,0.59303,0.78242
1992,17-29 y.,Second Stage of Tertiary Education,Very important,0.37319,55,146,0.29447,0.45192
1992,17-29 y.,Second Stage of Tertiary Education,Important,0.52043,91,146,0.43912,0.60175
1992,30-45 y.,Lower Secondary Level,Very important,0.23645,65,268,0.18549,0.28742
1992,30-45 y.,Lower Secondary Level,Important,0.62314,167,268,0.56502,0.68127
1992,30-45 y.,Lower Secondary Level,Less important,0.13668,36,268,0.09547,0.17788
1992,30-45 y.,Upper Secondary Level,Very important,0.22888,476,2048,0.21068,0.24708
1992,30-45 y.,Upper Secondary Level,Important,0.66664,1368,2048,0.64622,0.68707
1992,30-45 y.,Upper Secondary Level,Less important,0.10177,204,2048,0.08868,0.11487
1992,30-45 y.,Post-secondary Non-tertiary Level,Very important,0.37346,35,102,0.27912,0.46779
1992,30-45 y.,Post-secondary Non-tertiary Level,Important,0.59999,67,102,0.50444,0.69553
1992,30-45 y.,First Stage of Tertiary Education,Very important,0.20470,66,273,0.15675,0.25265
1992,30-45 y.,First Stage of Tertiary Education,Important,0.70857,207,273,0.65457,0.76258
1992,30-45 y.,Second Stage of Tertiary Education,Very important,0.20918,183,812,0.18119,0.23717
1992,30-45 y.,Second Stage of Tertiary Education,Important,0.69493,569,812,0.66324,0.72662
1992,30-45 y.,Second Stage of Tertiary Education,Less important,0.09589,60,812,0.07563,0.11616
1992,46-65 y.,Lower Secondary Level,Very important,0.22328,139,627,0.19066,0.25590
1992,46-65 y.,Lower Secondary Level,Important,0.66790,428,627,0.63101,0.70480
1992,46-65 y.,Lower Secondary Level,Less important,0.09152,60,627,0.06893,0.11411
1992,46-65 y.,Upper Secondary Level,Very important,0.23128,419,1769,0.21163,0.25094
1992,46-65 y.,Upper Secondary Level,Important,0.65096,1154,1769,0.62874,0.67318
1992,46-65 y.,Upper Secondary Level,Less important,0.11045,196,1769,0.09584,0.12506
1992,46-65 y.,First Stage of Tertiary Education,Very important,0.21821,48,227,0.16436,0.27206
1992,46-65 y.,First Stage of Tertiary Education,Important,0.66894,179,227,0.60759,0.73030
1992,46-65 y.,Second Stage of Tertiary Education,Very important,0.19621,107,530,0.16236,0.23005
1992,46-65 y.,Second Stage of Tertiary Education,Important,0.66972,360,530,0.62964,0.70980
1992,46-65 y.,Second Stage of Tertiary Education,Less important,0.13030,63,530,0.10161,0.15899
1992,66 and older,Lower Secondary Level,Very important,0.19430,98,447,0.15758,0.23102
1992,66 and older,Lower Secondary Level,Important,0.60988,280,447,0.56461,0.65515
1992,66 and older,Lower Secondary Level,Less important,0.15497,69,447,0.12139,0.18856
1992,66 and older,Upper Secondary Level,Very important,0.17991,144,683,0.15108,0.20874
1992,66 and older,Upper Secondary Level,Important,0.65612,457,683,0.62047,0.69177
1992,66 and older,Upper Secondary Level,Less important,0.13178,82,683,0.10640,0.15717
1992,66 and older,First Stage of Tertiary Education,Important,0.72992,66,66,0.62198,0.83786
1992,66 and older,Second Stage of Tertiary Education,Important,0.56365,67,67,0.44400,0.68330
1995,17-29 y.,No answer / don't know,Important,0.59504,41,41,0.44291,0.74717
1995,17-29 y.,Pre-primary Level,Very important,0.32024,81,219,0.25830,0.38218
1995,17-29 y.,Pre-primary Level,Important,0.57982,138,219,0.51430,0.64534
1995,17-29 y.,Lower Secondary Level,Very important,0.35310,184,514,0.31174,0.39446
1995,17-29 y.,Lower Secondary Level,Important,0.54373,281,514,0.50063,0.58683
1995,17-29 y.,Lower Secondary Level,Less important,0.09765,49,514,0.07196,0.12333
1995,17-29 y.,Upper Secondary Level,Very important,0.32381,447,1345,0.29879,0.34882
1995,17-29 y.,Upper Secondary Level,Important,0.60536,812,1345,0.57923,0.63149
1995,17-29 y.,Upper Secondary Level,Less important,0.06779,86,1345,0.05435,0.08124
1995,17-29 y.,Post-secondary Non-tertiary Level,Very important,0.32279,41,145,0.24642,0.39915
1995,17-29 y.,Post-secondary Non-tertiary Level,Important,0.65058,104,145,0.57270,0.72845
1995,17-29 y.,First Stage of Tertiary Education,Very important,0.30285,35,94,0.20946,0.39624
1995,17-29 y.,First Stage of Tertiary Education,Important,0.65552,59,94,0.55894,0.75210
