year,bula_h,migback,plh0105,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Schleswig-Holstein,No migration background,Very important,0.19076,45,222,0.13895,0.24256
1990,Schleswig-Holstein,No migration background,Important,0.69519,177,222,0.63450,0.75588
1990,Hamburg,No migration background,Important,0.73978,87,87,0.64704,0.83251
1990,Lower Saxony,No migration background,Very important,0.20058,167,794,0.17271,0.22845
1990,Lower Saxony,No migration background,Important,0.69477,554,794,0.66272,0.72682
1990,Lower Saxony,No migration background,Less important,0.09719,73,794,0.07657,0.11781
1990,Bremen,No migration background,Important,0.66575,56,56,0.54108,0.79042
1990,North Rhine-Westphalia,No migration background,Very important,0.21449,396,1791,0.19547,0.23350
1990,North Rhine-Westphalia,No migration background,Important,0.68128,1217,1791,0.65969,0.70287
1990,North Rhine-Westphalia,No migration background,Less important,0.10046,178,1791,0.08653,0.11438
1990,North Rhine-Westphalia,Direct migration background,Important,0.72947,75,75,0.62825,0.83069
1990,Hesse,No migration background,Very important,0.23404,141,602,0.20019,0.26790
1990,Hesse,No migration background,Important,0.67006,409,602,0.63247,0.70765
1990,Hesse,No migration background,Less important,0.08794,52,602,0.06529,0.11058
1990,Hesse,Direct migration background,Important,0.47853,31,31,0.29977,0.65729
1990,"Rhineland-Palatinate, Saarland",No migration background,Very important,0.20106,112,532,0.16697,0.23515
1990,"Rhineland-Palatinate, Saarland",No migration background,Important,0.67177,366,532,0.63183,0.71171
1990,"Rhineland-Palatinate, Saarland",No migration background,Less important,0.11306,54,532,0.08613,0.13999
1990,Baden-Wuerttemberg,No migration background,Very important,0.26236,274,1015,0.23528,0.28944
1990,Baden-Wuerttemberg,No migration background,Important,0.62373,647,1015,0.59391,0.65355
1990,Baden-Wuerttemberg,No migration background,Less important,0.10249,94,1015,0.08382,0.12116
1990,Baden-Wuerttemberg,Direct migration background,Very important,0.26053,34,109,0.17775,0.34331
1990,Baden-Wuerttemberg,Direct migration background,Important,0.67591,75,109,0.58763,0.76418
1990,Bavaria,No migration background,Very important,0.17833,208,1166,0.15635,0.20031
1990,Bavaria,No migration background,Important,0.67854,811,1166,0.65172,0.70536
1990,Bavaria,No migration background,Less important,0.12814,147,1166,0.10895,0.14733
1990,Bavaria,Direct migration background,Important,0.63804,51,51,0.50484,0.77125
1990,Berlin,No migration background,Very important,0.23099,51,191,0.17106,0.29092
1990,Berlin,No migration background,Important,0.65342,140,191,0.58575,0.72108
1992,Schleswig-Holstein,No migration background,Very important,0.22027,53,210,0.16408,0.27646
1992,Schleswig-Holstein,No migration background,Important,0.68102,157,210,0.61783,0.74421
1992,Hamburg,No migration background,Very important,0.33669,36,101,0.24406,0.42931
1992,Hamburg,No migration background,Important,0.59246,65,101,0.49615,0.68877
1992,Lower Saxony,No migration background,Very important,0.22778,196,786,0.19844,0.25712
1992,Lower Saxony,No migration background,Important,0.66759,517,786,0.63463,0.70054
1992,Lower Saxony,No migration background,Less important,0.09338,73,786,0.07303,0.11374
1992,Bremen,No migration background,Important,0.68544,54,54,0.56042,0.81045
1992,North Rhine-Westphalia,No migration background,Very important,0.24617,451,1758,0.22603,0.26632
1992,North Rhine-Westphalia,No migration background,Important,0.65399,1143,1758,0.63175,0.67623
1992,North Rhine-Westphalia,No migration background,Less important,0.09218,164,1758,0.07866,0.10571
1992,North Rhine-Westphalia,Direct migration background,Important,0.67703,64,64,0.56155,0.79250
1992,Hesse,No migration background,Very important,0.23102,141,576,0.19657,0.26547
1992,Hesse,No migration background,Important,0.63287,377,576,0.59347,0.67227
1992,Hesse,No migration background,Less important,0.12089,58,576,0.09424,0.14753
1992,Hesse,Direct migration background,Important,0.57498,37,37,0.41349,0.73646
1992,"Rhineland-Palatinate, Saarland",No migration background,Very important,0.25572,139,518,0.21812,0.29333
1992,"Rhineland-Palatinate, Saarland",No migration background,Important,0.63946,338,518,0.59807,0.68085
1992,"Rhineland-Palatinate, Saarland",No migration background,Less important,0.09061,41,518,0.06586,0.11535
1992,Baden-Wuerttemberg,No migration background,Very important,0.21304,222,972,0.18728,0.23879
1992,Baden-Wuerttemberg,No migration background,Important,0.64650,629,972,0.61643,0.67657
1992,Baden-Wuerttemberg,No migration background,Less important,0.12829,121,972,0.10725,0.14932
1992,Baden-Wuerttemberg,Direct migration background,Important,0.66837,68,68,0.55564,0.78111
1992,Bavaria,No migration background,Very important,0.17562,232,1203,0.15411,0.19713
1992,Bavaria,No migration background,Important,0.66998,818,1203,0.64339,0.69656
1992,Bavaria,No migration background,Less important,0.14139,153,1203,0.12169,0.16109
1992,Bavaria,Direct migration background,Important,0.56138,49,49,0.42100,0.70176
1992,Berlin,No migration background,Very important,0.28783,125,464,0.24659,0.32907
1992,Berlin,No migration background,Important,0.61230,301,464,0.56791,0.65668
1992,Berlin,No migration background,Less important,0.08411,38,464,0.05883,0.10939
1992,Brandenburg,No migration background,Very important,0.20608,134,632,0.17452,0.23764
1992,Brandenburg,No migration background,Important,0.65933,420,632,0.62235,0.69631
1992,Brandenburg,No migration background,Less important,0.12810,78,632,0.10202,0.15417
1992,Mecklenburg-Western Pomerania,No migration background,Very important,0.26280,100,399,0.21955,0.30604
1992,Mecklenburg-Western Pomerania,No migration background,Important,0.62955,264,399,0.58210,0.67699
1992,Mecklenburg-Western Pomerania,No migration background,Less important,0.10321,35,399,0.07332,0.13310
1992,Saxony,No migration background,Very important,0.22771,264,1102,0.20294,0.25248
1992,Saxony,No migration background,Important,0.66764,747,1102,0.63981,0.69546
1992,Saxony,No migration background,Less important,0.09262,91,1102,0.07550,0.10975
1992,Saxony-Anhalt,No migration background,Very important,0.24545,180,728,0.21416,0.27673
1992,Saxony-Anhalt,No migration background,Important,0.62078,457,728,0.58551,0.65605
1992,Saxony-Anhalt,No migration background,Less important,0.12227,91,728,0.09845,0.14608
1992,Thuringa,No migration background,Very important,0.26643,176,653,0.23250,0.30037
1992,Thuringa,No migration background,Important,0.62821,418,653,0.59111,0.66531
1992,Thuringa,No migration background,Less important,0.09972,59,653,0.07672,0.12271
1995,Schleswig-Holstein,No migration background,Very important,0.23949,66,225,0.18360,0.29538
1995,Schleswig-Holstein,No migration background,Important,0.66908,159,225,0.60746,0.73071
1995,Hamburg,No migration background,Important,0.75633,70,70,0.65503,0.85762
1995,Lower Saxony,No migration background,Very important,0.24964,210,786,0.21937,0.27992
1995,Lower Saxony,No migration background,Important,0.67386,518,786,0.64106,0.70665
1995,Lower Saxony,No migration background,Less important,0.07376,58,786,0.05548,0.09205
1995,Lower Saxony,Direct migration background,Very important,0.35227,43,109,0.26218,0.44236
1995,Lower Saxony,Direct migration background,Important,0.52515,66,109,0.43097,0.61933
1995,Bremen,No migration background,Important,0.58443,40,40,0.42976,0.73910
1995,North Rhine-Westphalia,No migration background,Very important,0.25105,475,1730,0.23061,0.27149
1995,North Rhine-Westphalia,No migration background,Important,0.67279,1132,1730,0.65067,0.69490
1995,North Rhine-Westphalia,No migration background,Less important,0.07254,123,1730,0.06032,0.08477
1995,North Rhine-Westphalia,Direct migration background,Very important,0.36625,101,251,0.30653,0.42597
1995,North Rhine-Westphalia,Direct migration background,Important,0.60518,150,251,0.54459,0.66577
1995,Hesse,No migration background,Very important,0.29122,173,563,0.25366,0.32879
1995,Hesse,No migration background,Important,0.61321,346,563,0.57295,0.65348
1995,Hesse,No migration background,Less important,0.09306,44,563,0.06904,0.11708
1995,Hesse,Direct migration background,Very important,0.33001,36,102,0.23831,0.42172
1995,Hesse,Direct migration background,Important,0.60071,66,102,0.50520,0.69623
1995,"Rhineland-Palatinate, Saarland",No migration background,Very important,0.27226,147,487,0.23268,0.31183
1995,"Rhineland-Palatinate, Saarland",No migration background,Important,0.66237,340,487,0.62032,0.70441
1995,"Rhineland-Palatinate, Saarland",Direct migration background,Important,0.62270,68,68,0.50664,0.73877
1995,Baden-Wuerttemberg,No migration background,Very important,0.24490,253,969,0.21781,0.27199
1995,Baden-Wuerttemberg,No migration background,Important,0.64068,622,969,0.61046,0.67091
1995,Baden-Wuerttemberg,No migration background,Less important,0.10086,94,969,0.08189,0.11983
1995,Baden-Wuerttemberg,Direct migration background,Very important,0.27166,53,150,0.20024,0.34308
1995,Baden-Wuerttemberg,Direct migration background,Important,0.52517,97,150,0.44498,0.60535
1995,Bavaria,No migration background,Very important,0.19294,263,1199,0.17059,0.21528
1995,Bavaria,No migration background,Important,0.67154,799,1199,0.64495,0.69814
1995,Bavaria,No migration background,Less important,0.12813,137,1199,0.10920,0.14706
1995,Bavaria,Direct migration background,Very important,0.31449,53,147,0.23918,0.38981
1995,Bavaria,Direct migration background,Important,0.61054,94,147,0.53144,0.68964
1995,Berlin,No migration background,Very important,0.21102,105,420,0.17195,0.25009
1995,Berlin,No migration background,Important,0.71855,315,420,0.67548,0.76161
1995,Berlin,Direct migration background,Important,0.63834,32,32,0.46919,0.80748
1995,Brandenburg,No migration background,Very important,0.24239,138,562,0.20693,0.27785
1995,Brandenburg,No migration background,Important,0.67569,377,562,0.63696,0.71443
1995,Brandenburg,No migration background,Less important,0.07576,47,562,0.05386,0.09765
1995,Mecklenburg-Western Pomerania,No migration background,Very important,0.24674,103,396,0.20423,0.28926
1995,Mecklenburg-Western Pomerania,No migration background,Important,0.64623,261,396,0.59907,0.69338
1995,Mecklenburg-Western Pomerania,No migration background,Less important,0.10323,32,396,0.07322,0.13323
1995,Saxony,No migration background,Very important,0.23363,244,1034,0.20782,0.25943
1995,Saxony,No migration background,Important,0.64181,685,1034,0.61257,0.67105
1995,Saxony,No migration background,Less important,0.11189,105,1034,0.09266,0.13111
1995,Saxony-Anhalt,No migration background,Very important,0.30208,199,643,0.26656,0.33760
1995,Saxony-Anhalt,No migration background,Important,0.64331,410,643,0.60626,0.68037
1995,Saxony-Anhalt,No migration background,Less important,0.05221,34,643,0.03501,0.06942
1995,Thuringa,No migration background,Very important,0.29281,173,617,0.25687,0.32874
1995,Thuringa,No migration background,Important,0.62612,393,617,0.58791,0.66433
1995,Thuringa,No migration background,Less important,0.07361,51,617,0.05299,0.09423
2004,Schleswig-Holstein,No migration background,Very important,0.25471,175,558,0.21852,0.29089
2004,Schleswig-Holstein,No migration background,Important,0.67736,383,558,0.63854,0.71619
2004,Schleswig-Holstein,Direct migration background,Important,0.56855,36,36,0.40446,0.73264
2004,Hamburg,No migration background,Very important,0.19777,58,243,0.14759,0.24796
2004,Hamburg,No migration background,Important,0.72518,185,243,0.66893,0.78143
2004,Lower Saxony,No migration background,Very important,0.27584,462,1617,0.25405,0.29763
2004,Lower Saxony,No migration background,Important,0.64231,1047,1617,0.61894,0.66568
2004,Lower Saxony,No migration background,Less important,0.07222,108,1617,0.05960,0.08484
2004,Lower Saxony,Direct migration background,Very important,0.38631,77,193,0.31744,0.45519
2004,Lower Saxony,Direct migration background,Important,0.56233,116,193,0.49215,0.63250
2004,Bremen,No migration background,Very important,0.22162,34,128,0.14938,0.29385
2004,Bremen,No migration background,Important,0.67619,94,128,0.59481,0.75757
2004,North Rhine-Westphalia,No migration background,Very important,0.25361,965,3604,0.23940,0.26782
2004,North Rhine-Westphalia,No migration background,Important,0.66243,2378,3604,0.64699,0.67787
2004,North Rhine-Westphalia,No migration background,Less important,0.08025,261,3604,0.07138,0.08912
2004,North Rhine-Westphalia,Direct migration background,Very important,0.27907,189,682,0.24538,0.31276
