"plh0105","year","bildungsniveau","bula_h","n","percent","lower_confidence_percent","upper_confidence_percent"
"Sehr wichtig","1990","(noch) kein Abschluss","Schleswig-Holstein","3","","",""
"Sehr wichtig","1990","(noch) kein Abschluss","Hamburg","","","",""
"Sehr wichtig","1990","(noch) kein Abschluss","Niedersachsen","7","","",""
"Sehr wichtig","1990","(noch) kein Abschluss","Bremen","","","",""
"Sehr wichtig","1990","(noch) kein Abschluss","Nordrhein-Westfalen","11","","",""
"Sehr wichtig","1990","(noch) kein Abschluss","Hessen","3","","",""
"Sehr wichtig","1990","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","1","","",""
"Sehr wichtig","1990","(noch) kein Abschluss","Baden-Württemberg","6","","",""
"Sehr wichtig","1990","(noch) kein Abschluss","Bayern","9","","",""
"Sehr wichtig","1990","(noch) kein Abschluss","Saarland","","","",""
"Sehr wichtig","1990","(noch) kein Abschluss","Berlin","","","",""
"Sehr wichtig","1990","(noch) kein Abschluss","Brandenburg","","","",""
"Sehr wichtig","1990","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Sehr wichtig","1990","(noch) kein Abschluss","Sachsen","","","",""
"Sehr wichtig","1990","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Sehr wichtig","1990","(noch) kein Abschluss","Thüringen","","","",""
"Sehr wichtig","1990","Hauptschule","Schleswig-Holstein","28","","",""
"Sehr wichtig","1990","Hauptschule","Hamburg","15","","",""
"Sehr wichtig","1990","Hauptschule","Niedersachsen","91","0.186519168773108","0.151489447335845","0.22154889021037"
"Sehr wichtig","1990","Hauptschule","Bremen","13","","",""
"Sehr wichtig","1990","Hauptschule","Nordrhein-Westfalen","219","0.204973325556696","0.180415554967101","0.229531096146291"
"Sehr wichtig","1990","Hauptschule","Hessen","89","0.254686017087714","0.209554621517773","0.299817412657656"
"Sehr wichtig","1990","Hauptschule","Rheinland-Pfalz,Saarland","87","0.217177660371595","0.176308201001927","0.258047119741264"
"Sehr wichtig","1990","Hauptschule","Baden-Württemberg","182","0.26042939207003","0.227871580913879","0.292987203226181"
