year,quintil_oecd,sex,plh0105,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,1st Quintile,male,Very important,0.16243,77,447,0.12820,0.19666
1990,1st Quintile,male,Important,0.70599,323,447,0.66371,0.74827
1990,1st Quintile,male,Less important,0.11400,47,447,0.08451,0.14350
1990,1st Quintile,female,Very important,0.28942,196,639,0.25423,0.32461
1990,1st Quintile,female,Important,0.59413,391,639,0.55603,0.63224
1990,1st Quintile,female,Less important,0.09298,52,639,0.07044,0.11551
1990,2nd Quintile,male,Very important,0.17584,106,602,0.14540,0.20628
1990,2nd Quintile,male,Important,0.71117,429,602,0.67493,0.74740
1990,2nd Quintile,male,Less important,0.10354,67,602,0.07918,0.12789
1990,2nd Quintile,female,Very important,0.26940,212,734,0.23728,0.30151
1990,2nd Quintile,female,Important,0.64513,471,734,0.61049,0.67977
1990,2nd Quintile,female,Less important,0.08140,51,734,0.06160,0.10119
1990,3rd Quintile,male,Very important,0.15501,106,668,0.12754,0.18248
1990,3rd Quintile,male,Important,0.71634,490,668,0.68213,0.75055
1990,3rd Quintile,male,Less important,0.11071,72,668,0.08690,0.13453
1990,3rd Quintile,female,Very important,0.24176,181,714,0.21033,0.27319
1990,3rd Quintile,female,Important,0.68708,487,714,0.65304,0.72111
1990,3rd Quintile,female,Less important,0.06656,46,714,0.04827,0.08486
1990,4th Quintile,male,Very important,0.14221,116,803,0.11803,0.16638
1990,4th Quintile,male,Important,0.71272,576,803,0.68141,0.74404
1990,4th Quintile,male,Less important,0.14433,111,803,0.12000,0.16865
1990,4th Quintile,female,Very important,0.26221,211,775,0.23122,0.29319
1990,4th Quintile,female,Important,0.65711,511,775,0.62367,0.69055
1990,4th Quintile,female,Less important,0.07417,53,775,0.05571,0.09263
1990,5th Quintile,male,Very important,0.16108,142,858,0.13646,0.18569
1990,5th Quintile,male,Important,0.65990,576,858,0.62818,0.69162
1990,5th Quintile,male,Less important,0.17072,140,858,0.14553,0.19591
1990,5th Quintile,female,Very important,0.27028,221,802,0.23952,0.30103
1990,5th Quintile,female,Important,0.65240,524,802,0.61942,0.68538
1990,5th Quintile,female,Less important,0.07218,57,802,0.05426,0.09010
1992,1st Quintile,male,Very important,0.20310,186,921,0.17710,0.22909
1992,1st Quintile,male,Important,0.62900,606,921,0.59779,0.66022
1992,1st Quintile,male,Less important,0.14952,129,921,0.12647,0.17256
1992,1st Quintile,female,Very important,0.27431,390,1317,0.25020,0.29842
1992,1st Quintile,female,Important,0.60362,803,1317,0.57719,0.63005
1992,1st Quintile,female,Less important,0.09976,124,1317,0.08357,0.11595
1992,2nd Quintile,male,Very important,0.20928,241,1055,0.18472,0.23384
1992,2nd Quintile,male,Important,0.67044,698,1055,0.64206,0.69881
1992,2nd Quintile,male,Less important,0.10692,116,1055,0.08826,0.12557
1992,2nd Quintile,female,Very important,0.25211,344,1204,0.22757,0.27665
1992,2nd Quintile,female,Important,0.62021,744,1204,0.59278,0.64764
1992,2nd Quintile,female,Less important,0.11411,116,1204,0.09614,0.13208
1992,3rd Quintile,male,Very important,0.16059,163,1009,0.13793,0.18326
1992,3rd Quintile,male,Important,0.70172,715,1009,0.67347,0.72996
1992,3rd Quintile,male,Less important,0.13351,131,1009,0.11252,0.15451
1992,3rd Quintile,female,Very important,0.28565,312,1081,0.25871,0.31259
1992,3rd Quintile,female,Important,0.64854,712,1081,0.62006,0.67701
1992,3rd Quintile,female,Less important,0.05602,57,1081,0.04230,0.06973
1992,4th Quintile,male,Very important,0.19062,204,1033,0.16665,0.21458
1992,4th Quintile,male,Important,0.66456,700,1033,0.63576,0.69337
