year,migback,plh0105,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1990,No migration background,Important,0.6753403933434191,18165,0.6685309146935501,0.6821498719932881
1990,No migration background,Very important,0.21754916792738274,18165,0.2115492458254201,0.2235490900293454
1990,No migration background,Less important,0.09863842662632376,18165,0.09430221012221099,0.10297464313043653
1990,No migration background,Unimportant,0.008472012102874432,18165,0.007139153305615071,0.009804870900133794
1990,Direct migration background,Important,0.6501128668171557,18165,0.6431770640124542,0.6570486696218573
1990,Direct migration background,Very important,0.25733634311512416,18165,0.25097886287981347,0.26369382335043484
1990,Direct migration background,Less important,0.08803611738148984,18165,0.08391554421445731,0.09215669054852237
1990,Direct migration background,Unimportant,0.004514672686230248,18165,0.0035397527832465763,0.00548959258921392
1990,Indirect migration background,Important,0.5686274509803921,18165,0.5614250294809594,0.5758298724798249
1990,Indirect migration background,Very important,0.3137254901960784,18165,0.30697769010698,0.32047329028517685
1990,Indirect migration background,Less important,0.09803921568627451,18165,0.09371475341793564,0.10236367795461337
1990,Indirect migration background,Unimportant,0.0196078431372549,18165,0.017591552208115,0.021624134066394803
1992,No migration background,Important,0.6510001942124685,17350,0.6439075286291525,0.6580928597957845
1992,No migration background,Very important,0.23965818605554476,17350,0.23330623851020005,0.24601013360088947
1992,No migration background,Less important,0.10079627112060595,17350,0.09631648154938555,0.10527606069182635
1992,No migration background,Unimportant,0.00854534861138085,17350,0.007175704762463667,0.009914992460298033
1992,Direct migration background,Important,0.6325823223570191,17350,0.6254085947626442,0.6397560499513939
1992,Direct migration background,Very important,0.2651646447140381,17350,0.25859625121868457,0.27173303820939165
1992,Direct migration background,Less important,0.09012131715771231,17350,0.08586031413624588,0.09438232017917873
1992,Direct migration background,Unimportant,0.012131715771230503,17350,0.010502731216763487,0.013760700325697518
1992,Indirect migration background,Important,0.5512820512820513,17350,0.5438812289392689,0.5586828736248337
1992,Indirect migration background,Very important,0.2564102564102564,17350,0.2499128396598244,0.26290767316068836
1992,Indirect migration background,Less important,0.19230769230769232,17350,0.1864432376423604,0.19817214697302424
1995,No migration background,Important,0.6517488156435843,17246,0.6446383456695165,0.6588592856176522
1995,No migration background,Very important,0.2616671706481202,17246,0.25510703847776417,0.2682273028184762
1995,No migration background,Less important,0.08013305110371938,17246,0.07608095042443876,0.084185151783
1995,No migration background,Unimportant,0.0064509626045761515,17246,0.005256097725209028,0.007645827483943275
1995,Direct migration background,Important,0.5998225377107365,17246,0.5925103120878207,0.6071347633336522
1995,Direct migration background,Very important,0.32475598935226263,17246,0.31776689609346337,0.3317450826110619
1995,Direct migration background,Less important,0.05767524401064774,17246,0.05419582364514116,0.06115466437615432
1995,Direct migration background,Unimportant,0.01774622892635315,17246,0.015775727413191738,0.019716730439514562
1995,Indirect migration background,Important,0.5333333333333333,17246,0.5258874772982424,0.5407791893684243
1995,Indirect migration background,Very important,0.34814814814814815,17246,0.3410381681819031,0.3552581281143932
1995,Indirect migration background,Less important,0.1111111111111111,17246,0.10642066269043488,0.11580155953178733
1995,Indirect migration background,Unimportant,0.007407407407407408,17246,0.006127641574690512,0.008687173240124304
2004,No migration background,Important,0.6610113655081535,26790,0.6553428838361998,0.6666798471801073
2004,No migration background,Very important,0.2531159062208313,26790,0.2479092843457521,0.2583225280959105
2004,No migration background,Less important,0.08087629715038709,26790,0.0776114163707258,0.08414117793004838
2004,No migration background,Unimportant,0.004996431120628123,26790,0.004152101576270377,0.005840760664985869
2004,Direct migration background,Important,0.6061086870289568,26790,0.6002576456397314,0.6119597284181822
2004,Direct migration background,Very important,0.3125743752479175,26790,0.30702352822112233,0.3181252222747126
2004,Direct migration background,Less important,0.07616025386751289,26790,0.07298387551560741,0.07933663221941838
2004,Direct migration background,Unimportant,0.005156683855612852,26790,0.004298989975829229,0.006014377735396475
2004,Indirect migration background,Important,0.6060991105463787,26790,0.6002480442546675,0.6119501768380898
2004,Indirect migration background,Very important,0.3189326556543837,26790,0.3133516271865631,0.3245136841222043
2004,Indirect migration background,Less important,0.0698856416772554,26790,0.06683260608400773,0.07293867727050307
2004,Indirect migration background,Unimportant,0.005082592121982211,26790,0.004231050542245405,0.005934133701719017
2008,No migration background,Important,0.6752018315459694,23673,0.6692362468776848,0.6811674162142539
2008,No migration background,Very important,0.24490902518375707,23673,0.23943090625000554,0.25038714411750856
2008,No migration background,Less important,0.07549102301482107,23673,0.07212565437116238,0.07885639165847975
2008,No migration background,Unimportant,0.004398120255452464,23673,0.0035551624698240444,0.005241078041080883
2008,Direct migration background,Important,0.5972588297311544,23673,0.5910110785449597,0.6035065809173491
2008,Direct migration background,Very important,0.3220875065893516,23673,0.31613495482439674,0.32804005835430644
2008,Direct migration background,Less important,0.07485503426462836,23673,0.07150271923615382,0.0782073492931029
2008,Direct migration background,Unimportant,0.005798629414865577,23673,0.004831400484153499,0.0067658583455776555
2008,Indirect migration background,Important,0.5740498034076016,23673,0.5677506291870797,0.5803489776281234
2008,Indirect migration background,Very important,0.35386631716906947,23673,0.3477750138479189,0.35995762049022
2008,Indirect migration background,Less important,0.06946264744429882,23673,0.06622393795677539,0.07270135693182225
2008,Indirect migration background,Unimportant,0.002621231979030144,23673,0.0019698852889252078,0.0032725786691350806
2012,No migration background,Important,0.6130921619293712,40229,0.6083327521495691,0.6178515717091734
2012,No migration background,Very important,0.33660637381567615,40229,0.3319885935044691,0.34122415412688323
2012,No migration background,Less important,0.046382428940568474,40229,0.04432724679159871,0.048437611089538236
2012,No migration background,Unimportant,0.003919035314384152,40229,0.003308482325520629,0.004529588303247675
2012,Direct migration background,Important,0.5588611644273832,40229,0.554009105522079,0.5637132233326874
2012,Direct migration background,Very important,0.3896353166986564,40229,0.38486979656816445,0.3944008368291484
2012,Direct migration background,Less important,0.04830454254638516,40229,0.04620932347862159,0.050399761614148726
2012,Direct migration background,Unimportant,0.003198976327575176,40229,0.0026471578945798293,0.0037507947605705224
2012,Indirect migration background,Important,0.5073891625615764,40229,0.5025036624535685,0.5122746626695843
2012,Indirect migration background,Very important,0.451559934318555,40229,0.4466968842554964,0.4564229843816136
2012,Indirect migration background,Less important,0.035303776683087026,40229,0.03350037560244355,0.0371071777637305
2012,Indirect migration background,Unimportant,0.005747126436781609,40229,0.005008439776899974,0.006485813096663244
2016,No migration background,Important,0.6025756382859071,41132,0.5978463130093412,0.607304963562473
2016,No migration background,Very important,0.3471488021594871,41132,0.34254802608672497,0.3517495782322493
2016,No migration background,Less important,0.04628275784501181,41132,0.044252339215191776,0.04831317647483185
2016,No migration background,Unimportant,0.003992801709593971,41132,0.003383354254652952,0.00460224916453499
2016,Direct migration background,Important,0.5553542673107891,41132,0.5505518678808343,0.5601566667407438
2016,Direct migration background,Very important,0.39895330112721417,41132,0.3942209027431682,0.40368569951126015
2016,Direct migration background,Less important,0.04146537842190016,41132,0.039538683838905304,0.04339207300489501
2016,Direct migration background,Unimportant,0.004227053140096618,41132,0.003600056558327346,0.00485404972186589
2016,Indirect migration background,Important,0.4882786336235767,41132,0.4834478588080205,0.4931094084391329
2016,Indirect migration background,Very important,0.46416610850636303,41132,0.4593464312096116,0.46898578580311445
2016,Indirect migration background,Less important,0.044876088412592094,41132,0.04287528917067073,0.046876887654513456
2016,Indirect migration background,Unimportant,0.0026791694574681848,41132,0.002179614015232992,0.0031787248997033777
2021,No migration background,Important,0.5694381341814326,27598,0.5635961776491033,0.575280090713762
2021,No migration background,Very important,0.38573375738300775,27598,0.37999074947134603,0.39147676529466946
2021,No migration background,Less important,0.04172345903377253,27598,0.03936432374252919,0.04408259432501587
2021,No migration background,Unimportant,0.0031046494017870664,27598,0.002448279990694154,0.0037610188128799787
2021,Direct migration background,Important,0.544316309719934,27598,0.5384404058467681,0.5501922135931
2021,Direct migration background,Very important,0.38253706754530475,27598,0.37680304397357267,0.38827109111703684
2021,Direct migration background,Less important,0.0672158154859967,27598,0.06426159034881197,0.07017004062318143
2021,Direct migration background,Unimportant,0.005930807248764415,27598,0.005024902620591275,0.006836711876937555
2021,Indirect migration background,Important,0.49306296691568835,27598,0.48716441416169376,0.49896151966968294
2021,Indirect migration background,Very important,0.4578441835645678,27598,0.4519660672225906,0.463722299906545
2021,Indirect migration background,Less important,0.044823906083244394,27598,0.042382647191217364,0.047265164975271425
2021,Indirect migration background,Unimportant,0.004268943436499467,27598,0.0034997271111473207,0.0050381597618516126
