year,bula_h,pgisced97,plh0105,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Schleswig-Holstein,Lower Secondary Level,Important,0.74200,38,38,0.60101,0.88298
1990,Schleswig-Holstein,Upper Secondary Level,Important,0.70917,112,112,0.62468,0.79366
1990,Hamburg,Upper Secondary Level,Important,0.73378,56,56,0.61697,0.85059
1990,Lower Saxony,Lower Secondary Level,Very important,0.21670,46,176,0.15566,0.27774
1990,Lower Saxony,Lower Secondary Level,Important,0.68046,130,176,0.61137,0.74955
1990,Lower Saxony,Upper Secondary Level,Very important,0.17532,84,458,0.14045,0.21018
1990,Lower Saxony,Upper Secondary Level,Important,0.72686,331,458,0.68601,0.76771
1990,Lower Saxony,Upper Secondary Level,Less important,0.09334,43,458,0.06667,0.12001
1990,Lower Saxony,First Stage of Tertiary Education,Important,0.67435,45,45,0.53588,0.81282
1990,Lower Saxony,Second Stage of Tertiary Education,Important,0.67025,48,48,0.53584,0.80465
1990,Bremen,Upper Secondary Level,Important,0.64997,32,32,0.48206,0.81788
1990,North Rhine-Westphalia,Lower Secondary Level,Very important,0.22266,87,383,0.18094,0.26438
1990,North Rhine-Westphalia,Lower Secondary Level,Important,0.68489,262,383,0.63830,0.73148
1990,North Rhine-Westphalia,Lower Secondary Level,Less important,0.08692,34,383,0.05867,0.11517
1990,North Rhine-Westphalia,Upper Secondary Level,Very important,0.21171,239,1056,0.18706,0.23636
1990,North Rhine-Westphalia,Upper Secondary Level,Important,0.68889,722,1056,0.66095,0.71683
1990,North Rhine-Westphalia,Upper Secondary Level,Less important,0.09477,95,1056,0.07710,0.11245
1990,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Important,0.68773,45,45,0.55079,0.82466
1990,North Rhine-Westphalia,First Stage of Tertiary Education,Important,0.65631,88,88,0.55651,0.75611
1990,North Rhine-Westphalia,Second Stage of Tertiary Education,Very important,0.20022,39,167,0.13935,0.26110
1990,North Rhine-Westphalia,Second Stage of Tertiary Education,Important,0.68099,128,167,0.61008,0.75189
1990,Hesse,Lower Secondary Level,Very important,0.31147,45,142,0.23503,0.38791
1990,Hesse,Lower Secondary Level,Important,0.60514,97,142,0.52446,0.68583
1990,Hesse,Upper Secondary Level,Very important,0.23860,86,329,0.19248,0.28473
1990,Hesse,Upper Secondary Level,Important,0.67689,243,329,0.62628,0.72750
1990,Hesse,Second Stage of Tertiary Education,Important,0.61069,47,47,0.46979,0.75160
1990,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Very important,0.21251,36,158,0.14852,0.27650
1990,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Important,0.67309,122,158,0.59971,0.74646
1990,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Very important,0.19041,61,257,0.14232,0.23851
1990,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Important,0.68651,196,257,0.62969,0.74334
1990,Baden-Wuerttemberg,Lower Secondary Level,Very important,0.31486,91,264,0.25872,0.37099
1990,Baden-Wuerttemberg,Lower Secondary Level,Important,0.57542,173,264,0.51568,0.63516
1990,Baden-Wuerttemberg,Upper Secondary Level,Very important,0.23869,151,598,0.20450,0.27289
1990,Baden-Wuerttemberg,Upper Secondary Level,Important,0.66128,400,598,0.62332,0.69925
1990,Baden-Wuerttemberg,Upper Secondary Level,Less important,0.09373,47,598,0.07035,0.11711
1990,Baden-Wuerttemberg,First Stage of Tertiary Education,Important,0.60330,58,58,0.47630,0.73031
1990,Baden-Wuerttemberg,Second Stage of Tertiary Education,Important,0.67730,59,59,0.55699,0.79762
1990,Bavaria,Lower Secondary Level,Very important,0.18364,48,265,0.13694,0.23035
1990,Bavaria,Lower Secondary Level,Important,0.65300,183,265,0.59558,0.71042
1990,Bavaria,Lower Secondary Level,Less important,0.13778,34,265,0.09621,0.17936
1990,Bavaria,Upper Secondary Level,Very important,0.18401,132,704,0.15536,0.21265
1990,Bavaria,Upper Secondary Level,Important,0.66764,477,704,0.63282,0.70246
1990,Bavaria,Upper Secondary Level,Less important,0.13643,95,704,0.11106,0.16180
1990,Bavaria,First Stage of Tertiary Education,Important,0.76981,68,68,0.66901,0.87061
1990,Bavaria,Second Stage of Tertiary Education,Important,0.75503,91,91,0.66618,0.84388
1990,Berlin,Lower Secondary Level,Important,0.69928,35,35,0.54514,0.85343
1990,Berlin,Upper Secondary Level,Very important,0.28756,32,96,0.19654,0.37858
1990,Berlin,Upper Secondary Level,Important,0.57924,64,96,0.47996,0.67851
1992,Schleswig-Holstein,Upper Secondary Level,Important,0.71809,106,106,0.63203,0.80415
1992,Hamburg,Upper Secondary Level,Important,0.53050,41,41,0.37583,0.68516
1992,Lower Saxony,Lower Secondary Level,Very important,0.21144,43,155,0.14694,0.27593
1992,Lower Saxony,Lower Secondary Level,Important,0.65347,112,155,0.57831,0.72863
1992,Lower Saxony,Upper Secondary Level,Very important,0.22088,103,452,0.18259,0.25917
1992,Lower Saxony,Upper Secondary Level,Important,0.69179,314,452,0.64918,0.73441
1992,Lower Saxony,Upper Secondary Level,Less important,0.08074,35,452,0.05560,0.10589
1992,Lower Saxony,First Stage of Tertiary Education,Important,0.73128,46,46,0.60176,0.86080
1992,Lower Saxony,Second Stage of Tertiary Education,Important,0.63064,49,49,0.49411,0.76718
1992,Bremen,Upper Secondary Level,Important,0.70612,33,33,0.54829,0.86396
1992,North Rhine-Westphalia,Lower Secondary Level,Very important,0.24888,87,353,0.20371,0.29405
1992,North Rhine-Westphalia,Lower Secondary Level,Important,0.62827,223,353,0.57779,0.67876
1992,North Rhine-Westphalia,Lower Secondary Level,Less important,0.11092,43,353,0.07812,0.14373
1992,North Rhine-Westphalia,Upper Secondary Level,Very important,0.22130,252,1046,0.19613,0.24647
1992,North Rhine-Westphalia,Upper Secondary Level,Important,0.67740,697,1046,0.64905,0.70574
1992,North Rhine-Westphalia,Upper Secondary Level,Less important,0.09530,97,1046,0.07749,0.11310
1992,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Important,0.61307,43,43,0.46577,0.76037
1992,North Rhine-Westphalia,First Stage of Tertiary Education,Very important,0.22276,33,120,0.14800,0.29753
1992,North Rhine-Westphalia,First Stage of Tertiary Education,Important,0.68110,87,120,0.59736,0.76484
