year,sex,plh0105,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,male,Very important,0.15813,547,3378,0.14583,0.17044
1990,male,Important,0.69892,2394,3378,0.68345,0.71439
1990,male,Less important,0.13301,437,3378,0.12156,0.14447
1990,female,Very important,0.26676,1021,3667,0.25244,0.28107
1990,female,Important,0.64690,2387,3667,0.63142,0.66237
1990,female,Less important,0.07751,259,3667,0.06885,0.08616
1992,male,Very important,0.18229,977,5204,0.17180,0.19278
1992,male,Important,0.66879,3500,5204,0.65600,0.68158
1992,male,Less important,0.13900,680,5204,0.12960,0.14840
1992,male,Unimportant,0.00993,47,5204,0.00723,0.01262
1992,female,Very important,0.27823,1664,5749,0.26665,0.28982
1992,female,Important,0.63150,3612,5749,0.61903,0.64397
1992,female,Less important,0.07824,425,5749,0.07129,0.08518
1992,female,Unimportant,0.01203,48,5749,0.00921,0.01485
1995,male,Very important,0.19573,1103,5319,0.18506,0.20639
1995,male,Important,0.67963,3613,5319,0.66709,0.69218
1995,male,Less important,0.11567,559,5319,0.10707,0.12426
1995,male,Unimportant,0.00897,44,5319,0.00644,0.01151
1995,female,Very important,0.30643,1906,5864,0.29463,0.31823
1995,female,Important,0.62651,3601,5864,0.61413,0.63890
1995,female,Less important,0.05759,316,5864,0.05163,0.06355
1995,female,Unimportant,0.00946,41,5864,0.00699,0.01194
2004,male,Very important,0.19951,2040,10348,0.19181,0.20721
2004,male,Important,0.67988,7127,10348,0.67089,0.68887
2004,male,Less important,0.11397,1120,10348,0.10785,0.12010
2004,male,Unimportant,0.00664,61,10348,0.00508,0.00821
2004,female,Very important,0.31044,3609,11173,0.30186,0.31902
2004,female,Important,0.62432,6917,11173,0.61534,0.63330
2004,female,Less important,0.06005,600,11173,0.05565,0.06446
2004,female,Unimportant,0.00519,47,11173,0.00386,0.00652
2008,male,Very important,0.18977,1754,9178,0.18175,0.19780
2008,male,Important,0.69057,6405,9178,0.68111,0.70002
2008,male,Less important,0.11234,970,9178,0.10587,0.11880
2008,male,Unimportant,0.00732,49,9178,0.00558,0.00907
2008,female,Very important,0.30910,3192,10080,0.30007,0.31812
2008,female,Important,0.63323,6373,10080,0.62383,0.64264
2008,female,Less important,0.05299,478,10080,0.04861,0.05736
2008,female,Unimportant,0.00468,37,10080,0.00335,0.00601
2012,male,Very important,0.25712,3457,12523,0.24946,0.26477
2012,male,Important,0.65720,8178,12523,0.64888,0.66551
2012,male,Less important,0.07982,834,12523,0.07508,0.08457
2012,male,Unimportant,0.00586,54,12523,0.00452,0.00720
2012,female,Very important,0.37576,6127,15041,0.36802,0.38350
2012,female,Important,0.58054,8423,15041,0.57265,0.58842
2012,female,Less important,0.03857,437,15041,0.03549,0.04165
2012,female,Unimportant,0.00514,54,15041,0.00400,0.00628
2016,male,Very important,0.27225,3194,11106,0.26397,0.28053
2016,male,Important,0.65012,7142,11106,0.64124,0.65899
2016,male,Less important,0.07360,716,11106,0.06875,0.07846
2016,male,Unimportant,0.00403,54,11106,0.00285,0.00521
2016,female,Very important,0.40568,5654,13137,0.39728,0.41407
2016,female,Important,0.55551,7061,13137,0.54701,0.56401
2016,female,Less important,0.03502,380,13137,0.03188,0.03816
2016,female,Unimportant,0.00379,42,13137,0.00274,0.00484
2021,male,Very important,0.29548,2581,8078,0.28553,0.30543
2021,male,Important,0.63155,4959,8078,0.62103,0.64208
2021,male,Less important,0.06771,499,8078,0.06223,0.07319
2021,male,Unimportant,0.00526,39,8078,0.00368,0.00683
2021,female,Very important,0.43683,4098,9069,0.42662,0.44704
2021,female,Important,0.52401,4673,9069,0.51373,0.53429
2021,female,Less important,0.03583,298,9069,0.03200,0.03965
