year,bula_h,sex,plh0105,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Schleswig-Holstein,male,Important,0.71776,93,93,0.62578,0.80973
1990,Schleswig-Holstein,female,Very important,0.22815,31,121,0.15306,0.30323
1990,Schleswig-Holstein,female,Important,0.68598,90,121,0.60294,0.76902
1990,Hamburg,male,Important,0.79042,48,48,0.67406,0.90679
1990,Hamburg,female,Important,0.64376,41,41,0.49535,0.79217
1990,Lower Saxony,male,Very important,0.14610,59,409,0.11183,0.18037
1990,Lower Saxony,male,Important,0.73455,304,409,0.69170,0.77740
1990,Lower Saxony,male,Less important,0.11216,46,409,0.08154,0.14278
1990,Lower Saxony,female,Very important,0.25290,117,426,0.21158,0.29423
1990,Lower Saxony,female,Important,0.65649,276,426,0.61134,0.70164
1990,Lower Saxony,female,Less important,0.08360,33,426,0.05728,0.10991
1990,Bremen,female,Important,0.68665,34,34,0.52839,0.84492
1990,North Rhine-Westphalia,male,Very important,0.15731,147,903,0.13355,0.18107
1990,North Rhine-Westphalia,male,Important,0.71297,644,903,0.68345,0.74249
1990,North Rhine-Westphalia,male,Less important,0.12597,112,903,0.10432,0.14762
1990,North Rhine-Westphalia,female,Very important,0.25780,273,1004,0.23072,0.28487
1990,North Rhine-Westphalia,female,Important,0.66063,658,1004,0.63133,0.68993
1990,North Rhine-Westphalia,female,Less important,0.07734,73,1004,0.06080,0.09387
1990,Hesse,male,Very important,0.19739,64,322,0.15385,0.24094
1990,Hesse,male,Important,0.66571,216,322,0.61410,0.71731
1990,Hesse,male,Less important,0.12524,42,322,0.08903,0.16144
1990,Hesse,female,Very important,0.30584,100,325,0.25566,0.35601
1990,Hesse,female,Important,0.63665,225,325,0.58428,0.68902
1990,"Rhineland-Palatinate, Saarland",male,Very important,0.14207,40,258,0.09938,0.18475
1990,"Rhineland-Palatinate, Saarland",male,Important,0.69886,186,258,0.64278,0.75495
1990,"Rhineland-Palatinate, Saarland",male,Less important,0.14189,32,258,0.09923,0.18455
1990,"Rhineland-Palatinate, Saarland",female,Very important,0.25145,77,271,0.19970,0.30320
1990,"Rhineland-Palatinate, Saarland",female,Important,0.65307,194,271,0.59629,0.70984
1990,Baden-Wuerttemberg,male,Very important,0.20264,113,545,0.16886,0.23642
1990,Baden-Wuerttemberg,male,Important,0.65340,363,545,0.61341,0.69339
1990,Baden-Wuerttemberg,male,Less important,0.13533,69,545,0.10659,0.16408
1990,Baden-Wuerttemberg,female,Very important,0.31313,196,594,0.27580,0.35046
1990,Baden-Wuerttemberg,female,Important,0.60549,365,594,0.56615,0.64483
1990,Baden-Wuerttemberg,female,Less important,0.06973,33,594,0.04923,0.09023
1990,Bavaria,male,Very important,0.12955,79,617,0.10304,0.15607
1990,Bavaria,male,Important,0.69373,439,617,0.65733,0.73013
1990,Bavaria,male,Less important,0.16337,99,617,0.13417,0.19256
1990,Bavaria,female,Very important,0.23168,152,641,0.19900,0.26437
1990,Bavaria,female,Important,0.65799,430,641,0.62124,0.69475
1990,Bavaria,female,Less important,0.09583,59,641,0.07302,0.11864
1990,Berlin,male,Important,0.73227,77,77,0.63272,0.83182
1990,Berlin,female,Very important,0.33194,41,115,0.24549,0.41838
1990,Berlin,female,Important,0.58243,74,115,0.49190,0.67296
1992,Schleswig-Holstein,male,Important,0.71746,80,80,0.61818,0.81675
1992,Schleswig-Holstein,female,Very important,0.31560,41,123,0.23313,0.39807
1992,Schleswig-Holstein,female,Important,0.63653,82,123,0.55117,0.72188
1992,Hamburg,male,Important,0.61679,33,33,0.44834,0.78524
1992,Hamburg,female,Important,0.57607,36,36,0.41235,0.73979
1992,Lower Saxony,male,Very important,0.20436,86,406,0.16508,0.24363
1992,Lower Saxony,male,Important,0.68122,277,406,0.63583,0.72660
1992,Lower Saxony,male,Less important,0.10602,43,406,0.07604,0.13600
1992,Lower Saxony,female,Very important,0.24472,117,421,0.20361,0.28584
