year,regtyp,sampreg,plh0105,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Urban regions,West,Very important,0.21978,1232,5430,0.20876,0.23079
1990,Urban regions,West,Important,0.66945,3627,5430,0.65694,0.68197
1990,Urban regions,West,Less important,0.10268,529,5430,0.09461,0.11076
1990,Urban regions,West,Unimportant,0.00808,42,5430,0.00570,0.01046
1990,Rural regions,West,Very important,0.20031,336,1657,0.18103,0.21958
1990,Rural regions,West,Important,0.67853,1154,1657,0.65603,0.70102
1990,Rural regions,West,Less important,0.10768,167,1657,0.09275,0.12261
1992,No answer / don't know,East,Very important,0.33954,37,103,0.24763,0.43144
1992,No answer / don't know,East,Important,0.62759,66,103,0.53377,0.72141
1992,Urban regions,West,Very important,0.23629,1314,5299,0.22485,0.24773
1992,Urban regions,West,Important,0.65007,3411,5299,0.63723,0.66292
1992,Urban regions,West,Less important,0.10280,526,5299,0.09462,0.11098
1992,Urban regions,West,Unimportant,0.01083,48,5299,0.00805,0.01362
1992,Urban regions,East,Very important,0.25153,316,1298,0.22792,0.27515
1992,Urban regions,East,Important,0.64750,877,1298,0.62150,0.67350
1992,Urban regions,East,Less important,0.08888,105,1298,0.07340,0.10437
1992,Rural regions,West,Very important,0.20990,363,1662,0.19032,0.22949
1992,Rural regions,West,Important,0.65323,1108,1662,0.63034,0.67612
1992,Rural regions,West,Less important,0.12280,191,1662,0.10702,0.13859
1992,Rural regions,East,Very important,0.23339,607,2530,0.21691,0.24988
1992,Rural regions,East,Important,0.64192,1642,2530,0.62323,0.66060
1992,Rural regions,East,Less important,0.11756,281,2530,0.10500,0.13011
1995,Urban regions,West,Very important,0.25708,1588,5706,0.24574,0.26842
1995,Urban regions,West,Important,0.65193,3655,5706,0.63957,0.66429
1995,Urban regions,West,Less important,0.08262,424,5706,0.07547,0.08976
1995,Urban regions,West,Unimportant,0.00837,39,5706,0.00600,0.01073
1995,Urban regions,East,Very important,0.27957,341,1197,0.25414,0.30501
1995,Urban regions,East,Important,0.63446,773,1197,0.60716,0.66175
1995,Urban regions,East,Less important,0.07147,83,1197,0.05687,0.08607
1995,Rural regions,West,Very important,0.24307,473,1795,0.22322,0.26292
1995,Rural regions,West,Important,0.65099,1166,1795,0.62893,0.67305
1995,Rural regions,West,Less important,0.09647,156,1795,0.08281,0.11013
1995,Rural regions,East,Very important,0.23870,607,2439,0.22178,0.25562
1995,Rural regions,East,Important,0.66215,1620,2439,0.64337,0.68092
1995,Rural regions,East,Less important,0.08913,212,2439,0.07782,0.10044
2004,Urban regions,West,Very important,0.26169,3483,12556,0.25400,0.26937
2004,Urban regions,West,Important,0.64765,8053,12556,0.63929,0.65600
2004,Urban regions,West,Less important,0.08560,969,12556,0.08070,0.09049
2004,Urban regions,West,Unimportant,0.00507,51,12556,0.00383,0.00631
2004,Urban regions,East,Very important,0.25851,443,1751,0.23800,0.27902
2004,Urban regions,East,Important,0.65524,1182,1751,0.63297,0.67751
2004,Urban regions,East,Less important,0.08231,126,1751,0.06943,0.09519
2004,Rural regions,West,Very important,0.25306,941,3733,0.23911,0.26701
2004,Rural regions,West,Important,0.64959,2471,3733,0.63428,0.66490
