year,bula_h,plh0105,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Schleswig-Holstein,Very important,0.18674,46,229,0.13616,0.23733
1990,Schleswig-Holstein,Important,0.70179,183,229,0.64241,0.76117
1990,Hamburg,Important,0.71678,89,89,0.62264,0.81092
1990,Lower Saxony,Very important,0.20051,176,835,0.17333,0.22768
1990,Lower Saxony,Important,0.69479,580,835,0.66353,0.72604
1990,Lower Saxony,Less important,0.09761,79,835,0.07747,0.11775
1990,Bremen,Important,0.65257,58,58,0.52896,0.77619
1990,North Rhine-Westphalia,Very important,0.21140,420,1907,0.19307,0.22973
1990,North Rhine-Westphalia,Important,0.68479,1302,1907,0.66394,0.70565
1990,North Rhine-Westphalia,Less important,0.09979,185,1907,0.08633,0.11324
1990,Hesse,Very important,0.25193,164,664,0.21888,0.28497
1990,Hesse,Important,0.65109,441,664,0.61481,0.68737
1990,Hesse,Less important,0.08840,59,664,0.06679,0.11001
1990,"Rhineland-Palatinate, Saarland",Very important,0.20093,117,552,0.16747,0.23439
1990,"Rhineland-Palatinate, Saarland",Important,0.67422,380,552,0.63509,0.71335
1990,"Rhineland-Palatinate, Saarland",Less important,0.11122,55,552,0.08497,0.13747
1990,Baden-Wuerttemberg,Very important,0.26110,309,1139,0.23558,0.28662
1990,Baden-Wuerttemberg,Important,0.62805,728,1139,0.59997,0.65613
1990,Baden-Wuerttemberg,Less important,0.10062,102,1139,0.08315,0.11810
1990,Bavaria,Very important,0.18231,231,1258,0.16097,0.20366
1990,Bavaria,Important,0.67527,869,1258,0.64938,0.70115
1990,Bavaria,Less important,0.12848,158,1258,0.10998,0.14698
1990,Berlin,Very important,0.22446,54,205,0.16721,0.28172
1990,Berlin,Important,0.65213,151,205,0.58677,0.71749
1992,Schleswig-Holstein,Very important,0.22534,55,217,0.16962,0.28106
1992,Schleswig-Holstein,Important,0.67499,162,217,0.61252,0.73745
1992,Hamburg,Very important,0.33920,39,108,0.24950,0.42891
1992,Hamburg,Important,0.59411,69,108,0.50107,0.68716
1992,Lower Saxony,Very important,0.22475,203,827,0.19628,0.25322
1992,Lower Saxony,Important,0.66932,547,827,0.63724,0.70141
1992,Lower Saxony,Less important,0.09522,77,827,0.07521,0.11524
1992,Bremen,Important,0.66441,57,57,0.54074,0.78809
1992,North Rhine-Westphalia,Very important,0.24321,477,1873,0.22378,0.26265
1992,North Rhine-Westphalia,Important,0.65540,1218,1873,0.63387,0.67693
1992,North Rhine-Westphalia,Less important,0.09399,178,1873,0.08077,0.10721
1992,Hesse,Very important,0.24298,164,646,0.20988,0.27608
1992,Hesse,Important,0.62648,417,646,0.58915,0.66381
1992,Hesse,Less important,0.11693,65,646,0.09213,0.14173
1992,"Rhineland-Palatinate, Saarland",Very important,0.25842,146,536,0.22132,0.29552
1992,"Rhineland-Palatinate, Saarland",Important,0.63893,347,536,0.59823,0.67963
1992,"Rhineland-Palatinate, Saarland",Less important,0.08889,43,536,0.06477,0.11300
1992,Baden-Wuerttemberg,Very important,0.21245,250,1093,0.18819,0.23672
1992,Baden-Wuerttemberg,Important,0.64658,706,1093,0.61823,0.67493
1992,Baden-Wuerttemberg,Less important,0.12686,137,1093,0.10712,0.14660
1992,Bavaria,Very important,0.18609,258,1295,0.16488,0.20729
1992,Bavaria,Important,0.66275,875,1295,0.63699,0.68851
1992,Bavaria,Less important,0.13623,162,1295,0.11754,0.15492
1992,Berlin,Very important,0.28475,131,494,0.24491,0.32459
1992,Berlin,Important,0.61508,323,494,0.57213,0.65803
1992,Berlin,Less important,0.08540,40,494,0.06073,0.11007
1992,Brandenburg,Very important,0.20825,140,653,0.17708,0.23942
1992,Brandenburg,Important,0.65973,434,653,0.62336,0.69610
1992,Brandenburg,Less important,0.12576,79,653,0.10031,0.15121
1992,Mecklenburg-Western Pomerania,Very important,0.26957,106,415,0.22683,0.31231
1992,Mecklenburg-Western Pomerania,Important,0.62184,271,415,0.57513,0.66856
1992,Mecklenburg-Western Pomerania,Less important,0.10432,38,415,0.07488,0.13377
1992,Saxony,Very important,0.22698,274,1144,0.20269,0.25126
1992,Saxony,Important,0.66971,777,1144,0.64245,0.69698
1992,Saxony,Less important,0.09067,93,1144,0.07402,0.10732
1992,Saxony-Anhalt,Very important,0.24933,189,762,0.21859,0.28007
1992,Saxony-Anhalt,Important,0.61786,478,762,0.58334,0.65239
1992,Saxony-Anhalt,Less important,0.12194,95,762,0.09869,0.14519
1992,Thuringa,Very important,0.27449,187,679,0.24090,0.30808
1992,Thuringa,Important,0.61905,431,679,0.58249,0.65560
1992,Thuringa,Less important,0.09750,61,679,0.07517,0.11983
1995,Schleswig-Holstein,Very important,0.25225,75,241,0.19731,0.30720
1995,Schleswig-Holstein,Important,0.65199,166,241,0.59172,0.71225
1995,Hamburg,Important,0.74378,74,74,0.64363,0.84392
1995,Lower Saxony,Very important,0.26143,255,905,0.23278,0.29007
1995,Lower Saxony,Important,0.65741,586,905,0.62647,0.68834
1995,Lower Saxony,Less important,0.07655,64,905,0.05921,0.09388
1995,Bremen,Very important,0.34786,31,76,0.24007,0.45566
1995,Bremen,Important,0.54492,45,76,0.43222,0.65762
1995,North Rhine-Westphalia,Very important,0.26520,589,2023,0.24596,0.28444
1995,North Rhine-Westphalia,Important,0.66405,1303,2023,0.64346,0.68464
1995,North Rhine-Westphalia,Less important,0.06621,131,2023,0.05537,0.07705
1995,Hesse,Very important,0.29766,211,678,0.26322,0.33211
1995,Hesse,Important,0.61151,419,678,0.57479,0.64822
1995,Hesse,Less important,0.08505,48,678,0.06403,0.10606
1995,"Rhineland-Palatinate, Saarland",Very important,0.27615,180,590,0.24005,0.31226
1995,"Rhineland-Palatinate, Saarland",Important,0.65615,410,590,0.61779,0.69451
1995,Baden-Wuerttemberg,Very important,0.24853,312,1163,0.22369,0.27338
1995,Baden-Wuerttemberg,Important,0.61881,728,1163,0.59089,0.64674
1995,Baden-Wuerttemberg,Less important,0.11234,123,1163,0.09418,0.13049
1995,Bavaria,Very important,0.21040,324,1380,0.18889,0.23191
1995,Bavaria,Important,0.66273,909,1380,0.63778,0.68769
1995,Bavaria,Less important,0.12013,147,1380,0.10297,0.13729
1995,Berlin,Very important,0.21774,117,466,0.18023,0.25525
1995,Berlin,Important,0.70627,349,466,0.66487,0.74767
1995,Brandenburg,Very important,0.24132,142,581,0.20650,0.27615
1995,Brandenburg,Important,0.67989,392,581,0.64192,0.71785
1995,Brandenburg,Less important,0.07287,47,581,0.05171,0.09402
1995,Mecklenburg-Western Pomerania,Very important,0.24554,107,412,0.20393,0.28715
1995,Mecklenburg-Western Pomerania,Important,0.65144,273,412,0.60537,0.69751
1995,Mecklenburg-Western Pomerania,Less important,0.09935,32,412,0.07043,0.12827
1995,Saxony,Very important,0.23436,255,1081,0.20910,0.25963
1995,Saxony,Important,0.63895,715,1081,0.61031,0.66760
1995,Saxony,Less important,0.11463,111,1081,0.09563,0.13363
1995,Saxony-Anhalt,Very important,0.29368,206,677,0.25935,0.32802
1995,Saxony-Anhalt,Important,0.64628,433,677,0.61024,0.68232
