year,migback,sampreg,pli0080,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1990,No migration background,West,Daily,0.04477610638342085,297,9393,0.044715937119656796,0.0448362756471849
1990,No migration background,West,At least once per week,0.39195171812805746,2612,9393,0.3918096867616833,0.3920937494944316
1990,No migration background,West,At least once per month,0.3096018868018774,2070,9393,0.3094673780498678,0.309736395553887
1990,No migration background,West,Seldom,0.2251884118072967,1474,9393,0.22506688557916427,0.22530993803542915
1990,No migration background,West,Never,0.028481876879347518,164,9393,0.028433480964754634,0.028530272793940402
1990,Direct migration background,West,Daily,0.07987735508180518,257,9393,0.07965955344559848,0.08009515671801189
1990,Direct migration background,West,At least once per week,0.43328528694940294,1316,9393,0.43288718376141366,0.4336833901373922
1990,Direct migration background,West,At least once per month,0.2637193818550719,557,9393,0.26336536890501316,0.2640733948051306
1990,Direct migration background,West,Seldom,0.17876595576075277,315,9393,0.1784581318719527,0.17907377964955284
1990,Direct migration background,West,Never,0.04435202035296726,77,9393,0.044186621643207274,0.04451741906272724
1990,Indirect migration background,West,Daily,0.18676815636980573,61,9393,0.18560520027277483,0.18793111246683664
1990,Indirect migration background,West,At least once per week,0.6460783841507357,156,9393,0.6446514600749927,0.6475053082264787
1990,Indirect migration background,West,At least once per month,0.16715345947945867,37,9393,0.16604007569007048,0.16826684326884686
1995,No migration background,West,Daily,0.052415089850588556,320,13161,0.05234878080787882,0.052481398893298295
1995,No migration background,West,At least once per week,0.405632372014124,2700,13161,0.4054862790165385,0.4057784650117095
1995,No migration background,West,At least once per month,0.3104540968054396,2024,13161,0.31031643425491084,0.3105917593559684
1995,No migration background,West,Seldom,0.20277781730985409,1237,13161,0.20265818859644674,0.20289744602326143
1995,No migration background,West,Never,0.028720624019993663,155,13161,0.028670929952885185,0.02877031808710214
1995,No migration background,East,Daily,0.05620326206308413,189,13161,0.056073559800812356,0.05633296432535591
1995,No migration background,East,At least once per week,0.31418484908456495,1056,13161,0.31392343817366053,0.3144462599954694
1995,No migration background,East,At least once per month,0.3000470646428549,1110,13161,0.2997889832675012,0.3003051460182086
1995,No migration background,East,Seldom,0.2802629165856173,1025,13161,0.2800099883513663,0.2805158448198683
1995,No migration background,East,Never,0.04930190762387865,135,13161,0.049179986003280426,0.04942382924447687
1995,Direct migration background,West,Daily,0.07262693988174265,230,13161,0.07245417233878387,0.07279970742470143
1995,Direct migration background,West,At least once per week,0.4685420850336096,1382,13161,0.4682098887352243,0.46887428133199494
1995,Direct migration background,West,At least once per month,0.2815683401960414,643,13161,0.2812689271717972,0.28186775322028557
1995,Direct migration background,West,Seldom,0.13863392755024462,300,13161,0.13840388154787675,0.13886397355261249
1995,Direct migration background,West,Never,0.03862870733836174,74,13161,0.0385004191392304,0.03875699553749308
1995,Direct migration background,East,At least once per week,0.2912898602061603,40,13161,0.2900834907957121,0.29249622961660854
1995,Direct migration background,East,At least once per month,0.32936590740751714,41,13161,0.3281180486101167,0.3306137662049176
1995,Direct migration background,East,Seldom,0.3793442323863225,47,13161,0.3780559073397526,0.38063255743289237
1995,Indirect migration background,West,Daily,0.2536685243747325,114,13161,0.25282667738464054,0.2545103713648244
1995,Indirect migration background,West,At least once per week,0.5930997739587677,275,13161,0.5921492964642076,0.5940502514533278
1995,Indirect migration background,West,At least once per month,0.15323170166649988,64,13161,0.15253476935377908,0.15392863397922069
1998,No migration background,West,Daily,0.05189906423530048,388,14079,0.05183325492055628,0.051964873550044685
1998,No migration background,West,At least once per week,0.42516606160196335,3254,14079,0.42501939514089565,0.42531272806303105
1998,No migration background,West,At least once per month,0.29392385215201616,2268,14079,0.29378869983264294,0.2940590044713894
1998,No migration background,West,Seldom,0.20684323064491267,1421,14079,0.2067230649531115,0.20696339633671385
1998,No migration background,West,Never,0.022167791365807314,144,14079,0.022124112264002644,0.022211470467611984
1998,No migration background,East,Daily,0.05321866954462009,207,14079,0.05309283373448577,0.05334450535475441
1998,No migration background,East,At least once per week,0.3327196996979238,1190,14079,0.33245555566174295,0.33298384373410467
1998,No migration background,East,At least once per month,0.3246896869639606,1215,14079,0.32442718452766944,0.3249521894002518
1998,No migration background,East,Seldom,0.2629322111071977,1016,14079,0.26268542368985304,0.2631789985245424
1998,No migration background,East,Never,0.02643973268629785,82,14079,0.026349791761085047,0.02652967361151065
1998,Direct migration background,West,Daily,0.0787838703364643,223,14079,0.07860200525528777,0.07896573541764085
1998,Direct migration background,West,At least once per week,0.4729134049518667,1163,14079,0.47257636475804216,0.4732504451456912
1998,Direct migration background,West,At least once per month,0.26007506441133316,552,14079,0.25977892712866046,0.26037120169400585
