year,quintil_oecd,regtyp,pli0080,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,1st Quintile,Urban regions,Daily,0.09694,157,1475,0.08184,0.11205
1990,1st Quintile,Urban regions,At least once per week,0.41998,708,1475,0.39479,0.44518
1990,1st Quintile,Urban regions,At least once per month,0.23184,311,1475,0.21030,0.25339
1990,1st Quintile,Urban regions,Seldom,0.19568,238,1475,0.17543,0.21594
1990,1st Quintile,Urban regions,Never,0.05555,61,1475,0.04386,0.06725
1990,1st Quintile,Rural regions,At least once per week,0.30078,151,383,0.25479,0.34676
1990,1st Quintile,Rural regions,At least once per month,0.31052,122,383,0.26411,0.35692
1990,1st Quintile,Rural regions,Seldom,0.28854,110,383,0.24310,0.33397
1990,2nd Quintile,Urban regions,Daily,0.06270,118,1482,0.05036,0.07505
1990,2nd Quintile,Urban regions,At least once per week,0.40607,662,1482,0.38105,0.43108
1990,2nd Quintile,Urban regions,At least once per month,0.30059,406,1482,0.27724,0.32394
1990,2nd Quintile,Urban regions,Seldom,0.20284,253,1482,0.18236,0.22332
1990,2nd Quintile,Urban regions,Never,0.02780,43,1482,0.01943,0.03617
1990,2nd Quintile,Rural regions,At least once per week,0.32814,141,364,0.27984,0.37644
1990,2nd Quintile,Rural regions,At least once per month,0.31816,127,364,0.27024,0.36607
1990,2nd Quintile,Rural regions,Seldom,0.26660,96,364,0.22111,0.31208
1990,3rd Quintile,Urban regions,Daily,0.04611,93,1539,0.03563,0.05659
1990,3rd Quintile,Urban regions,At least once per week,0.39165,682,1539,0.36726,0.41605
1990,3rd Quintile,Urban regions,At least once per month,0.31412,448,1539,0.29092,0.33731
1990,3rd Quintile,Urban regions,Seldom,0.20594,267,1539,0.18573,0.22615
1990,3rd Quintile,Urban regions,Never,0.04218,49,1539,0.03213,0.05223
1990,3rd Quintile,Rural regions,At least once per week,0.41164,141,317,0.35738,0.46590
1990,3rd Quintile,Rural regions,At least once per month,0.28522,101,317,0.23543,0.33500
1990,3rd Quintile,Rural regions,Seldom,0.21936,75,317,0.17374,0.26499
1990,4th Quintile,Urban regions,Daily,0.03572,83,1447,0.02615,0.04528
1990,4th Quintile,Urban regions,At least once per week,0.42451,647,1447,0.39904,0.44999
1990,4th Quintile,Urban regions,At least once per month,0.29364,406,1447,0.27017,0.31712
1990,4th Quintile,Urban regions,Seldom,0.22997,311,1447,0.20828,0.25166
1990,4th Quintile,Rural regions,At least once per week,0.34219,172,436,0.29760,0.38678
1990,4th Quintile,Rural regions,At least once per month,0.35798,161,436,0.31292,0.40303
1990,4th Quintile,Rural regions,Seldom,0.25365,103,436,0.21277,0.29454
1990,5th Quintile,Urban regions,Daily,0.03080,63,1485,0.02201,0.03959
