"pli0080","year","bildungsniveau","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"Täglich","1995","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","72","0.136365341500283","0.105632878469661","0.167097804530904"
"Täglich","1995","(noch) kein Abschluss","2","27","","",""
"Täglich","1995","(noch) kein Abschluss","3","20","","",""
"Täglich","1995","(noch) kein Abschluss","4","10","","",""
"Täglich","1995","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","5","","",""
"Täglich","1995","Hauptschule","1 Einkommensschwächstes Quintil","197","0.076766390739041","0.0663907472572882","0.0871420342207938"
"Täglich","1995","Hauptschule","2","117","0.0514313496655088","0.0414470522209655","0.0614156471100521"
"Täglich","1995","Hauptschule","3","42","0.0411666235523108","0.0285462034296313","0.0537870436749903"
"Täglich","1995","Hauptschule","4","20","","",""
"Täglich","1995","Hauptschule","5 Einkommensstärkstes Quintil","","","",""
"Täglich","1995","Realschule","1 Einkommensschwächstes Quintil","76","0.0740241092114878","0.0583880727686215","0.0896601456543541"
"Täglich","1995","Realschule","2","48","0.0485540592489409","0.0346123014736613","0.0624958170242204"
"Täglich","1995","Realschule","3","27","","",""
"Täglich","1995","Realschule","4","15","","",""
"Täglich","1995","Realschule","5 Einkommensstärkstes Quintil","6","","",""
"Täglich","1995","(Fach-)Abitur","1 Einkommensschwächstes Quintil","39","0.130277110722986","0.096609911574999","0.163944309870973"
"Täglich","1995","(Fach-)Abitur","2","20","","",""
"Täglich","1995","(Fach-)Abitur","3","16","","",""
"Täglich","1995","(Fach-)Abitur","4","12","","",""
"Täglich","1995","(Fach-)Abitur","5 Einkommensstärkstes Quintil","7","","",""
"Täglich","1995","AkademikerIn","1 Einkommensschwächstes Quintil","16","","",""
"Täglich","1995","AkademikerIn","2","12","","",""
"Täglich","1995","AkademikerIn","3","3","","",""
"Täglich","1995","AkademikerIn","4","11","","",""
"Täglich","1995","AkademikerIn","5 Einkommensstärkstes Quintil","1","","",""
"Min 1x pro Woche","1995","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","251","0.518346240066658","0.473599872266813","0.563092607866504"
"Min 1x pro Woche","1995","(noch) kein Abschluss","2","122","0.520959603024096","0.455096824610333","0.586822381437859"
"Min 1x pro Woche","1995","(noch) kein Abschluss","3","51","0.542586890842604","0.443953490590939","0.641220291094268"
"Min 1x pro Woche","1995","(noch) kein Abschluss","4","33","0.541924132934177","0.412579439726203","0.67126882614215"
"Min 1x pro Woche","1995","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","9","","",""
"Min 1x pro Woche","1995","Hauptschule","1 Einkommensschwächstes Quintil","979","0.347861850186367","0.329298905049362","0.366424795323371"
"Min 1x pro Woche","1995","Hauptschule","2","700","0.347313965158552","0.325791973946875","0.368835956370229"
"Min 1x pro Woche","1995","Hauptschule","3","405","0.415905922090191","0.384596967228107","0.447214876952275"
"Min 1x pro Woche","1995","Hauptschule","4","217","0.344793607711882","0.305497584744059","0.384089630679705"
"Min 1x pro Woche","1995","Hauptschule","5 Einkommensstärkstes Quintil","70","0.386504784227931","0.315169466042404","0.457840102413457"
