year,migback,pli0080,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1990,No migration background,At least once per week,0.39474081910231223,18165,0.38763253001022213,0.40184910819440234
1990,No migration background,At least once per month,0.3128305878797038,18165,0.3060880268605085,0.3195731488988991
1990,No migration background,Seldom,0.22275955871240743,18165,0.2167084599743684,0.22881065745044646
1990,No migration background,Daily,0.04488438869578359,18165,0.041873366205465494,0.04789541118610168
1990,No migration background,Never,0.024784645609792957,18165,0.02252375269846134,0.027045538521124575
1990,Direct migration background,At least once per week,0.5218080888183981,18165,0.5145437701639962,0.5290724074728
1990,Direct migration background,At least once per month,0.22085646312450435,18165,0.21482389600068247,0.22688903024832624
1990,Direct migration background,Seldom,0.12490087232355274,18165,0.12009303536641322,0.12970870928069225
1990,Direct migration background,Daily,0.10190325138778747,18165,0.09750384629860816,0.10630265647696678
1990,Direct migration background,Never,0.030531324345757335,18165,0.02802937747964508,0.03303327121186959
1990,Indirect migration background,At least once per week,0.5360824742268041,18165,0.5288301942022657,0.5433347542513425
1990,Indirect migration background,Daily,0.20962199312714777,18165,0.203702640441519,0.21554134581277654
1990,Indirect migration background,At least once per month,0.12714776632302405,18165,0.12230310857523291,0.13199242407081518
1990,Indirect migration background,Seldom,0.09621993127147767,18165,0.09193146230958324,0.1005084002333721
1990,Indirect migration background,Never,0.030927835051546393,18165,0.02841020919542364,0.033445460907669144
1995,No migration background,At least once per week,0.37744950256255655,17246,0.3702146680543033,0.3846843370708098
1995,No migration background,At least once per month,0.3149432217867551,17246,0.3080106991348794,0.3218757444386308
1995,No migration background,Seldom,0.2273138378052457,17246,0.22105885118599922,0.23356882442449217
1995,No migration background,Daily,0.05115063812682143,17246,0.04786260606706154,0.054438670186581314
1995,No migration background,Never,0.029142799718621243,17246,0.026632328803575217,0.03165327063366727
1995,Direct migration background,At least once per week,0.5131721400216528,17246,0.5057122722812429,0.5206320077620626
1995,Direct migration background,At least once per month,0.2468422952002887,17246,0.24040705695347037,0.253277533447107
1995,Direct migration background,Seldom,0.12522555034283653,17246,0.12028578407847693,0.13016531660719613
1995,Direct migration background,Daily,0.08588957055214724,17246,0.08170759559206667,0.09007154551222782
1995,Direct migration background,Never,0.028870443883074703,17246,0.026371380926341573,0.03136950683980783
1995,Indirect migration background,At least once per week,0.56,17246,0.55259146678658,0.5674085332134201
1995,Indirect migration background,Daily,0.234,17246,0.22768120604505007,0.24031879395494996
1995,Indirect migration background,At least once per month,0.134,17246,0.12891579298335964,0.13908420701664037
1995,Indirect migration background,Seldom,0.062,17246,0.058400773776251594,0.0655992262237484
1995,Indirect migration background,Never,0.01,17246,0.00851498965947394,0.01148501034052606
1998,No migration background,At least once per week,0.39731783638801965,18147,0.3901980518338566,0.4044376209421827
1998,No migration background,At least once per month,0.3113991953509164,18147,0.3046617360045445,0.31813665469728836
1998,No migration background,Seldom,0.21788109074653553,18147,0.2118748903946698,0.22388729109840125
1998,No migration background,Daily,0.053196244970943225,18147,0.04993093716731777,0.05646155277456868
1998,No migration background,Never,0.020205632543585157,18147,0.018158446338765347,0.022252818748404967
1998,Direct migration background,At least once per week,0.5012541806020067,18147,0.4939793599702189,0.5085290012337944
1998,Direct migration background,At least once per month,0.24289297658862877,18147,0.23665362056237932,0.24913233261487822
1998,Direct migration background,Seldom,0.14130434782608695,18147,0.1362361793158666,0.1463725163363073
1998,Direct migration background,Daily,0.09489966555183947,18147,0.09063549707419566,0.09916383402948328
1998,Direct migration background,Never,0.019648829431438128,18147,0.017629473711399335,0.02166818515147692
1998,Indirect migration background,At least once per week,0.5385906040268457,18147,0.5313374607729604,0.5458437472807309
1998,Indirect migration background,Daily,0.25671140939597314,18147,0.2503558326036685,0.2630669861882778
1998,Indirect migration background,At least once per month,0.14597315436241612,18147,0.14083596103862706,0.15111034768620518
1998,Indirect migration background,Seldom,0.05201342281879195,18147,0.04878260504933826,0.05524424058824563
1998,Indirect migration background,Never,0.006711409395973154,18147,0.005523459179456193,0.007899359612490116
2003,No migration background,At least once per week,0.40045986845623227,27727,0.3946922933355639,0.40622744357690066
2003,No migration background,At least once per month,0.3312657077161649,27727,0.32572558139234675,0.3368058340399831
2003,No migration background,Seldom,0.19688786695898616,27727,0.19220725971249275,0.20156847420547958
2003,No migration background,Daily,0.04390139564729159,27727,0.04148985195027381,0.04631293934430937
2003,No migration background,Never,0.027485161221325063,27727,0.02556073222138932,0.029409590221260808
2003,Direct migration background,At least once per week,0.46702453987730064,27727,0.4611519714300616,0.4728971083245397
2003,Direct migration background,At least once per month,0.2848926380368098,27727,0.27957974750065145,0.29020552857296816
2003,Direct migration background,Seldom,0.16142638036809817,27727,0.15709563666568807,0.16575712407050827
2003,Direct migration background,Daily,0.04946319018404908,27727,0.046910899345244506,0.05201548102285365
2003,Direct migration background,Never,0.03719325153374233,27727,0.034965810240274724,0.03942069282720994
2003,Indirect migration background,At least once per week,0.5777202072538861,27727,0.5719063607797275,0.5835340537280447
2003,Indirect migration background,At least once per month,0.18134715025906736,27727,0.17681180987789089,0.18588249064024384
2003,Indirect migration background,Daily,0.133419689119171,27727,0.12941730283998204,0.13742207539835993
2003,Indirect migration background,Seldom,0.09196891191709844,27727,0.08856737245914253,0.09537045137505434
2003,Indirect migration background,Never,0.015544041450777202,27727,0.014087963085844415,0.017000119815709987
2008,No migration background,At least once per week,0.3743515502473157,23673,0.36818653114382743,0.38051656935080397
2008,No migration background,At least once per month,0.3408131258294125,23673,0.3347751432721464,0.34685110838667854
2008,No migration background,Seldom,0.22107612498491977,23673,0.2157898731122249,0.22636237685761465
2008,No migration background,Daily,0.035227409820243694,23673,0.032878954746962695,0.03757586489352469
2008,No migration background,Never,0.028531789118108337,23673,0.026410947574167905,0.03065263066204877
2008,Direct migration background,At least once per week,0.4333859926276988,23673,0.4270733600706521,0.43969862518474545
2008,Direct migration background,At least once per month,0.30858346498156924,23673,0.3026992893296711,0.3144676406334674
2008,Direct migration background,Seldom,0.18694049499736703,23673,0.18197408828636022,0.19190690170837385
2008,Direct migration background,Daily,0.04476040021063718,23673,0.04212629837011755,0.04739450205115681
2008,Direct migration background,Never,0.02632964718272775,23673,0.024289986542424705,0.028369307823030796
2008,Indirect migration background,At least once per week,0.5763157894736842,23673,0.5700210056351503,0.5826105733122181
2008,Indirect migration background,At least once per month,0.1868421052631579,23673,0.1818767052647497,0.1918075052615661
2008,Indirect migration background,Seldom,0.11315789473684211,23673,0.10912241655208989,0.11719337292159433
2008,Indirect migration background,Daily,0.10394736842105264,23673,0.10005957722802933,0.10783515961407594
2008,Indirect migration background,Never,0.019736842105263157,23673,0.01796494052311768,0.021508743687408634
2013,No migration background,At least once per week,0.3785014168253821,44486,0.3739943061894561,0.38300852746130803
2013,No migration background,At least once per month,0.3349282296650718,44486,0.3305423720678587,0.3393140872622849
2013,No migration background,Seldom,0.2121057276908069,44486,0.20830685654937722,0.2159045988322366
2013,No migration background,Daily,0.03934593765968319,44486,0.037539271732074844,0.04115260358729153
2013,No migration background,Never,0.03511868815905607,44486,0.03340808022350173,0.03682929609461041
2013,Direct migration background,At least once per week,0.4068965517241379,44486,0.4023314377808645,0.4114616656674113
2013,Direct migration background,At least once per month,0.30707803992740473,44486,0.3027914599096621,0.31136461994514736
