year,sex,pli0080,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,male,Daily,0.05283,336,4652,0.04640,0.05926
1990,male,At least once per week,0.38138,1946,4652,0.36742,0.39534
1990,male,At least once per month,0.30552,1321,4652,0.29228,0.31876
1990,male,Seldom,0.23317,930,4652,0.22102,0.24532
1990,male,Never,0.02710,119,4652,0.02243,0.03176
1990,female,Daily,0.04722,279,4778,0.04120,0.05323
1990,female,At least once per week,0.41360,2138,4778,0.39964,0.42757
1990,female,At least once per month,0.30012,1343,4778,0.28712,0.31311
1990,female,Seldom,0.20581,887,4778,0.19435,0.21728
1990,female,Never,0.03325,131,4778,0.02816,0.03833
1995,male,Daily,0.05837,436,6381,0.05262,0.06412
1995,male,At least once per week,0.37622,2536,6381,0.36434,0.38811
1995,male,At least once per month,0.30880,1894,6381,0.29746,0.32014
1995,male,Seldom,0.22299,1345,6381,0.21277,0.23320
1995,male,Never,0.03362,170,6381,0.02920,0.03804
1995,female,Daily,0.06000,428,6841,0.05438,0.06563
1995,female,At least once per week,0.41780,2922,6841,0.40611,0.42949
1995,female,At least once per month,0.29482,1991,6841,0.28401,0.30562
1995,female,Seldom,0.19338,1295,6841,0.18402,0.20274
1995,female,Never,0.03400,205,6841,0.02971,0.03830
1998,male,Daily,0.06384,497,6859,0.05806,0.06963
1998,male,At least once per week,0.39980,2800,6859,0.38821,0.41139
1998,male,At least once per month,0.29572,2034,6859,0.28492,0.30652
1998,male,Seldom,0.21883,1410,6859,0.20904,0.22861
1998,male,Never,0.02181,118,6859,0.01836,0.02527
1998,female,Daily,0.05828,478,7314,0.05291,0.06365
1998,female,At least once per week,0.43062,3164,7314,0.41927,0.44197
1998,female,At least once per month,0.28618,2117,7314,0.27582,0.29654
1998,female,Seldom,0.19958,1396,7314,0.19042,0.20874
1998,female,Never,0.02534,159,7314,0.02174,0.02894
2003,male,Daily,0.04402,502,10637,0.04012,0.04792
2003,male,At least once per week,0.40334,4216,10637,0.39402,0.41266
2003,male,At least once per month,0.30585,3459,10637,0.29709,0.31461
2003,male,Seldom,0.21581,2169,10637,0.20799,0.22363
2003,male,Never,0.03098,291,10637,0.02769,0.03428
2003,female,Daily,0.04753,551,11444,0.04363,0.05143
2003,female,At least once per week,0.42472,4937,11444,0.41566,0.43377
2003,female,At least once per month,0.30354,3619,11444,0.29512,0.31197
2003,female,Seldom,0.18696,2005,11444,0.17982,0.19410
2003,female,Never,0.03725,332,11444,0.03378,0.04072
2008,male,Daily,0.04118,341,9170,0.03711,0.04524
2008,male,At least once per week,0.38058,3387,9170,0.37064,0.39052
2008,male,At least once per month,0.31246,3069,9170,0.30298,0.32195
2008,male,Seldom,0.23268,2102,9170,0.22403,0.24133
2008,male,Never,0.03310,271,9170,0.02943,0.03676
2008,female,Daily,0.04462,407,10067,0.04059,0.04866
2008,female,At least once per week,0.40488,4080,10067,0.39529,0.41447
2008,female,At least once per month,0.31315,3309,10067,0.30409,0.32221
2008,female,Seldom,0.20536,2004,10067,0.19747,0.21325
2008,female,Never,0.03198,267,10067,0.02855,0.03542
2013,male,Daily,0.03850,452,11499,0.03498,0.04202
2013,male,At least once per week,0.35572,4111,11499,0.34697,0.36447
2013,male,At least once per month,0.32698,3824,11499,0.31841,0.33555
2013,male,Seldom,0.24054,2694,11499,0.23272,0.24835
2013,male,Never,0.03826,418,11499,0.03476,0.04177
2013,female,Daily,0.03715,616,13909,0.03401,0.04029
2013,female,At least once per week,0.38242,5694,13909,0.37434,0.39050
2013,female,At least once per month,0.32988,4537,13909,0.32207,0.33770
2013,female,Seldom,0.21010,2600,13909,0.20333,0.21688
2013,female,Never,0.04044,462,13909,0.03717,0.04372
2019,male,Daily,0.03515,457,12242,0.03188,0.03841
2019,male,At least once per week,0.35253,4252,12242,0.34407,0.36100
2019,male,At least once per month,0.32852,4153,12242,0.32020,0.33684
2019,male,Seldom,0.23727,2853,12242,0.22973,0.24481
2019,male,Never,0.04653,527,12242,0.04280,0.05026
2019,female,Daily,0.03961,553,13398,0.03631,0.04291
2019,female,At least once per week,0.38107,5132,13398,0.37285,0.38930
2019,female,At least once per month,0.33560,4549,13398,0.32760,0.34359
2019,female,Seldom,0.19696,2623,13398,0.19022,0.20369
2019,female,Never,0.04676,541,13398,0.04319,0.05034
2021,male,Daily,0.05686,430,8081,0.05182,0.06191
2021,male,At least once per week,0.44542,3555,8081,0.43459,0.45626
2021,male,At least once per month,0.25735,2241,8081,0.24782,0.26688
2021,male,Seldom,0.20268,1564,8081,0.19392,0.21145
2021,male,Never,0.03768,291,8081,0.03353,0.04183
2021,female,Daily,0.05724,508,9102,0.05246,0.06201
2021,female,At least once per week,0.43476,4098,9102,0.42457,0.44494
2021,female,At least once per month,0.26700,2483,9102,0.25792,0.27609
2021,female,Seldom,0.18683,1643,9102,0.17882,0.19484
2021,female,Never,0.05417,370,9102,0.04952,0.05882
