year,pli0080,migback,regtyp,proportion,n,lower_confidence,upper_confidence
1990,Daily,No migration background,Urban regions,0.3875,18165,0.38041520529639056,0.39458479470360946
1990,Daily,Direct migration background,Urban regions,0.38035714285714284,18165,0.37329713990965785,0.3874171458046278
1990,Daily,No migration background,Rural regions,0.10357142857142858,18165,0.09914028115372968,0.10800257598912748
1990,Daily,Indirect migration background,Urban regions,0.07142857142857142,18165,0.06768331109692151,0.07517383176022134
1990,Daily,Direct migration background,Rural regions,0.05357142857142857,18165,0.05029689908574652,0.05684595805711062
1990,Daily,Indirect migration background,Rural regions,0.0035714285714285713,18165,0.0027039026893539418,0.0044389544535032004
1990,At least once per week,No migration background,Urban regions,0.5046123161306407,18165,0.49734138726293275,0.5118832449983487
1990,At least once per week,Direct migration background,Urban regions,0.2854649713288457,18165,0.27889707113433193,0.29203287152335944
1990,At least once per week,No migration background,Rural regions,0.13637496883570183,18165,0.13138419013327512,0.14136574753812853
1990,At least once per week,Direct migration background,Rural regions,0.038394415357766144,18165,0.03560012914362059,0.0411887015719117
1990,At least once per week,Indirect migration background,Urban regions,0.030665669409124907,18165,0.02815839774735148,0.03317294107089833
1990,At least once per week,Indirect migration background,Rural regions,0.004487658937920718,18165,0.003515646961710279,0.005459670914131157
1990,At least once per month,No migration background,Urban regions,0.5729954614220878,18165,0.5658021277376477,0.5801887951065279
1990,At least once per month,No migration background,Rural regions,0.2061270801815431,18165,0.20024431667171327,0.21200984369137293
1990,At least once per month,Direct migration background,Urban regions,0.18305597579425115,18165,0.17743221971244616,0.18867973187605613
1990,At least once per month,Direct migration background,Rural regions,0.026096822995461424,18165,0.02377841384891813,0.02841523214200472
1990,At least once per month,Indirect migration background,Urban regions,0.00869894099848714,18165,0.007348503938016851,0.01004937805895743
1990,At least once per month,Indirect migration background,Rural regions,0.0030257186081694403,18165,0.002226998504130055,0.0038244387122088257
1990,Seldom,No migration background,Urban regions,0.5992217898832685,18165,0.5920951597521165,0.6063484200144205
1990,Seldom,No migration background,Rural regions,0.21456364647026124,18165,0.20859367933731,0.2205336136032125
1990,Seldom,Direct migration background,Urban regions,0.14396887159533073,18165,0.13886361647738676,0.1490741267132747
1990,Seldom,Direct migration background,Rural regions,0.030572540300166758,18165,0.028068958464398174,0.033076122135935346
1990,Seldom,Indirect migration background,Urban regions,0.009449694274596998,18165,0.00804272207121476,0.010856666477979235
1990,Seldom,Indirect migration background,Rural regions,0.0022234574763757642,18165,0.001538490822948177,0.0029084241298033514
1990,Never,No migration background,Urban regions,0.49193548387096775,18165,0.48466519148001824,0.49920577626191726
1990,Never,Direct migration background,Urban regions,0.28225806451612906,18165,0.2757125210586781,0.28880360797358
1990,Never,No migration background,Rural regions,0.1693548387096774,18165,0.16390046431875124,0.17480921310060357
1990,Never,Direct migration background,Rural regions,0.028225806451612902,18165,0.02581731987193796,0.030634293031287844
1990,Never,Indirect migration background,Urban regions,0.024193548387096774,18165,0.021959101697088253,0.026427995077105294
1990,Never,Indirect migration background,Rural regions,0.004032258064516129,18165,0.003110673555480683,0.004953842573551575
1995,Daily,No migration background,Urban regions,0.3531645569620253,17246,0.34603114442214283,0.3602979695019078
1995,Daily,Direct migration background,Urban regions,0.2518987341772152,17246,0.2454197776213248,0.25837769073310557
1995,Daily,No migration background,Rural regions,0.23417721518987342,17246,0.2278567602320706,0.24049767014767623
