year,quintil_oecd,sampreg,pli0080,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1990,1st Quintile,West,Daily,0.0847805678944532,181,9402,0.08460507404544759,0.0849560617434588
1990,1st Quintile,West,At least once per week,0.37905858598777725,834,9402,0.37875293232497637,0.37936423965057814
1990,1st Quintile,West,At least once per month,0.2558499351269479,432,9402,0.25557503557003963,0.2561248346838562
1990,1st Quintile,West,Seldom,0.22669995504456758,356,9402,0.2264361695823445,0.22696374050679066
1990,1st Quintile,West,Never,0.05361095594625409,79,9402,0.05346904602799207,0.05375286586451611
1990,2nd Quintile,West,Daily,0.05440681466379909,139,9402,0.05426392801246078,0.0545497013151374
1990,2nd Quintile,West,At least once per week,0.39530954780435995,825,9402,0.39500154969614454,0.39561754591257536
1990,2nd Quintile,West,At least once per month,0.30637063661761943,528,9402,0.3060802342546773,0.3066610389805616
1990,2nd Quintile,West,Seldom,0.21020685641624406,333,9402,0.20995017586711104,0.2104635369653771
1990,2nd Quintile,West,Never,0.03370614449797738,57,9402,0.033592454570488296,0.03381983442546647
1990,3rd Quintile,West,Daily,0.05073491862793811,121,9402,0.05060013707916555,0.050869700176710664
1990,3rd Quintile,West,At least once per week,0.390293351671011,819,9402,0.38999375343795806,0.3905929499040639
1990,3rd Quintile,West,At least once per month,0.30781300232654735,554,9402,0.30752951189528616,0.30809649275780854
1990,3rd Quintile,West,Seldom,0.21217999811412108,353,9402,0.21192889683348382,0.21243109939475835
1990,3rd Quintile,West,Never,0.038978729260382435,58,9402,0.03885986164672839,0.03909759687403648
1990,4th Quintile,West,Daily,0.033541137675849535,97,9402,0.033435082809919046,0.03364719254178002
1990,4th Quintile,West,At least once per week,0.4130757997839242,829,9402,0.41278576111534365,0.4133658384525048
1990,4th Quintile,West,At least once per month,0.30173664103499254,563,9402,0.30146626159104717,0.3020070204789379
1990,4th Quintile,West,Seldom,0.2378986842823682,414,9402,0.2376478699245357,0.2381494986402007
1990,4th Quintile,West,Never,0.013747737222865486,31,9402,0.01367914740719813,0.013816327038532842
1990,5th Quintile,West,Daily,0.03194432230734039,77,9402,0.03184062024798366,0.032048024366697125
1990,5th Quintile,West,At least once per week,0.41664842067103913,777,9402,0.4163576902802469,0.4169391510618314
1990,5th Quintile,West,At least once per month,0.34176981116249305,587,9402,0.34149010880898145,0.34204951351600466
1990,5th Quintile,West,Seldom,0.20963744585912744,358,9402,0.20939740344768282,0.20987748827057207
1995,1st Quintile,West,Daily,0.08429653467390179,163,13129,0.08411469331525526,0.08447837603254832
1995,1st Quintile,West,At least once per week,0.432591856731224,828,13129,0.4322675937807587,0.43291611968168936
1995,1st Quintile,West,At least once per month,0.25253600893258443,416,13129,0.2522516498057837,0.2528203680593852
1995,1st Quintile,West,Seldom,0.1782621417287811,246,13129,0.17801164238884726,0.17851264106871495
