year,bula_h,quintil_oecd,pli0080,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1990,Lower Saxony,1st Quintile,At least once per week,0.009601415265743323,94,7837,0.009572027711619496,0.00963080281986715
1990,Lower Saxony,1st Quintile,At least once per month,0.008130481924935339,55,7837,0.008103418906965065,0.008157544942905612
1990,Lower Saxony,1st Quintile,Seldom,0.00899468330998607,51,7837,0.008966230724265585,0.009023135895706554
1990,Lower Saxony,2nd Quintile,At least once per week,0.007285817625746604,58,7837,0.00726018801142365,0.0073114472400695575
1990,Lower Saxony,2nd Quintile,At least once per month,0.008128006218701711,56,7837,0.008100947287577685,0.008155065149825738
1990,Lower Saxony,2nd Quintile,Seldom,0.007174528341986501,48,7837,0.0071490937987480465,0.007199962885224956
1990,Lower Saxony,3rd Quintile,At least once per week,0.010815958397937408,74,7837,0.010784786599136547,0.010847130196738268
1990,Lower Saxony,3rd Quintile,At least once per month,0.007463039136815461,50,7837,0.007437102001164502,0.007488976272466421
1990,Lower Saxony,3rd Quintile,Seldom,0.006421676525750263,47,7837,0.006397604309487052,0.006445748742013474
1990,Lower Saxony,4th Quintile,At least once per week,0.012635232258494966,89,7837,0.012601571706201256,0.012668892810788677
1990,Lower Saxony,4th Quintile,At least once per month,0.009120684983961128,62,7837,0.009092035624340841,0.009149334343581415
1990,Lower Saxony,4th Quintile,Seldom,0.005548877782707548,34,7837,0.00552649133884279,0.0055712642265723054
1990,Lower Saxony,5th Quintile,At least once per week,0.01217312509386782,84,7837,0.01214007807633374,0.0122061721114019
1990,Lower Saxony,5th Quintile,At least once per month,0.008893560923339898,62,7837,0.008865267284815098,0.008921854561864697
1990,Lower Saxony,5th Quintile,Seldom,0.005125881906484944,34,7837,0.005104361068687038,0.00514740274428285
1990,North Rhine-Westphalia,1st Quintile,Daily,0.007078085021208924,70,7837,0.007052820780802294,0.007103349261615554
1990,North Rhine-Westphalia,1st Quintile,At least once per week,0.031056781014918898,283,7837,0.03100450310772505,0.031109058922112746
1990,North Rhine-Westphalia,1st Quintile,At least once per month,0.016688530042451993,131,7837,0.01664992487819275,0.016727135206711236
1990,North Rhine-Westphalia,1st Quintile,Seldom,0.010751952928249363,81,7837,0.010720872493311988,0.010783033363186739
1990,North Rhine-Westphalia,2nd Quintile,Daily,0.0036127213674023604,32,7837,0.0035946403805427836,0.0036308023542619373
1990,North Rhine-Westphalia,2nd Quintile,At least once per week,0.03136648756204751,281,7837,0.03131395803394138,0.03141901709015364
1990,North Rhine-Westphalia,2nd Quintile,At least once per month,0.022120205877829636,167,7837,0.022075882981893846,0.022164528773765426
1990,North Rhine-Westphalia,2nd Quintile,Seldom,0.009872525666167458,76,7837,0.009842730178278476,0.00990232115405644
1990,North Rhine-Westphalia,3rd Quintile,At least once per week,0.025634076541282438,218,7837,0.025586448722609092,0.025681704359955784
1990,North Rhine-Westphalia,3rd Quintile,At least once per month,0.019931510641444158,139,7837,0.019889390566941674,0.01997363071594664
1990,North Rhine-Westphalia,3rd Quintile,Seldom,0.011734139257101142,80,7837,0.011701686371024724,0.01176659214317756
1990,North Rhine-Westphalia,4th Quintile,At least once per week,0.025324843763757737,192,7837,0.02527749658073581,0.025372190946779664
1990,North Rhine-Westphalia,4th Quintile,At least once per month,0.02055728581844137,142,7837,0.02051452330568571,0.020600048331197027
1990,North Rhine-Westphalia,4th Quintile,Seldom,0.016379793730081096,100,7837,0.016341541325123988,0.016418046135038205
1990,North Rhine-Westphalia,5th Quintile,At least once per week,0.03170949131780569,213,7837,0.031656684708232616,0.031762297927378766
1990,North Rhine-Westphalia,5th Quintile,At least once per month,0.02523412421337954,156,7837,0.025186859711358978,0.025281388715400102
1990,North Rhine-Westphalia,5th Quintile,Seldom,0.013201892147569082,88,7837,0.013167494950549394,0.013236289344588769
1990,Hesse,1st Quintile,At least once per week,0.006669220670971327,84,7837,0.006644691927581248,0.006693749414361406
1990,Hesse,1st Quintile,At least once per month,0.003371180431538675,31,7837,0.0033537122165181116,0.0033886486465592386
1990,Hesse,1st Quintile,Seldom,0.004887067037139587,41,7837,0.004866050984713297,0.004908083089565876
1990,Hesse,2nd Quintile,At least once per week,0.006712474133642425,80,7837,0.006687866513565995,0.0067370817537188545
1990,Hesse,2nd Quintile,At least once per month,0.0046686963664158195,36,7837,0.004648152960083972,0.004689239772747667
1990,Hesse,3rd Quintile,At least once per week,0.009966584535734919,93,7837,0.009936648870496223,0.009996520200973615
1990,Hesse,3rd Quintile,At least once per month,0.005603124875179647,44,7837,0.005580629883550187,0.005625619866809106
1990,Hesse,3rd Quintile,Seldom,0.006029935731491253,40,7837,0.0060066047073123255,0.006053266755670181
1990,Hesse,4th Quintile,At least once per week,0.013353492274110108,102,7837,0.013318900803095722,0.013388083745124494
1990,Hesse,4th Quintile,At least once per month,0.0071053563249312245,54,7837,0.007080043808372184,0.007130668841490265
1990,Hesse,4th Quintile,Seldom,0.005008562698813948,40,7837,0.004987288312620035,0.005029837085007861
1990,Hesse,5th Quintile,At least once per week,0.007702220917550674,67,7837,0.00767587460710875,0.007728567227992599
1990,Hesse,5th Quintile,At least once per month,0.008982483979097266,73,7837,0.008954050519787399,0.009010917438407134
1990,Hesse,5th Quintile,Seldom,0.007278150785300034,45,7837,0.007252534560585442,0.0073037670100146255
1990,"Rhineland-Palatinate, Saarland",1st Quintile,At least once per week,0.006425817990780884,49,7837,0.006401738063632313,0.006449897917929455
1990,"Rhineland-Palatinate, Saarland",1st Quintile,Seldom,0.0061285535696424835,36,7837,0.006105033700029536,0.006152073439255431
1990,"Rhineland-Palatinate, Saarland",2nd Quintile,At least once per week,0.005840026462387042,47,7837,0.005817063582504036,0.005862989342270047
1990,"Rhineland-Palatinate, Saarland",2nd Quintile,At least once per month,0.006619164926457206,46,7837,0.0065947277908199025,0.00664360206209451
1990,"Rhineland-Palatinate, Saarland",3rd Quintile,At least once per week,0.007227179653607094,61,7837,0.007201652630333354,0.007252706676880834
1990,"Rhineland-Palatinate, Saarland",3rd Quintile,At least once per month,0.006717923666147325,50,7837,0.0066933061267608505,0.006742541205533799
1990,"Rhineland-Palatinate, Saarland",4th Quintile,At least once per week,0.009858030774972264,68,7837,0.00982825695012593,0.009887804599818598
1990,"Rhineland-Palatinate, Saarland",4th Quintile,Seldom,0.0064670652614066656,40,7837,0.006442908674894893,0.006491221847918438
1990,"Rhineland-Palatinate, Saarland",5th Quintile,At least once per week,0.006791103102641697,48,7837,0.006766352756773395,0.006815853448509999
1990,Baden-Wuerttemberg,1st Quintile,Daily,0.003342251170614654,34,7837,0.0033248578150336583,0.0033596445261956497
1990,Baden-Wuerttemberg,1st Quintile,At least once per week,0.012249076933628209,153,7837,0.012215928255632865,0.012282225611623553
1990,Baden-Wuerttemberg,1st Quintile,At least once per month,0.008050765460837262,72,7837,0.008023834359111106,0.008077696562563418
1990,Baden-Wuerttemberg,1st Quintile,Seldom,0.005547967833004222,41,7837,0.005525583214528214,0.00557035245148023
1990,Baden-Wuerttemberg,2nd Quintile,Daily,0.0018440559825634876,32,7837,0.0018311266216377129,0.0018569853434892624
1990,Baden-Wuerttemberg,2nd Quintile,At least once per week,0.012883660584513755,146,7837,0.012849675009874762,0.012917646159152748
1990,Baden-Wuerttemberg,2nd Quintile,At least once per month,0.011516394368883142,107,7837,0.011484240457588219,0.011548548280178065
1990,Baden-Wuerttemberg,2nd Quintile,Seldom,0.009723538601219278,74,7837,0.009693966566388513,0.009753110636050043
1990,Baden-Wuerttemberg,3rd Quintile,Daily,0.0023682631363359926,31,7837,0.0023536147118889397,0.0023829115607830456
1990,Baden-Wuerttemberg,3rd Quintile,At least once per week,0.0162582006666718,186,7837,0.01622008815135154,0.016296313181992064
1990,Baden-Wuerttemberg,3rd Quintile,At least once per month,0.013004279866985664,114,7837,0.012970137659432293,0.013038422074539036
1990,Baden-Wuerttemberg,3rd Quintile,Seldom,0.008374636631627802,67,7837,0.008347173654884835,0.008402099608370768
1990,Baden-Wuerttemberg,4th Quintile,At least once per week,0.01544676927205462,158,7837,0.015409604691105291,0.015483933853003947
1990,Baden-Wuerttemberg,4th Quintile,At least once per month,0.011583375319726306,90,7837,0.011551129130766447,0.011615621508686166
1990,Baden-Wuerttemberg,4th Quintile,Seldom,0.010129337397338137,76,7837,0.010099160780064238,0.010159514014612035
1990,Baden-Wuerttemberg,5th Quintile,At least once per week,0.017622429934033013,144,7837,0.01758277813239447,0.017662081735671555
1990,Baden-Wuerttemberg,5th Quintile,At least once per month,0.014730831294887406,95,7837,0.01469452500390589,0.014767137585868922
1990,Baden-Wuerttemberg,5th Quintile,Seldom,0.009956845544301169,67,7837,0.009926924361503418,0.00998676672709892
1990,Bavaria,1st Quintile,At least once per week,0.010872560626534352,90,7837,0.010841308263999984,0.01090381298906872
1990,Bavaria,1st Quintile,At least once per month,0.008463523516352534,64,7837,0.008435916418150259,0.00849113061455481
1990,Bavaria,1st Quintile,Seldom,0.01115695950782994,72,7837,0.0111253055937806,0.011188613421879282
1990,Bavaria,2nd Quintile,At least once per week,0.017437439688955066,146,7837,0.017397992843847652,0.01747688653406248
1990,Bavaria,2nd Quintile,At least once per month,0.010225733672132092,77,7837,0.010195415282672234,0.01025605206159195
1990,Bavaria,2nd Quintile,Seldom,0.008947872319870013,59,7837,0.008919493198329609,0.008976251441410418
1990,Bavaria,3rd Quintile,At least once per week,0.01350435668657559,117,7837,0.013469573021103975,0.013539140352047205
1990,Bavaria,3rd Quintile,At least once per month,0.012219815750287074,98,7837,0.012186706199134277,0.012252925301439871
1990,Bavaria,3rd Quintile,Seldom,0.00862089469568854,60,7837,0.008593034326929401,0.008648755064447679
1990,Bavaria,4th Quintile,At least once per week,0.01912722999992557,143,7837,0.019085951568206437,0.0191685084316447
1990,Bavaria,4th Quintile,At least once per month,0.0171199554241622,128,7837,0.01708086301971592,0.01715904782860848
1990,Bavaria,4th Quintile,Seldom,0.011255322493868885,83,7837,0.011223530932295821,0.011287114055441949
1990,Bavaria,5th Quintile,At least once per week,0.019432497675755236,147,7837,0.01939089762410535,0.01947409772740512
1990,Bavaria,5th Quintile,At least once per month,0.019130107370109818,125,7837,0.019088825894233722,0.019171388845985914
1990,Bavaria,5th Quintile,Seldom,0.011980440111729898,76,7837,0.01194765248613776,0.012013227737322036
1990,Berlin,4th Quintile,At least once per week,0.006691777683440311,43,7837,0.006667207772796965,0.0067163475940836565
1995,Lower Saxony,1st Quintile,At least once per week,0.010724327635233212,97,10697,0.010696373076612229,0.010752282193854195
1995,Lower Saxony,1st Quintile,At least once per month,0.004228902403035792,41,10697,0.004211290652402211,0.004246514153669373
1995,Lower Saxony,2nd Quintile,At least once per week,0.00646302763754974,76,10697,0.006441279655734858,0.006484775619364622
1995,Lower Saxony,2nd Quintile,At least once per month,0.007427422708833791,72,10697,0.007404119853187686,0.007450725564479895
1995,Lower Saxony,3rd Quintile,At least once per week,0.006849526882626096,77,10697,0.006827142415910896,0.006871911349341297
1995,Lower Saxony,3rd Quintile,At least once per month,0.010208021540590055,74,10697,0.010180741080410519,0.010235302000769591
1995,Lower Saxony,3rd Quintile,Seldom,0.00592067389138185,43,10697,0.0058998527262039855,0.005941495056559714
1995,Lower Saxony,4th Quintile,At least once per week,0.010937654125920909,105,10697,0.010909425946758894,0.010965882305082924
1995,Lower Saxony,4th Quintile,At least once per month,0.005533008694130524,53,10697,0.0055128767924547085,0.005553140595806339
1995,Lower Saxony,4th Quintile,Seldom,0.005803561175953525,40,10697,0.005782945749502146,0.005824176602404903
1995,Lower Saxony,5th Quintile,At least once per week,0.011888614766840937,103,10697,0.011859199179993547,0.011918030353688326
1995,Lower Saxony,5th Quintile,At least once per month,0.01022646874083772,87,10697,0.01019916389659433,0.01025377358508111
1995,Lower Saxony,5th Quintile,Seldom,0.004058875859671485,39,10697,0.004041620315682053,0.004076131403660917
1995,North Rhine-Westphalia,1st Quintile,Daily,0.004630840879650569,54,10697,0.0046124148842905085,0.00464926687501063
1995,North Rhine-Westphalia,1st Quintile,At least once per week,0.018541666340953583,232,10697,0.01850505469512823,0.018578277986778937
1995,North Rhine-Westphalia,1st Quintile,At least once per month,0.014967849594499417,148,10697,0.014934895161317144,0.01500080402768169
1995,North Rhine-Westphalia,1st Quintile,Seldom,0.006848412507681033,73,10697,0.006826029849388539,0.006870795165973528
1995,North Rhine-Westphalia,2nd Quintile,Daily,0.0029439730628839983,40,10697,0.0029292690580920485,0.002958677067675948
1995,North Rhine-Westphalia,2nd Quintile,At least once per week,0.022191384829192393,267,10697,0.022151406184218514,0.022231363474166273
1995,North Rhine-Westphalia,2nd Quintile,At least once per month,0.01467622139107261,145,10697,0.014643584743094415,0.014708858039050804
1995,North Rhine-Westphalia,2nd Quintile,Seldom,0.006549891937401135,63,10697,0.006527999252002954,0.006571784622799317
1995,North Rhine-Westphalia,3rd Quintile,Daily,0.004206365070935393,49,10697,0.0041888001138806865,0.0042239300279901
1995,North Rhine-Westphalia,3rd Quintile,At least once per week,0.02394213133280467,213,10697,0.02390064279530091,0.02398361987030843
1995,North Rhine-Westphalia,3rd Quintile,At least once per month,0.013861414666788625,136,10697,0.013829683817815805,0.013893145515761445
1995,North Rhine-Westphalia,3rd Quintile,Seldom,0.009311131859882929,77,10697,0.009285065594164798,0.00933719812560106
1995,North Rhine-Westphalia,4th Quintile,Daily,0.004667982429028246,44,10697,0.004649483033767322,0.004686481824289171
1995,North Rhine-Westphalia,4th Quintile,At least once per week,0.021083158695229576,196,10697,0.021044169014668646,0.021122148375790507
1995,North Rhine-Westphalia,4th Quintile,At least once per month,0.018712845414908873,162,10697,0.01867606836323523,0.018749622466582516
1995,North Rhine-Westphalia,4th Quintile,Seldom,0.011488784629334196,83,10697,0.01145986206587017,0.011517707192798222
