"year","hhtyp","quintil","mean","median","n","lower_confidence","upper_confidence"
"1995","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","717.46","746.67","892","707.72","727.2"
"1995","(Ehe-)Paar ohne Kind(er)","2","1030.67","1021","876","1026.05","1035.29"
"1995","(Ehe-)Paar ohne Kind(er)","3","1309.37","1324.33","836","1303.57","1315.17"
"1995","(Ehe-)Paar ohne Kind(er)","4","1684.38","1694","704","1674.41","1694.35"
"1995","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","2876.96","2352","346","2742.7","3011.22"
"1995","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","638.11","663.5","509","624.51","651.71"
"1995","1-Pers.- Haushalt","2","1034.23","1020.5","423","1026.38","1042.08"
"1995","1-Pers.- Haushalt","3","1323.05","1277.5","224","1312.47","1333.63"
"1995","1-Pers.- Haushalt","4","1681.13","1610.5","144","1657.6","1704.66"
"1995","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","2909.39","2451.5","104","2571.16","3247.62"
"1995","Alleinerziehende","1 Einkommensschwächstes Quintil","608","603.94","543","594.32","621.68"
"1995","Alleinerziehende","2","1004.9","1021.15","203","994.38","1015.42"
"1995","Alleinerziehende","3","1316.72","1349.71","114","1303.19","1330.25"
"1995","Alleinerziehende","4","1724.91","1704.14","58","1691.02","1758.8"
"1995","Alleinerziehende","5 Einkommensstärkstes Quintil","","","","",""
"1995","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","682.9","715.83","4668","678.61","687.19"
"1995","Paar mit Kind(ern)","2","1021.27","1022.39","3113","1018.43","1024.11"
"1995","Paar mit Kind(ern)","3","1319.25","1308.65","1623","1314.93","1323.57"
"1995","Paar mit Kind(ern)","4","1698.85","1668.45","783","1689.24","1708.46"
"1995","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","2461.89","2251.6","336","2377.42","2546.36"
"1995","Sonstige","1 Einkommensschwächstes Quintil","681.97","698.75","493","669.39","694.55"
"1995","Sonstige","2","1032.39","1022.45","335","1023.8","1040.98"
"1995","Sonstige","3","1312.5","1313.96","220","1301.69","1323.31"
"1995","Sonstige","4","1684.64","1654.36","106","1655.39","1713.89"
"1995","Sonstige","5 Einkommensstärkstes Quintil","2578.44","2201.39","35","2323.6","2833.28"
"1996","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","714.54","748.33","866","704.64","724.44"
"1996","(Ehe-)Paar ohne Kind(er)","2","1036.64","1021","864","1032.11","1041.17"
"1996","(Ehe-)Paar ohne Kind(er)","3","1306.95","1324.67","832","1301.08","1312.82"
"1996","(Ehe-)Paar ohne Kind(er)","4","1674.45","1687","730","1665.13","1683.77"
"1996","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","2624.93","2382.67","390","2499.19","2750.67"
"1996","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","643.62","663.5","510","629.36","657.88"
"1996","1-Pers.- Haushalt","2","1037","1020","412","1029.35","1044.65"
"1996","1-Pers.- Haushalt","3","1328.56","1306.5","238","1318.35","1338.77"
"1996","1-Pers.- Haushalt","4","1675.44","1667","156","1654.14","1696.74"
"1996","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","2676.95","2345.5","117","2454.98","2898.92"
"1996","Alleinerziehende","1 Einkommensschwächstes Quintil","644.32","667.71","551","630.75","657.89"
"1996","Alleinerziehende","2","1014.6","1022.4","188","1003.06","1026.14"
"1996","Alleinerziehende","3","1309.16","1286.67","125","1293.07","1325.25"
"1996","Alleinerziehende","4","1704.05","1691.33","71","1670.48","1737.62"
"1996","Alleinerziehende","5 Einkommensstärkstes Quintil","","","","",""
"1996","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","698.31","730.42","3960","693.78","702.84"
"1996","Paar mit Kind(ern)","2","1029.24","1022.5","3203","1026.43","1032.05"
"1996","Paar mit Kind(ern)","3","1320.11","1301","1759","1316","1324.22"
"1996","Paar mit Kind(ern)","4","1675.58","1649.04","836","1666.24","1684.92"
"1996","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","2618.02","2260.91","399","2513.1","2722.94"
"1996","Sonstige","1 Einkommensschwächstes Quintil","647.66","673.08","487","634.39","660.93"
"1996","Sonstige","2","1041.57","1022.62","269","1031.64","1051.5"
"1996","Sonstige","3","1309.64","1311.5","202","1297.1","1322.18"
"1996","Sonstige","4","1719.56","1704.17","108","1692.16","1746.96"
"1996","Sonstige","5 Einkommensstärkstes Quintil","2599.01","2329.11","42","2377.66","2820.36"
"1997","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","736.04","779.67","776","726.14","745.94"
"1997","(Ehe-)Paar ohne Kind(er)","2","1038.68","1020","908","1034.12","1043.24"
"1997","(Ehe-)Paar ohne Kind(er)","3","1312.43","1326","932","1306.71","1318.15"
"1997","(Ehe-)Paar ohne Kind(er)","4","1691.84","1687","744","1682.14","1701.54"
"1997","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","2577.32","2335","398","2471.17","2683.47"
"1997","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","645.7","664.5","466","631.35","660.05"
"1997","1-Pers.- Haushalt","2","1035.14","1020","412","1027.2","1043.08"
"1997","1-Pers.- Haushalt","3","1323.89","1306","253","1314.09","1333.69"
"1997","1-Pers.- Haushalt","4","1676.2","1629","162","1654.47","1697.93"
"1997","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","2747.51","2552.5","109","2507.74","2987.28"
"1997","Alleinerziehende","1 Einkommensschwächstes Quintil","643.22","641.35","508","628.72","657.72"
"1997","Alleinerziehende","2","1004.76","1008.38","210","994.53","1014.99"
"1997","Alleinerziehende","3","1319.41","1304.72","138","1303.47","1335.35"
"1997","Alleinerziehende","4","1708.04","1689.19","78","1679.64","1736.44"
"1997","Alleinerziehende","5 Einkommensstärkstes Quintil","2311.51","2155.29","33","2119.84","2503.18"
"1997","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","706.57","730.42","3808","701.95","711.19"
"1997","Paar mit Kind(ern)","2","1031.39","1022.45","3010","1028.5","1034.28"
"1997","Paar mit Kind(ern)","3","1324.51","1328.1","1746","1320.36","1328.66"
"1997","Paar mit Kind(ern)","4","1700.6","1697.74","847","1691.08","1710.12"
"1997","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","2605.66","2295.22","395","2513.5","2697.82"
"1997","Sonstige","1 Einkommensschwächstes Quintil","700.88","735.91","429","685.97","715.79"
"1997","Sonstige","2","1003.97","990.66","287","995.05","1012.89"
"1997","Sonstige","3","1310.2","1278.27","222","1298.81","1321.59"
"1997","Sonstige","4","1659.13","1612.42","104","1633.34","1684.92"
"1997","Sonstige","5 Einkommensstärkstes Quintil","2294.92","2134.75","32","2107.91","2481.93"
"1998","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","730.98","741.33","936","722.08","739.88"
"1998","(Ehe-)Paar ohne Kind(er)","2","1038.94","1019.33","920","1034.5","1043.38"
"1998","(Ehe-)Paar ohne Kind(er)","3","1308","1327.67","1122","1302.81","1313.19"
"1998","(Ehe-)Paar ohne Kind(er)","4","1695.43","1695.67","854","1686.65","1704.21"
"1998","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","2561.55","2369","526","2502.89","2620.21"
"1998","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","645.8","663.5","549","633.25","658.35"
"1998","1-Pers.- Haushalt","2","1029.59","1022.5","491","1022.19","1036.99"
"1998","1-Pers.- Haushalt","3","1322.15","1275","305","1312.78","1331.52"
"1998","1-Pers.- Haushalt","4","1675.67","1622.5","218","1656.8","1694.54"
"1998","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","2656.63","2403","143","2502.57","2810.69"
"1998","Alleinerziehende","1 Einkommensschwächstes Quintil","653","656.25","576","640.47","665.53"
"1998","Alleinerziehende","2","1011.77","1022.4","269","1003.03","1020.51"
"1998","Alleinerziehende","3","1300.38","1276.31","160","1286.77","1313.99"
"1998","Alleinerziehende","4","1653.25","1593.12","66","1614.5","1692"
"1998","Alleinerziehende","5 Einkommensstärkstes Quintil","2450.63","2266.75","34","2281.17","2620.09"
"1998","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","701.63","730.42","4036","697.3","705.96"
"1998","Paar mit Kind(ern)","2","1029.25","1022.5","3171","1026.45","1032.05"
"1998","Paar mit Kind(ern)","3","1307.06","1278.33","1833","1303.2","1310.92"
"1998","Paar mit Kind(ern)","4","1689.3","1683.75","1111","1680.85","1697.75"
"1998","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","2555.88","2295.7","431","2489.96","2621.8"
"1998","Sonstige","1 Einkommensschwächstes Quintil","690.04","721.85","342","674.77","705.31"
"1998","Sonstige","2","1025.83","1022.45","323","1017.66","1034"
"1998","Sonstige","3","1302.39","1288.77","177","1291.33","1313.45"
"1998","Sonstige","4","1687.04","1692.55","134","1665.95","1708.13"
"1998","Sonstige","5 Einkommensstärkstes Quintil","","","","",""
"1999","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","736.14","782.33","746","725.34","746.94"
