"year","bula_h","hhtyp","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"1995","Baden-Württemberg","(Ehe-)Paar ohne Kind(er)","1412.83","1312.33","428","1359.01","1466.65"
"1995","Baden-Württemberg","1-Pers.- Haushalt","1169.6","1083","172","1086.24","1252.96"
"1995","Baden-Württemberg","Alleinerziehende","1278.37","854.58","118","932.09","1624.65"
"1995","Baden-Württemberg","Paar mit Kind(ern)","1106.13","1016.43","1499","1084.89","1127.37"
"1995","Baden-Württemberg","Sonstige","1155.09","1022.53","210","1071.1","1239.08"
"1995","Bayern","(Ehe-)Paar ohne Kind(er)","1441.96","1286.67","458","1374.83","1509.09"
"1995","Bayern","1-Pers.- Haushalt","1262.18","1067","198","1175.22","1349.14"
"1995","Bayern","Alleinerziehende","1006.63","890.5","120","919.63","1093.63"
"1995","Bayern","Paar mit Kind(ern)","1101.3","1022.45","1336","1077.24","1125.36"
"1995","Bayern","Sonstige","1175.26","1157.4","151","1110.75","1239.77"
"1995","Berlin","(Ehe-)Paar ohne Kind(er)","1391.64","1329.33","148","1258.03","1525.25"
"1995","Berlin","1-Pers.- Haushalt","1186.91","1080","95","1034.23","1339.59"
"1995","Berlin","Alleinerziehende","810.89","821","65","733.83","887.95"
"1995","Berlin","Paar mit Kind(ern)","1164.38","1128.06","395","1120.62","1208.14"
"1995","Berlin","Sonstige","1135.75","1134.69","53","1041.55","1229.95"
"1995","Brandenburg","(Ehe-)Paar ohne Kind(er)","1068.53","971.67","158","1007.65","1129.41"
"1995","Brandenburg","1-Pers.- Haushalt","882.03","792.5","46","788.63","975.43"
"1995","Brandenburg","Alleinerziehende","883.17","875.08","67","801.16","965.18"
"1995","Brandenburg","Paar mit Kind(ern)","903.68","864.52","447","875.45","931.91"
"1995","Brandenburg","Sonstige","1130.58","1029.02","49","954.39","1306.77"
"1995","Bremen","(Ehe-)Paar ohne Kind(er)","1268.98","1227","38","1100.88","1437.08"
"1995","Bremen","1-Pers.- Haushalt","","","","",""
"1995","Bremen","Alleinerziehende","","","","",""
"1995","Bremen","Paar mit Kind(ern)","1194.92","995.72","37","984.68","1405.16"
"1995","Bremen","Sonstige","","","","",""
"1995","Hamburg","(Ehe-)Paar ohne Kind(er)","1495.42","1312.33","40","1356.21","1634.63"
"1995","Hamburg","1-Pers.- Haushalt","1155.28","1103","40","995.34","1315.22"
"1995","Hamburg","Alleinerziehende","","","","",""
"1995","Hamburg","Paar mit Kind(ern)","1185.78","1012.19","68","1083.36","1288.2"
"1995","Hamburg","Sonstige","","","","",""
"1995","Hessen","(Ehe-)Paar ohne Kind(er)","1609.3","1346.33","314","1493.27","1725.33"
