"year","quintil","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"1995","1 Einkommensschwächstes Quintil","674.64","706.1","7105","671.1","678.18"
"1995","2","1025.42","1022.64","4950","1023.22","1027.62"
"1995","3","1316.37","1314.38","3017","1313.3","1319.44"
"1995","4","1690.78","1685.5","1795","1684.42","1697.14"
"1995","5 Einkommensstärkstes Quintil","2763.02","2335","845","2674.49","2851.55"
"1996","1 Einkommensschwächstes Quintil","682.9","715.83","6374","679.2","686.6"
"1996","2","1032.01","1022.64","4936","1029.81","1034.21"
"1996","3","1316.51","1306.33","3156","1313.46","1319.56"
"1996","4","1678","1671","1901","1671.95","1684.05"
"1996","5 Einkommensstärkstes Quintil","2633.08","2385.4","972","2560.64","2705.52"
"1997","1 Einkommensschwächstes Quintil","694.2","715.86","5987","690.38","698.02"
"1997","2","1030.76","1022.64","4827","1028.53","1032.99"
"1997","3","1319.78","1328","3291","1316.77","1322.79"
"1997","4","1692.27","1698","1935","1686.13","1698.41"
"1997","5 Einkommensstärkstes Quintil","2603.34","2306.93","967","2539","2667.68"
"1998","1 Einkommensschwächstes Quintil","692.31","714.33","6439","688.78","695.84"
"1998","2","1030.05","1022.65","5174","1027.92","1032.18"
"1998","3","1309.12","1295","3597","1306.33","1311.91"
"1998","4","1688.1","1702","2383","1682.54","1693.66"
"1998","5 Einkommensstärkstes Quintil","2575.63","2336.39","1163","2534.25","2617.01"
"1999","1 Einkommensschwächstes Quintil","695.6","715.83","5258","691.62","699.58"
"1999","2","1029.27","1022.64","5303","1027.16","1031.38"
"1999","3","1313.04","1295.09","3663","1310.24","1315.84"
"1999","4","1694.14","1700.8","2438","1688.72","1699.56"
"1999","5 Einkommensstärkstes Quintil","2605.41","2349.33","1326","2563.3","2647.52"
"2000","1 Einkommensschwächstes Quintil","692.1","715.86","8689","688.93","695.27"
"2000","2","1030.02","1022.64","8714","1028.38","1031.66"
"2000","3","1314.21","1296.55","6738","1312.13","1316.29"
"2000","4","1694.56","1703.8","4752","1690.76","1698.36"
"2000","5 Einkommensstärkstes Quintil","2675.3","2384.33","2914","2641.31","2709.29"
"2001","1 Einkommensschwächstes Quintil","696.59","730.42","7277","693.19","699.99"
"2001","2","1034.93","1022.64","7647","1033.14","1036.72"
"2001","3","1316.04","1311.87","6305","1313.89","1318.19"
"2001","4","1692.26","1703.67","4636","1688.19","1696.33"
"2001","5 Einkommensstärkstes Quintil","2654.99","2381.75","2863","2621.97","2688.01"
"2002","1 Einkommensschwächstes Quintil","676.9","706.78","6246","673.11","680.69"
"2002","2","1031.82","1017.83","6580","1029.93","1033.71"
"2002","3","1315.52","1312.31","5965","1313.29","1317.75"
"2002","4","1717.03","1666.67","5859","1712.77","1721.29"
"2002","5 Einkommensstärkstes Quintil","2971.65","2498.33","5466","2913.2","3030.1"
"2003","1 Einkommensschwächstes Quintil","682.41","714.14","5780","678.53","686.29"
"2003","2","1029.93","1019","6126","1027.98","1031.88"
"2003","3","1317.17","1319.57","6132","1314.93","1319.41"
"2003","4","1718.68","1666.67","5838","1714.52","1722.84"
"2003","5 Einkommensstärkstes Quintil","2945.48","2545","4916","2891.53","2999.43"
"2004","1 Einkommensschwächstes Quintil","678.12","714.29","5565","674.04","682.2"
"2004","2","1033.5","1029.55","5923","1031.46","1035.54"
"2004","3","1314.85","1318.33","5887","1312.56","1317.14"
"2004","4","1728.45","1698.67","5687","1724.22","1732.68"
"2004","5 Einkommensstärkstes Quintil","2976.21","2582.32","4869","2912.76","3039.66"
"2005","1 Einkommensschwächstes Quintil","678.25","705.72","5387","674.17","682.33"
"2005","2","1026.24","1000","5494","1024.12","1028.36"
"2005","3","1316.68","1318.67","5539","1314.35","1319.01"
"2005","4","1728.4","1697.83","5455","1724.07","1732.73"
"2005","5 Einkommensstärkstes Quintil","2858.61","2514.76","4831","2819.5","2897.72"
"2006","1 Einkommensschwächstes Quintil","683.6","709.29","5718","679.66","687.54"
"2006","2","1025.91","1000","5929","1023.9","1027.92"
"2006","3","1317.04","1319.5","5914","1314.79","1319.29"
"2006","4","1725.07","1699.57","6058","1720.97","1729.17"
"2006","5 Einkommensstärkstes Quintil","2945.86","2535.9","5049","2907.61","2984.11"
"2007","1 Einkommensschwächstes Quintil","689.31","714.29","4896","685.22","693.4"
"2007","2","1034.22","1036.9","5413","1032.12","1036.32"
"2007","3","1313.07","1303.96","5605","1310.76","1315.38"
"2007","4","1732.29","1699","5736","1728.04","1736.54"
"2007","5 Einkommensstärkstes Quintil","2955.29","2595","4965","2913.12","2997.46"
"2008","1 Einkommensschwächstes Quintil","681.05","709.84","4284","676.52","685.58"
"2008","2","1033.63","1024.5","4676","1031.32","1035.94"
"2008","3","1309.52","1299.52","5399","1307.18","1311.86"
"2008","4","1736.97","1698.48","5548","1732.65","1741.29"
"2008","5 Einkommensstärkstes Quintil","2940.46","2528.67","4970","2888.91","2992.01"
