year,hhtyp,quintil_oecd_hh,hlf0186,proportion,n,N,proportion_lower_confidence,proportion_lower_confidence,proportion_upper_confidence,proportion_upper_confidence
2001,Single-person household,1st Quintile,Yes,0.55520,456,11286,0,0.53792,0,0.57224
2001,Single-person household,1st Quintile,No,0.44480,369,11286,0,0.42161,0,0.46719
2001,Single-person household,2nd Quintile,Yes,0.79126,481,11286,0,0.76040,0,0.82269
2001,Single-person household,2nd Quintile,No,0.20874,136,11286,0,0.18863,0,0.22866
2001,Single-person household,3rd Quintile,Yes,0.82503,419,11286,0,0.78676,0,0.85723
2001,Single-person household,3rd Quintile,No,0.17497,102,11286,0,0.15700,0,0.19843
2001,Single-person household,4th Quintile,Yes,0.80823,385,11286,0,0.77119,0,0.84873
2001,Single-person household,4th Quintile,No,0.19177,97,11286,0,0.17308,0,0.21140
2001,Single-person household,5th Quintile,Yes,0.93928,418,11286,0,0.90580,0,0.97922
2001,Single-person household,5th Quintile,No,0.06072,31,11286,0,0.04816,0,0.07304
2001,Couple without children,1st Quintile,Yes,0.69684,265,11286,0,0.64831,0,0.74647
2001,Couple without children,1st Quintile,No,0.30316,144,11286,0,0.27304,0,0.32825
2001,Couple without children,2nd Quintile,Yes,0.82992,510,11286,0,0.79741,0,0.87268
2001,Couple without children,2nd Quintile,No,0.17008,101,11286,0,0.15246,0,0.19016
2001,Couple without children,3rd Quintile,Yes,0.86383,637,11286,0,0.82543,0,0.89868
2001,Couple without children,3rd Quintile,No,0.13617,97,11286,0,0.11953,0,0.15288
2001,Couple without children,4th Quintile,Yes,0.91082,767,11286,0,0.87837,0,0.94468
2001,Couple without children,4th Quintile,No,0.08918,75,11286,0,0.07264,0,0.10712
2001,Couple without children,5th Quintile,Yes,0.92918,899,11286,0,0.89075,0,0.95990
2001,Couple without children,5th Quintile,No,0.07082,67,11286,0,0.05865,0,0.08198
2001,Single parent,1st Quintile,Yes,0.27354,88,11286,0,0.23928,0,0.30174
2001,Single parent,1st Quintile,No,0.72646,211,11286,0,0.66788,0,0.79083
2001,Single parent,2nd Quintile,Yes,0.59512,98,11286,0,0.52509,0,0.68063
2001,Single parent,2nd Quintile,No,0.40488,68,11286,0,0.34898,0,0.46874
2001,Single parent,3rd Quintile,Yes,1.00000,95,11286,0,0.90626,0,1.08700
2001,Single parent,4th Quintile,Yes,1.00000,59,11286,0,0.83640,0,1.13240
2001,Single parent,5th Quintile,Yes,1.00000,43,11286,0,0.86042,0,1.17872
2001,Couple with children,1st Quintile,Yes,0.41844,259,11286,0,0.38863,0,0.45177
2001,Couple with children,1st Quintile,No,0.58156,340,11286,0,0.53789,0,0.63118
2001,Couple with children,2nd Quintile,Yes,0.66920,679,11286,0,0.64229,0,0.70177
2001,Couple with children,2nd Quintile,No,0.33080,307,11286,0,0.30244,0,0.36104
2001,Couple with children,3rd Quintile,Yes,0.80472,817,11286,0,0.76971,0,0.83823
2001,Couple with children,3rd Quintile,No,0.19528,198,11286,0,0.17959,0,0.21205
2001,Couple with children,4th Quintile,Yes,0.85366,752,11286,0,0.81692,0,0.89300
2001,Couple with children,4th Quintile,No,0.14634,135,11286,0,0.13091,0,0.16320
2001,Couple with children,5th Quintile,Yes,0.91658,592,11286,0,0.87640,0,0.95154
2001,Couple with children,5th Quintile,No,0.08342,56,11286,0,0.06712,0,0.09899
2001,Multi-generational household,3rd Quintile,Yes,1.00000,33,11286,0,0.79684,0,1.17684
2003,Single-person household,1st Quintile,Yes,0.49174,387,11447,0,0.47165,0,0.51795
2003,Single-person household,1st Quintile,No,0.50826,413,11447,0,0.48008,0,0.53302
2003,Single-person household,2nd Quintile,Yes,0.74243,405,11447,0,0.71230,0,0.78320
2003,Single-person household,2nd Quintile,No,0.25757,146,11447,0,0.23043,0,0.27843
2003,Single-person household,3rd Quintile,Yes,0.75964,393,11447,0,0.72282,0,0.79333
2003,Single-person household,3rd Quintile,No,0.24036,138,11447,0,0.21810,0,0.26230
2003,Single-person household,4th Quintile,Yes,0.77577,392,11447,0,0.73794,0,0.81475
2003,Single-person household,4th Quintile,No,0.22423,114,11447,0,0.20348,0,0.24809
2003,Single-person household,5th Quintile,Yes,0.85758,429,11447,0,0.81524,0,0.90249
2003,Single-person household,5th Quintile,No,0.14242,68,11447,0,0.11897,0,0.16291
2003,Couple without children,1st Quintile,Yes,0.59146,239,11447,0,0.54586,0,0.63666
2003,Couple without children,1st Quintile,No,0.40854,176,11447,0,0.36797,0,0.45710
2003,Couple without children,2nd Quintile,Yes,0.79610,488,11447,0,0.75390,0,0.83777
2003,Couple without children,2nd Quintile,No,0.20390,127,11447,0,0.17695,0,0.23048
2003,Couple without children,3rd Quintile,Yes,0.83182,559,11447,0,0.80032,0,0.87673
2003,Couple without children,3rd Quintile,No,0.16818,118,11447,0,0.14801,0,0.18792
2003,Couple without children,4th Quintile,Yes,0.85567,641,11447,0,0.81520,0,0.89600
2003,Couple without children,4th Quintile,No,0.14433,112,11447,0,0.12277,0,0.16237
2003,Couple without children,5th Quintile,Yes,0.88570,1217,11447,0,0.84738,0,0.92393
2003,Couple without children,5th Quintile,No,0.11430,122,11447,0,0.09525,0,0.13264
2003,Single parent,1st Quintile,Yes,0.22704,70,11447,0,0.19527,0,0.25312
2003,Single parent,1st Quintile,No,0.77296,233,11447,0,0.70846,0,0.82979
2003,Single parent,2nd Quintile,Yes,0.44289,73,11447,0,0.38723,0,0.50715
2003,Single parent,2nd Quintile,No,0.55711,73,11447,0,0.46714,0,0.62999
2003,Single parent,3rd Quintile,Yes,0.73683,72,11447,0,0.64521,0,0.85518
2003,Single parent,3rd Quintile,No,0.26317,31,11447,0,0.21064,0,0.31290
2003,Single parent,4th Quintile,Yes,1.00000,54,11447,0,0.81778,0,1.19930
2003,Single parent,5th Quintile,Yes,1.00000,58,11447,0,0.82091,0,1.25111
2003,Couple with children,1st Quintile,Yes,0.28403,135,11447,0,0.25522,0,0.31517
2003,Couple with children,1st Quintile,No,0.71597,307,11447,0,0.66006,0,0.77732
2003,Couple with children,2nd Quintile,Yes,0.58002,507,11447,0,0.53848,0,0.62183
2003,Couple with children,2nd Quintile,No,0.41998,336,11447,0,0.38971,0,0.45462
2003,Couple with children,3rd Quintile,Yes,0.71115,634,11447,0,0.66614,0,0.75490
2003,Couple with children,3rd Quintile,No,0.28885,255,11447,0,0.26424,0,0.31649
2003,Couple with children,4th Quintile,Yes,0.82672,704,11447,0,0.78001,0,0.88062
2003,Couple with children,4th Quintile,No,0.17328,158,11447,0,0.14884,0,0.19948
2003,Couple with children,5th Quintile,Yes,0.86041,934,11447,0,0.80494,0,0.91882
2003,Couple with children,5th Quintile,No,0.13959,129,11447,0,0.11845,0,0.16047
2005,Single-person household,1st Quintile,Yes,0.42259,333,10887,0,0.39652,0,0.45171
2005,Single-person household,1st Quintile,No,0.57741,458,10887,0,0.54445,0,0.61194
2005,Single-person household,2nd Quintile,Yes,0.68798,368,10887,0,0.65134,0,0.72589
2005,Single-person household,2nd Quintile,No,0.31202,190,10887,0,0.28075,0,0.34401
2005,Single-person household,3rd Quintile,Yes,0.79097,400,10887,0,0.75137,0,0.83087
2005,Single-person household,3rd Quintile,No,0.20903,117,10887,0,0.18401,0,0.23064
2005,Single-person household,4th Quintile,Yes,0.78128,375,10887,0,0.74027,0,0.82216
2005,Single-person household,4th Quintile,No,0.21872,106,10887,0,0.19222,0,0.24934
2005,Single-person household,5th Quintile,Yes,0.90188,481,10887,0,0.86086,0,0.95313
2005,Single-person household,5th Quintile,No,0.09812,52,10887,0,0.08114,0,0.11674
2005,Couple without children,1st Quintile,Yes,0.55224,197,10887,0,0.49761,0,0.60980
2005,Couple without children,1st Quintile,No,0.44776,168,10887,0,0.39303,0,0.50356
2005,Couple without children,2nd Quintile,Yes,0.76364,495,10887,0,0.73004,0,0.80880
2005,Couple without children,2nd Quintile,No,0.23636,154,10887,0,0.20756,0,0.26215
2005,Couple without children,3rd Quintile,Yes,0.79742,491,10887,0,0.74416,0,0.84717
2005,Couple without children,3rd Quintile,No,0.20258,125,10887,0,0.17817,0,0.22813
2005,Couple without children,4th Quintile,Yes,0.83191,622,10887,0,0.78871,0,0.87559
2005,Couple without children,4th Quintile,No,0.16809,122,10887,0,0.14701,0,0.19411
2005,Couple without children,5th Quintile,Yes,0.91777,1196,10887,0,0.87192,0,0.96581
2005,Couple without children,5th Quintile,No,0.08223,101,10887,0,0.07161,0,0.09730
2005,Single parent,1st Quintile,Yes,0.22930,77,10887,0,0.20144,0,0.25422
2005,Single parent,1st Quintile,No,0.77070,241,10887,0,0.70763,0,0.84888
2005,Single parent,2nd Quintile,Yes,0.35403,50,10887,0,0.29147,0,0.41954
2005,Single parent,2nd Quintile,No,0.64597,76,10887,0,0.55424,0,0.73416
2005,Single parent,3rd Quintile,Yes,0.56670,70,10887,0,0.49879,0,0.66957
2005,Single parent,3rd Quintile,No,0.43330,41,10887,0,0.34708,0,0.52246
2005,Single parent,4th Quintile,Yes,1.00000,66,10887,0,0.83958,0,1.16850
2005,Single parent,5th Quintile,Yes,1.00000,43,10887,0,0.76348,0,1.22562
2005,Couple with children,1st Quintile,Yes,0.23173,111,10887,0,0.20023,0,0.26575
2005,Couple with children,1st Quintile,No,0.76827,315,10887,0,0.69677,0,0.84273
2005,Couple with children,2nd Quintile,Yes,0.54318,384,10887,0,0.49526,0,0.58125
2005,Couple with children,2nd Quintile,No,0.45682,317,10887,0,0.41743,0,0.49667
2005,Couple with children,3rd Quintile,Yes,0.66252,548,10887,0,0.62296,0,0.70457
2005,Couple with children,3rd Quintile,No,0.33748,243,10887,0,0.30145,0,0.36890
2005,Couple with children,4th Quintile,Yes,0.76612,674,10887,0,0.71322,0,0.81142
2005,Couple with children,4th Quintile,No,0.23388,184,10887,0,0.19887,0,0.26748
2005,Couple with children,5th Quintile,Yes,0.88313,789,10887,0,0.81422,0,0.95137
2005,Couple with children,5th Quintile,No,0.11687,107,10887,0,0.09609,0,0.14173
2007,Single-person household,1st Quintile,Yes,0.39348,328,11158,0,0.37222,0,0.41782
2007,Single-person household,1st Quintile,No,0.60652,505,11158,0,0.57768,0,0.64317
2007,Single-person household,2nd Quintile,Yes,0.65921,388,11158,0,0.62889,0,0.69683
2007,Single-person household,2nd Quintile,No,0.34079,203,11158,0,0.31573,0,0.36595
2007,Single-person household,3rd Quintile,Yes,0.75458,418,11158,0,0.71271,0,0.79247
2007,Single-person household,3rd Quintile,No,0.24542,139,11158,0,0.22321,0,0.26940
2007,Single-person household,4th Quintile,Yes,0.77216,423,11158,0,0.73879,0,0.81198
2007,Single-person household,4th Quintile,No,0.22784,123,11158,0,0.20351,0,0.25435
2007,Single-person household,5th Quintile,Yes,0.87437,488,11158,0,0.82727,0,0.91871
2007,Single-person household,5th Quintile,No,0.12563,64,11158,0,0.10788,0,0.14653
2007,Couple without children,1st Quintile,Yes,0.49683,195,11158,0,0.45079,0,0.54037
2007,Couple without children,1st Quintile,No,0.50317,184,11158,0,0.44722,0,0.55732
2007,Couple without children,2nd Quintile,Yes,0.71384,463,11158,0,0.66771,0,0.75628
2007,Couple without children,2nd Quintile,No,0.28616,170,11158,0,0.25026,0,0.31181
2007,Couple without children,3rd Quintile,Yes,0.79346,565,11158,0,0.74823,0,0.84179
2007,Couple without children,3rd Quintile,No,0.20654,144,11158,0,0.17430,0,0.23659
2007,Couple without children,4th Quintile,Yes,0.81918,672,11158,0,0.76862,0,0.87963
2007,Couple without children,4th Quintile,No,0.18082,142,11158,0,0.15165,0,0.20610
2007,Couple without children,5th Quintile,Yes,0.89429,1207,11158,0,0.85203,0,0.94450
2007,Couple without children,5th Quintile,No,0.10571,108,11158,0,0.09238,0,0.12391
2007,Single parent,1st Quintile,Yes,0.18302,57,11158,0,0.15004,0,0.21684
2007,Single parent,1st Quintile,No,0.81698,235,11158,0,0.75297,0,0.89858
2007,Single parent,2nd Quintile,Yes,0.32395,51,11158,0,0.25749,0,0.39406
2007,Single parent,2nd Quintile,No,0.67605,104,11158,0,0.56957,0,0.76994
2007,Single parent,3rd Quintile,Yes,0.63341,71,11158,0,0.53206,0,0.73952
2007,Single parent,3rd Quintile,No,0.36659,46,11158,0,0.29537,0,0.44212
2007,Single parent,4th Quintile,Yes,1.00000,57,11158,0,0.82308,0,1.18559
2007,Single parent,5th Quintile,Yes,1.00000,58,11158,0,0.83268,0,1.16680
2007,Couple with children,1st Quintile,Yes,0.20034,81,11158,0,0.15399,0,0.23638
2007,Couple with children,1st Quintile,No,0.79966,301,11158,0,0.72624,0,0.86374
2007,Couple with children,2nd Quintile,Yes,0.51375,377,11158,0,0.47717,0,0.55951
2007,Couple with children,2nd Quintile,No,0.48625,330,11158,0,0.43864,0,0.53188
2007,Couple with children,3rd Quintile,Yes,0.61523,509,11158,0,0.57195,0,0.65923
2007,Couple with children,3rd Quintile,No,0.38477,266,11158,0,0.34546,0,0.43222
2007,Couple with children,4th Quintile,Yes,0.80529,681,11158,0,0.75064,0,0.86646
2007,Couple with children,4th Quintile,No,0.19471,150,11158,0,0.16555,0,0.22302
2007,Couple with children,5th Quintile,Yes,0.85665,745,11158,0,0.80016,0,0.92609
