year,regtyp,rentown,hlf0186,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2001,Urban regions,Owner,Yes,0.89984,2756,3112,0.88929,0.91039
2001,Urban regions,Owner,No,0.10016,356,3112,0.08961,0.11071
2001,Urban regions,Tenant,Yes,0.69412,3169,4599,0.68080,0.70743
2001,Urban regions,Tenant,No,0.30588,1430,4599,0.29257,0.31920
2001,Rural regions,Owner,Yes,0.85630,1777,2104,0.84131,0.87130
2001,Rural regions,Owner,No,0.14370,327,2104,0.12870,0.15869
2001,Rural regions,Tenant,Yes,0.70912,1224,1758,0.68789,0.73036
2001,Rural regions,Tenant,No,0.29088,534,1758,0.26964,0.31211
2003,Urban regions,Owner,Yes,0.84692,3018,3531,0.83504,0.85880
2003,Urban regions,Owner,No,0.15308,513,3531,0.14120,0.16496
2003,Urban regions,Tenant,Yes,0.62395,2773,4393,0.60963,0.63828
2003,Urban regions,Tenant,No,0.37605,1620,4393,0.36172,0.39037
2003,Rural regions,Owner,Yes,0.78501,1672,2084,0.76737,0.80265
2003,Rural regions,Owner,No,0.21499,412,2084,0.19735,0.23263
2003,Rural regions,Tenant,Yes,0.65143,1098,1706,0.62881,0.67404
2003,Rural regions,Tenant,No,0.34857,608,1706,0.32596,0.37119
2005,Urban regions,Owner,Yes,0.84442,2807,3314,0.83208,0.85676
2005,Urban regions,Owner,No,0.15558,507,3314,0.14324,0.16792
2005,Urban regions,Tenant,Yes,0.60425,2566,4182,0.58943,0.61908
2005,Urban regions,Tenant,No,0.39575,1616,4182,0.38092,0.41057
2005,Rural regions,Owner,Yes,0.76436,1591,2031,0.74590,0.78282
2005,Rural regions,Owner,No,0.23564,440,2031,0.21718,0.25410
2005,Rural regions,Tenant,Yes,0.60900,949,1592,0.58502,0.63298
2005,Rural regions,Tenant,No,0.39100,643,1592,0.36702,0.41498
2007,Urban regions,Owner,Yes,0.83152,2906,3447,0.81902,0.84402
2007,Urban regions,Owner,No,0.16848,541,3447,0.15598,0.18098
2007,Urban regions,Tenant,Yes,0.58118,2454,4111,0.56610,0.59626
2007,Urban regions,Tenant,No,0.41882,1657,4111,0.40374,0.43390
