year,quintil_oecd_hh,regtyp,hlf0186,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2001,1st Quintile,Urban regions,Yes,0.49789,680,1418,0.47186,0.52392
2001,1st Quintile,Urban regions,No,0.50211,738,1418,0.47608,0.52814
2001,1st Quintile,Rural regions,Yes,0.54354,408,785,0.50867,0.57841
2001,1st Quintile,Rural regions,No,0.45646,377,785,0.42159,0.49133
2001,2nd Quintile,Urban regions,Yes,0.74357,1095,1480,0.72132,0.76583
2001,2nd Quintile,Urban regions,No,0.25643,385,1480,0.23417,0.27868
2001,2nd Quintile,Rural regions,Yes,0.76880,729,959,0.74210,0.79549
2001,2nd Quintile,Rural regions,No,0.23120,230,959,0.20451,0.25790
2001,3rd Quintile,Urban regions,Yes,0.81108,1248,1542,0.79154,0.83063
2001,3rd Quintile,Urban regions,No,0.18892,294,1542,0.16937,0.20846
2001,3rd Quintile,Rural regions,Yes,0.85756,742,876,0.83441,0.88072
2001,3rd Quintile,Rural regions,No,0.14244,134,876,0.11928,0.16559
2001,4th Quintile,Urban regions,Yes,0.84892,1362,1599,0.83136,0.86648
2001,4th Quintile,Urban regions,No,0.15108,237,1599,0.13352,0.16864
2001,4th Quintile,Rural regions,Yes,0.89136,658,746,0.86902,0.91371
2001,4th Quintile,Rural regions,No,0.10864,88,746,0.08629,0.13098
2001,5th Quintile,Urban regions,Yes,0.92611,1539,1670,0.91355,0.93866
2001,5th Quintile,Urban regions,No,0.07389,131,1670,0.06134,0.08645
2001,5th Quintile,Rural regions,Yes,0.93163,464,496,0.90940,0.95387
2001,5th Quintile,Rural regions,No,0.06837,32,496,0.04613,0.09060
2003,1st Quintile,Urban regions,Yes,0.41317,538,1316,0.38655,0.43978
2003,1st Quintile,Urban regions,No,0.58683,778,1316,0.56022,0.61345
2003,1st Quintile,Rural regions,Yes,0.47193,320,715,0.43531,0.50855
2003,1st Quintile,Rural regions,No,0.52807,395,715,0.49145,0.56469
2003,2nd Quintile,Urban regions,Yes,0.66844,886,1325,0.64309,0.69380
2003,2nd Quintile,Urban regions,No,0.33156,439,1325,0.30620,0.35691
2003,2nd Quintile,Rural regions,Yes,0.70564,609,862,0.67520,0.73608
2003,2nd Quintile,Rural regions,No,0.29436,253,862,0.26392,0.32480
