"hlf0186","year","quintil","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja","2001","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Ja","2001","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Ja","2001","2","Westdeutschland","4189","0.749576012156096","0.73815486105308","0.760997163259112"
"Ja","2001","2","Ostdeutschland","1566","0.773425868085907","0.755304721662922","0.791547014508892"
"Ja","2001","3","Westdeutschland","4015","0.839085387405027","0.828690296458649","0.849480478351405"
"Ja","2001","3","Ostdeutschland","1297","0.895051864999959","0.879346884860997","0.91075684513892"
"Ja","2001","4","Westdeutschland","3454","0.891804845037737","0.881996688085973","0.901613001989502"
"Ja","2001","4","Ostdeutschland","678","0.877851324494186","0.854631641985505","0.901071007002867"
"Ja","2001","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Ja","2001","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Nein","2001","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Nein","2001","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Nein","2001","2","Westdeutschland","1339","0.250423987843904","0.239002836740888","0.261845138946919"
"Nein","2001","2","Ostdeutschland","484","0.226574131914093","0.208452985491108","0.244695278337078"
"Nein","2001","3","Westdeutschland","785","0.160914612594973","0.150519521648595","0.171309703541351"
"Nein","2001","3","Ostdeutschland","166","0.104948135000041","0.0892431548610799","0.120653115139003"
"Nein","2001","4","Westdeutschland","399","0.108195154962263","0.098386998010498","0.118003311914027"
"Nein","2001","4","Ostdeutschland","86","0.122148675505814","0.0989289929971326","0.145368358014495"
"Nein","2001","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Nein","2001","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Ja","2002","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Ja","2002","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Ja","2002","2","Westdeutschland","","","",""
"Ja","2002","2","Ostdeutschland","","","",""
"Ja","2002","3","Westdeutschland","","","",""
"Ja","2002","3","Ostdeutschland","","","",""
"Ja","2002","4","Westdeutschland","","","",""
"Ja","2002","4","Ostdeutschland","","","",""
"Ja","2002","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Ja","2002","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Nein","2002","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Nein","2002","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Nein","2002","2","Westdeutschland","","","",""
"Nein","2002","2","Ostdeutschland","","","",""
"Nein","2002","3","Westdeutschland","","","",""
"Nein","2002","3","Ostdeutschland","","","",""
"Nein","2002","4","Westdeutschland","","","",""
"Nein","2002","4","Ostdeutschland","","","",""
"Nein","2002","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Nein","2002","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Ja","2003","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Ja","2003","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Ja","2003","2","Westdeutschland","2919","0.636742071242569","0.622633750576628","0.65085039190851"
"Ja","2003","2","Ostdeutschland","1187","0.754808205663096","0.733774711516237","0.775841699809954"
"Ja","2003","3","Westdeutschland","3516","0.755806531104616","0.743387629633155","0.768225432576076"
