year,regtyp,sampreg,hlf0186,proportion,n,lower_confidence,upper_confidence
2001,Staedtischer Raum,Westdeutschland,Ja,0.45009936922146376,11680,0.4410767846599238,0.45912195378300374
2001,Laendlicher Raum,Westdeutschland,Ja,0.13859846193726777,11680,0.13233208266749316,0.14486484120704238
2001,Staedtischer Raum,Westdeutschland,Nein,0.13289553270543505,11680,0.1267391508008551,0.139051914610015
2001,Laendlicher Raum,Ostdeutschland,Ja,0.1219217143350903,11680,0.11598779280388864,0.12785563586629195
2001,Staedtischer Raum,Ostdeutschland,Ja,0.06065842910222068,11680,0.05632938509407374,0.06498747311036764
2001,Laendlicher Raum,Ostdeutschland,Nein,0.04000691264149313,11680,0.03645275880393879,0.043561066479047464
2001,Laendlicher Raum,Westdeutschland,Nein,0.03447679944698868,11680,0.031167931173339138,0.03778566772063822
2001,Staedtischer Raum,Ostdeutschland,Nein,0.02134278061004061,11680,0.01872172972677638,0.02396383149330484
2003,Staedtischer Raum,Westdeutschland,Ja,0.4367423595697456,11804,0.4277947366201491,0.4456899825193421
2003,Staedtischer Raum,Westdeutschland,Nein,0.15724773774970122,11804,0.15068048641388396,0.16381498908551848
2003,Laendlicher Raum,Westdeutschland,Ja,0.12608844118149223,11804,0.12010001293009792,0.13207686943288655
2003,Laendlicher Raum,Ostdeutschland,Ja,0.11140515622332252,11804,0.1057291088519,0.11708120359474504
2003,Staedtischer Raum,Ostdeutschland,Ja,0.056598941437596036,11804,0.05243030706774207,0.06076757580745
2003,Laendlicher Raum,Ostdeutschland,Nein,0.045074270104148884,11804,0.04133152181930294,0.048817018388994826
2003,Laendlicher Raum,Westdeutschland,Nein,0.042171760286836266,11804,0.038546024491708325,0.045797496081964206
2003,Staedtischer Raum,Ostdeutschland,Nein,0.02467133344715725,11804,0.021872910992149688,0.02746975590216481
2005,Staedtischer Raum,Westdeutschland,Ja,0.4241906474820144,11199,0.4150371650821528,0.433344129881876
2005,Staedtischer Raum,Westdeutschland,Nein,0.164568345323741,11199,0.15770090232057465,0.17143578832690737
2005,Laendlicher Raum,Westdeutschland,Ja,0.12356115107913669,11199,0.11746622796227221,0.12965607419600117
2005,Laendlicher Raum,Ostdeutschland,Ja,0.10593525179856116,11199,0.1002352999563968,0.11163520364072552
2005,Staedtischer Raum,Ostdeutschland,Ja,0.0579136690647482,11199,0.05358751142691894,0.06223982670257746
