year,bula_h,pgisced97,plh0195,proportion,n,lower_confidence,upper_confidence
2003,Nordrhein-Westfalen,middle vocational,Leute sind fair,0.05480615036317329,27727,0.05212710712699055,0.05748519359935603
2003,Nordrhein-Westfalen,middle vocational,Leute nutzen aus,0.0496651259315159,27727,0.047107902153574355,0.05222234970945744
2003,Bayern,middle vocational,Leute nutzen aus,0.03810961230072635,27727,0.03585597154581483,0.040363253055637864
2003,Bayern,middle vocational,Leute sind fair,0.03759079332138478,27727,0.03535194196645609,0.03982964467631347
2003,Baden-Württemberg,middle vocational,Leute sind fair,0.03207244599566079,27727,0.02999852552676434,0.03414636646455724
2003,Baden-Württemberg,middle vocational,Leute nutzen aus,0.026506933308178472,27727,0.024616110622487645,0.0283977559938693
2003,Niedersachsen,middle vocational,Leute sind fair,0.025139137817187057,27727,0.023296452662133933,0.02698182297224018
2003,Nordrhein-Westfalen,higher education,Leute sind fair,0.024950476370153758,27727,0.023114541002097908,0.026786411738209608
2003,Sachsen,middle vocational,Leute nutzen aus,0.021601735685312706,27727,0.019890511968030673,0.02331295940259474
2003,Niedersachsen,middle vocational,Leute nutzen aus,0.021177247429487785,27727,0.019482552954763973,0.022871941904211598
2003,Sachsen,middle vocational,Leute sind fair,0.019243467597396473,27727,0.017626404741882703,0.020860530452910243
2003,"Rheinland-Pfalz,Saarland",middle vocational,Leute sind fair,0.01697953023299689,27727,0.015458812024193514,0.018500248441800263
2003,Hessen,middle vocational,Leute sind fair,0.016932364871238562,27727,0.015413723808922584,0.01845100593355454
2003,Bayern,higher education,Leute sind fair,0.016932364871238562,27727,0.015413723808922584,0.01845100593355454
2003,Thüringen,middle vocational,Leute nutzen aus,0.01580039618903877,27727,0.014332551142734943,0.017268241235342593
2003,Baden-Württemberg,higher education,Leute sind fair,0.015517404018488822,27727,0.014062554128645667,0.01697225390833198
2003,"Rheinland-Pfalz,Saarland",middle vocational,Leute nutzen aus,0.015375907933213848,27727,0.013927602219234381,0.016824213647193314
2003,Hessen,middle vocational,Leute nutzen aus,0.015281577209697198,27727,0.013837651824357448,0.01672550259503695
2003,Nordrhein-Westfalen,higher education,Leute nutzen aus,0.014149608527497406,27727,0.012759392314509578,0.015539824740485235
2003,Nordrhein-Westfalen,general elemantary,Leute sind fair,0.01358362418639751,27727,0.012221105096760127,0.014946143276034891
2003,Brandenburg,middle vocational,Leute nutzen aus,0.01339496273936421,27727,0.012041809288824612,0.014748116189903808
2003,Nordrhein-Westfalen,general elemantary,Leute nutzen aus,0.013206301292330911,27727,0.011862582427066818,0.014550020157595005
2003,Sachsen-Anhalt,middle vocational,Leute nutzen aus,0.013111970568814264,27727,0.011772995306029044,0.014450945831599483
2003,Baden-Württemberg,general elemantary,Leute nutzen aus,0.010989529289689652,27727,0.00976238785518707,0.012216670724192235
2003,Thüringen,middle vocational,Leute sind fair,0.010895198566173003,27727,0.009673276915209597,0.012117120217136408
2003,Bayern,higher education,Leute nutzen aus,0.010282048863314781,27727,0.009094640275571903,0.011469457451057659
2003,Sachsen,higher education,Leute sind fair,0.009668899160456561,27727,0.008517082503913871,0.010820715816999251
2003,Baden-Württemberg,general elemantary,Leute sind fair,0.009574568436939912,27727,0.008428329582737232,0.010720807291142592
2003,Hessen,higher education,Leute sind fair,0.009008584095840015,27727,0.007896422626396858,0.010120745565283171
2003,Bayern,general elemantary,Leute sind fair,0.008914253372323365,27727,0.007807877407926108,0.010020629336720622
2003,Nordrhein-Westfalen,vocational + Abi,Leute sind fair,0.008819922648806716,27727,0.007719363722920611,0.009920481574692821
2003,Schleswig-Holstein,middle vocational,Leute sind fair,0.008678426563531742,27727,0.007586653423987391,0.009770199703076092
2003,Bayern,general elemantary,Leute nutzen aus,0.008536930478256767,27727,0.00745401696406456,0.009619843992448975
2003,Berlin,middle vocational,Leute nutzen aus,0.008489765116498444,27727,0.0074098215330870455,0.009569708699909843
2003,Niedersachsen,higher education,Leute sind fair,0.008489765116498444,27727,0.0074098215330870455,0.009569708699909843
2003,Sachsen-Anhalt,middle vocational,Leute sind fair,0.008301103669465145,27727,0.007233125282253664,0.009369082056676626
2003,Nordrhein-Westfalen,higher vocational,Leute sind fair,0.008206772945948496,27727,0.007144829452604829,0.009268716439292163
2003,Sachsen,higher education,Leute nutzen aus,0.007829450051881898,27727,0.006792009009813692,0.008866891093950103
2003,Schleswig-Holstein,middle vocational,Leute nutzen aus,0.007782284690123573,27727,0.00674794860673,0.008816620773517147
2003,Brandenburg,middle vocational,Leute sind fair,0.0077351193283652486,27727,0.006703897851368306,0.008766340805362191
2003,Berlin,middle vocational,Leute sind fair,0.00754645788133195,27727,0.0065277930811484045,0.008565122681515495
2003,Mecklenburg-Vorpommern,middle vocational,Leute nutzen aus,0.0074521271578153,27727,0.006439800927396459,0.008464453388234141
2003,Nordrhein-Westfalen,higher vocational,Leute nutzen aus,0.007263465710782002,27727,0.0062639409022229855,0.00826299051934102
2003,Nordrhein-Westfalen,vocational + Abi,Leute nutzen aus,0.006791812093198755,27727,0.005825054466918774,0.007758569719478735
2003,Brandenburg,higher education,Leute nutzen aus,0.006508819922648807,27727,0.005562282549782197,0.007455357295515417
2003,Baden-Württemberg,higher education,Leute nutzen aus,0.006414489199132158,27727,0.005474791217406099,0.007354187180858216
2003,Niedersachsen,general elemantary,Leute nutzen aus,0.006414489199132158,27727,0.005474791217406099,0.007354187180858216
2003,Berlin,higher education,Leute sind fair,0.006414489199132158,27727,0.005474791217406099,0.007354187180858216
2003,Hessen,higher education,Leute nutzen aus,0.00603716630506556,27727,0.005125352270262741,0.006948980339868379
2003,Bayern,higher vocational,Leute sind fair,0.00594283558154891,27727,0.0050381302129132,0.00684754095018462
2003,"Rheinland-Pfalz,Saarland",general elemantary,Leute sind fair,0.005848504858032261,27727,0.0049509658291968725,0.006746043886867649
2003,Niedersachsen,general elemantary,Leute sind fair,0.005707008772757287,27727,0.004820330453745796,0.006593687091768778
2003,Brandenburg,higher education,Leute sind fair,0.005659843410998963,27727,0.004776815710651681,0.006542871111346244
2003,Bayern,higher vocational,Leute nutzen aus,0.005612678049240638,27727,0.004733316473252935,0.006492039625228341
2003,"Rheinland-Pfalz,Saarland",higher education,Leute sind fair,0.005518347325723988,27727,0.004646365298666248,0.0063903293527817285
2003,Baden-Württemberg,higher vocational,Leute sind fair,0.005424016602207339,27727,0.0045594785382856344,0.0062885546661290434
2003,Sachsen-Anhalt,higher education,Leute nutzen aus,0.005424016602207339,27727,0.0045594785382856344,0.0062885546661290434
2003,Berlin,higher education,Leute nutzen aus,0.00523535515517404,27727,0.004385905048520411,0.006084805261827669
2003,Mecklenburg-Vorpommern,middle vocational,Leute sind fair,0.005188189793415715,27727,0.004342554648957146,0.0060338249378742844
2003,Niedersachsen,higher education,Leute nutzen aus,0.0051410244316573905,27727,0.004299221904362258,0.005982826958952523
2003,Sachsen-Anhalt,higher education,Leute sind fair,0.004999528346382417,27727,0.0041693320511510335,0.005829724641613801
2003,Hessen,general elemantary,Leute sind fair,0.004858032261107443,27727,0.00403961016073503,0.005676454361479856
2003,"Rheinland-Pfalz,Saarland",general elemantary,Leute nutzen aus,0.00452787472879917,27727,0.003737621309942089,0.00531812814765625
2003,Baden-Württemberg,higher vocational,Leute nutzen aus,0.0043863786435241955,27727,0.0036085156615026214,0.00516424162554577
2003,Hessen,general elemantary,Leute nutzen aus,0.0043863786435241955,27727,0.0036085156615026214,0.00516424162554577
2003,Thüringen,higher education,Leute nutzen aus,0.004292047920007546,27727,0.0035225580640038156,0.005061537776011277
2003,Hamburg,middle vocational,Leute sind fair,0.004056221111215923,27727,0.003308081150944401,0.004804361071487445
2003,Thüringen,higher education,Leute sind fair,0.0040090557494575985,27727,0.0032652605470061625,0.0047528509519090345
2003,Baden-Württemberg,vocational + Abi,Leute sind fair,0.003773228940665975,27727,0.003051556181117494,0.004494901700214456
2003,Bayern,vocational + Abi,Leute nutzen aus,0.0035374021318743515,27727,0.0028385627871434175,0.004236241476605286
2003,Niedersachsen,vocational + Abi,Leute sind fair,0.0033959060465993773,27727,0.0027111375110528088,0.0040806745821459454
2003,Mecklenburg-Vorpommern,higher education,Leute sind fair,0.0033959060465993773,27727,0.0027111375110528088,0.0040806745821459454
2003,Sachsen,higher vocational,Leute nutzen aus,0.0032544099613244035,27727,0.0025840116342740914,0.003924808288374716
2003,Bayern,vocational + Abi,Leute sind fair,0.003207244599566079,27727,0.0025417062155547437,0.003872782983577414
2003,"Rheinland-Pfalz,Saarland",higher education,Leute nutzen aus,0.003160079237807754,27727,0.0024994370140282063,0.003820721461587302
2003,Mecklenburg-Vorpommern,higher education,Leute nutzen aus,0.0031129138760494293,27727,0.002457204840992144,0.0037686229111067145
2003,Sachsen,higher vocational,Leute sind fair,0.0030657485142911046,27727,0.002415010538575433,0.0037164864900067762
2003,Schleswig-Holstein,higher education,Leute sind fair,0.002971417790774455,27727,0.0023307390783871233,0.003612096503161787
2003,Niedersachsen,higher vocational,Leute sind fair,0.0029242524290161304,27727,0.002288663774624569,0.0035598410834076916
2003,Niedersachsen,higher vocational,Leute nutzen aus,0.0028299217054994813,27727,0.002204638938694368,0.0034552044723045947
2003,Baden-Württemberg,vocational + Abi,Leute nutzen aus,0.0028299217054994813,27727,0.002204638938694368,0.0034552044723045947
2003,"Rheinland-Pfalz,Saarland",higher vocational,Leute nutzen aus,0.0027827563437411566,27727,0.0021626914969302326,0.0034028211905520805
2003,Nordrhein-Westfalen,inadequately,Leute nutzen aus,0.0027827563437411566,27727,0.0021626914969302326,0.0034028211905520805
2003,Hessen,vocational + Abi,Leute sind fair,0.002735590981982832,27727,0.002120788840147546,0.0033503931238181178
2003,Sachsen,general elemantary,Leute sind fair,0.0025940948967078576,27727,0.0019953614392549776,0.0031928283541607376
