year,migback,plh0195,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,No migration background,Most people would exploit you if they had the opportunity,0.47343,8661,18489,0.46623,0.48063
2003,No migration background,Most people would try to be fair,0.52657,9828,18489,0.51937,0.53377
2003,Direct migration background,Most people would exploit you if they had the opportunity,0.51288,1293,2531,0.49341,0.53236
2003,Direct migration background,Most people would try to be fair,0.48712,1238,2531,0.46764,0.50659
2003,Indirect migration background,Most people would exploit you if they had the opportunity,0.53500,380,760,0.49952,0.57049
2003,Indirect migration background,Most people would try to be fair,0.46500,380,760,0.42951,0.50048
2008,No migration background,Most people would exploit you if they had the opportunity,0.46343,7384,16370,0.45579,0.47107
2008,No migration background,Most people would try to be fair,0.53657,8986,16370,0.52893,0.54421
2008,Direct migration background,Most people would exploit you if they had the opportunity,0.55731,1009,1869,0.53478,0.57983
2008,Direct migration background,Most people would try to be fair,0.44269,860,1869,0.42017,0.46522
2008,Indirect migration background,Most people would exploit you if they had the opportunity,0.54318,377,753,0.50758,0.57879
2008,Indirect migration background,Most people would try to be fair,0.45682,376,753,0.42121,0.49242
2013,No migration background,Most people would exploit you if they had the opportunity,0.40958,8385,21122,0.40294,0.41621
2013,No migration background,Most people would try to be fair,0.59042,12737,21122,0.58379,0.59706
2013,Direct migration background,Most people would exploit you if they had the opportunity,0.47422,1259,2696,0.45537,0.49308
2013,Direct migration background,Most people would try to be fair,0.52578,1437,2696,0.50692,0.54463
2013,Indirect migration background,Most people would exploit you if they had the opportunity,0.49993,514,1092,0.47026,0.52960
2013,Indirect migration background,Most people would try to be fair,0.50007,578,1092,0.47040,0.52974
2018,No migration background,Most people would exploit you if they had the opportunity,0.37463,7025,18985,0.36774,0.38151
2018,No migration background,Most people would try to be fair,0.62537,11960,18985,0.61849,0.63226
2018,Direct migration background,Most people would exploit you if they had the opportunity,0.45743,3202,7316,0.44601,0.46885
2018,Direct migration background,Most people would try to be fair,0.54257,4114,7316,0.53115,0.55399
2018,Indirect migration background,Most people would exploit you if they had the opportunity,0.44932,724,1578,0.42477,0.47387
2018,Indirect migration background,Most people would try to be fair,0.55068,854,1578,0.52613,0.57523
