"plh0195","year","bildungsniveau","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Leute nutzen aus","2003","(noch) kein Abschluss","Westdeutschland","276","0.45897387595728","0.421765425733102","0.496182326181458"
"Leute nutzen aus","2003","(noch) kein Abschluss","Ostdeutschland","86","0.508171175546523","0.434728229019672","0.581614122073373"
"Leute nutzen aus","2003","Hauptschule","Westdeutschland","3465","0.501801005070892","0.489982054217938","0.513619955923846"
"Leute nutzen aus","2003","Hauptschule","Ostdeutschland","791","0.546126174937967","0.520203654189413","0.572048695686522"
"Leute nutzen aus","2003","Realschule","Westdeutschland","1717","0.459037739569426","0.443069320662126","0.475006158476727"
"Leute nutzen aus","2003","Realschule","Ostdeutschland","1175","0.614286790502955","0.592813808442982","0.635759772562927"
"Leute nutzen aus","2003","(Fach-)Abitur","Westdeutschland","820","0.413221450243418","0.39163554643302","0.434807354053815"
"Leute nutzen aus","2003","(Fach-)Abitur","Ostdeutschland","174","0.465672936705172","0.414499363349593","0.516846510060751"
"Leute nutzen aus","2003","AkademikerIn","Westdeutschland","1084","0.386860685603123","0.369447319397964","0.404274051808282"
"Leute nutzen aus","2003","AkademikerIn","Ostdeutschland","631","0.493950012716949","0.466603384347939","0.52129664108596"
"Leute sind fair","2003","(noch) kein Abschluss","Westdeutschland","413","0.54102612404272","0.503817673818542","0.578234574266898"
"Leute sind fair","2003","(noch) kein Abschluss","Ostdeutschland","92","0.491828824453477","0.418385877926627","0.565271770980328"
"Leute sind fair","2003","Hauptschule","Westdeutschland","3410","0.498198994929108","0.486380044076154","0.510017945782062"
"Leute sind fair","2003","Hauptschule","Ostdeutschland","626","0.453873825062033","0.427951304313478","0.479796345810587"
"Leute sind fair","2003","Realschule","Westdeutschland","2024","0.540962260430573","0.524993841523273","0.556930679337874"
"Leute sind fair","2003","Realschule","Ostdeutschland","799","0.385713209497045","0.364240227437073","0.407186191557018"
"Leute sind fair","2003","(Fach-)Abitur","Westdeutschland","1179","0.586778549756582","0.565192645946184","0.60836445356698"
"Leute sind fair","2003","(Fach-)Abitur","Ostdeutschland","191","0.534327063294828","0.483153489939249","0.585500636650407"
"Leute sind fair","2003","AkademikerIn","Westdeutschland","1921","0.613139314396877","0.595725948191718","0.630552680602036"
"Leute sind fair","2003","AkademikerIn","Ostdeutschland","653","0.506049987283051","0.47870335891404","0.533396615652061"
"Leute nutzen aus","2004","(noch) kein Abschluss","Westdeutschland","","","",""
"Leute nutzen aus","2004","(noch) kein Abschluss","Ostdeutschland","","","",""
"Leute nutzen aus","2004","Hauptschule","Westdeutschland","","","",""
"Leute nutzen aus","2004","Hauptschule","Ostdeutschland","","","",""
"Leute nutzen aus","2004","Realschule","Westdeutschland","","","",""
"Leute nutzen aus","2004","Realschule","Ostdeutschland","","","",""
"Leute nutzen aus","2004","(Fach-)Abitur","Westdeutschland","","","",""
"Leute nutzen aus","2004","(Fach-)Abitur","Ostdeutschland","","","",""
"Leute nutzen aus","2004","AkademikerIn","Westdeutschland","","","",""
"Leute nutzen aus","2004","AkademikerIn","Ostdeutschland","","","",""
"Leute sind fair","2004","(noch) kein Abschluss","Westdeutschland","","","",""
"Leute sind fair","2004","(noch) kein Abschluss","Ostdeutschland","","","",""
"Leute sind fair","2004","Hauptschule","Westdeutschland","","","",""
"Leute sind fair","2004","Hauptschule","Ostdeutschland","","","",""
"Leute sind fair","2004","Realschule","Westdeutschland","","","",""
