year,quintil_oecd,regtyp,plh0195,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,1st Quintile,Urban regions,Most people would exploit you if they had the opportunity,0.52203,1106,2130,0.50081,0.54325
2003,1st Quintile,Urban regions,Most people would try to be fair,0.47797,1024,2130,0.45675,0.49919
2003,1st Quintile,Rural regions,Most people would exploit you if they had the opportunity,0.59659,732,1192,0.56873,0.62445
2003,1st Quintile,Rural regions,Most people would try to be fair,0.40341,460,1192,0.37555,0.43127
2003,2nd Quintile,Urban regions,Most people would exploit you if they had the opportunity,0.49267,1125,2254,0.47203,0.51332
2003,2nd Quintile,Urban regions,Most people would try to be fair,0.50733,1129,2254,0.48668,0.52797
2003,2nd Quintile,Rural regions,Most people would exploit you if they had the opportunity,0.50677,802,1528,0.48170,0.53185
2003,2nd Quintile,Rural regions,Most people would try to be fair,0.49323,726,1528,0.46815,0.51830
2003,3rd Quintile,Urban regions,Most people would exploit you if they had the opportunity,0.45810,1187,2529,0.43867,0.47752
2003,3rd Quintile,Urban regions,Most people would try to be fair,0.54190,1342,2529,0.52248,0.56133
2003,3rd Quintile,Rural regions,Most people would exploit you if they had the opportunity,0.49839,745,1479,0.47290,0.52388
2003,3rd Quintile,Rural regions,Most people would try to be fair,0.50161,734,1479,0.47612,0.52710
2003,4th Quintile,Urban regions,Most people would exploit you if they had the opportunity,0.44055,1290,2871,0.42239,0.45872
2003,4th Quintile,Urban regions,Most people would try to be fair,0.55945,1581,2871,0.54128,0.57761
2003,4th Quintile,Rural regions,Most people would exploit you if they had the opportunity,0.52028,783,1539,0.49531,0.54525
2003,4th Quintile,Rural regions,Most people would try to be fair,0.47972,756,1539,0.45475,0.50469
2003,5th Quintile,Urban regions,Most people would exploit you if they had the opportunity,0.41918,1867,4704,0.40507,0.43328
2003,5th Quintile,Urban regions,Most people would try to be fair,0.58082,2837,4704,0.56672,0.59493
2003,5th Quintile,Rural regions,Most people would exploit you if they had the opportunity,0.45942,694,1550,0.43460,0.48424
2003,5th Quintile,Rural regions,Most people would try to be fair,0.54058,856,1550,0.51576,0.56540
2008,1st Quintile,Urban regions,Most people would exploit you if they had the opportunity,0.52557,973,1841,0.50275,0.54838
2008,1st Quintile,Urban regions,Most people would try to be fair,0.47443,868,1841,0.45162,0.49725
2008,1st Quintile,Rural regions,Most people would exploit you if they had the opportunity,0.60308,640,1071,0.57377,0.63240
2008,1st Quintile,Rural regions,Most people would try to be fair,0.39692,431,1071,0.36760,0.42623
2008,2nd Quintile,Urban regions,Most people would exploit you if they had the opportunity,0.49338,1029,2031,0.47163,0.51513
2008,2nd Quintile,Urban regions,Most people would try to be fair,0.50662,1002,2031,0.48487,0.52837
2008,2nd Quintile,Rural regions,Most people would exploit you if they had the opportunity,0.53887,672,1289,0.51164,0.56609
2008,2nd Quintile,Rural regions,Most people would try to be fair,0.46113,617,1289,0.43391,0.48836
2008,3rd Quintile,Urban regions,Most people would exploit you if they had the opportunity,0.48874,1061,2249,0.46807,0.50940
2008,3rd Quintile,Urban regions,Most people would try to be fair,0.51126,1188,2249,0.49060,0.53193
2008,3rd Quintile,Rural regions,Most people would exploit you if they had the opportunity,0.50953,760,1516,0.48436,0.53470
2008,3rd Quintile,Rural regions,Most people would try to be fair,0.49047,756,1516,0.46530,0.51564
2008,4th Quintile,Urban regions,Most people would exploit you if they had the opportunity,0.47201,1101,2522,0.45253,0.49150
2008,4th Quintile,Urban regions,Most people would try to be fair,0.52799,1421,2522,0.50850,0.54747
2008,4th Quintile,Rural regions,Most people would exploit you if they had the opportunity,0.46644,613,1292,0.43922,0.49365
2008,4th Quintile,Rural regions,Most people would try to be fair,0.53356,679,1292,0.50635,0.56078
2008,5th Quintile,Urban regions,Most people would exploit you if they had the opportunity,0.36500,1359,3856,0.34981,0.38020
2008,5th Quintile,Urban regions,Most people would try to be fair,0.63500,2497,3856,0.61980,0.65019
2008,5th Quintile,Rural regions,Most people would exploit you if they had the opportunity,0.42587,561,1323,0.39921,0.45252
2008,5th Quintile,Rural regions,Most people would try to be fair,0.57413,762,1323,0.54748,0.60079
2013,1st Quintile,Urban regions,Most people would exploit you if they had the opportunity,0.48465,1472,2965,0.46666,0.50265
2013,1st Quintile,Urban regions,Most people would try to be fair,0.51535,1493,2965,0.49735,0.53334
2013,1st Quintile,Rural regions,Most people would exploit you if they had the opportunity,0.53126,1083,1995,0.50935,0.55316
2013,1st Quintile,Rural regions,Most people would try to be fair,0.46874,912,1995,0.44684,0.49065
2013,2nd Quintile,Urban regions,Most people would exploit you if they had the opportunity,0.44651,1313,2948,0.42856,0.46446
2013,2nd Quintile,Urban regions,Most people would try to be fair,0.55349,1635,2948,0.53554,0.57144
2013,2nd Quintile,Rural regions,Most people would exploit you if they had the opportunity,0.44793,951,2111,0.42671,0.46915
2013,2nd Quintile,Rural regions,Most people would try to be fair,0.55207,1160,2111,0.53085,0.57329
2013,3rd Quintile,Urban regions,Most people would exploit you if they had the opportunity,0.43347,1112,2870,0.41534,0.45161
2013,3rd Quintile,Urban regions,Most people would try to be fair,0.56653,1758,2870,0.54839,0.58466
2013,3rd Quintile,Rural regions,Most people would exploit you if they had the opportunity,0.44004,792,1898,0.41771,0.46238
2013,3rd Quintile,Rural regions,Most people would try to be fair,0.55996,1106,1898,0.53762,0.58229
2013,4th Quintile,Urban regions,Most people would exploit you if they had the opportunity,0.38399,1073,3018,0.36663,0.40134
2013,4th Quintile,Urban regions,Most people would try to be fair,0.61601,1945,3018,0.59866,0.63337
2013,4th Quintile,Rural regions,Most people would exploit you if they had the opportunity,0.40863,692,1725,0.38542,0.43183
2013,4th Quintile,Rural regions,Most people would try to be fair,0.59137,1033,1725,0.56817,0.61458
2013,5th Quintile,Urban regions,Most people would exploit you if they had the opportunity,0.32611,1223,4032,0.31164,0.34058
2013,5th Quintile,Urban regions,Most people would try to be fair,0.67389,2809,4032,0.65942,0.68836
2013,5th Quintile,Rural regions,Most people would exploit you if they had the opportunity,0.36691,445,1344,0.34114,0.39269
2013,5th Quintile,Rural regions,Most people would try to be fair,0.63309,899,1344,0.60731,0.65886
2018,1st Quintile,Urban regions,Most people would exploit you if they had the opportunity,0.45936,2023,4477,0.44476,0.47396
2018,1st Quintile,Urban regions,Most people would try to be fair,0.54064,2454,4477,0.52604,0.55524
2018,1st Quintile,Rural regions,Most people would exploit you if they had the opportunity,0.55352,1203,2315,0.53327,0.57378
2018,1st Quintile,Rural regions,Most people would try to be fair,0.44648,1112,2315,0.42622,0.46673
2018,2nd Quintile,Urban regions,Most people would exploit you if they had the opportunity,0.42574,1403,3152,0.40847,0.44300
2018,2nd Quintile,Urban regions,Most people would try to be fair,0.57426,1749,3152,0.55700,0.59153
2018,2nd Quintile,Rural regions,Most people would exploit you if they had the opportunity,0.44078,873,1999,0.41901,0.46255
2018,2nd Quintile,Rural regions,Most people would try to be fair,0.55922,1126,1999,0.53745,0.58099
2018,3rd Quintile,Urban regions,Most people would exploit you if they had the opportunity,0.37861,1102,2924,0.36103,0.39620
2018,3rd Quintile,Urban regions,Most people would try to be fair,0.62139,1822,2924,0.60380,0.63897
2018,3rd Quintile,Rural regions,Most people would exploit you if they had the opportunity,0.39972,697,1792,0.37703,0.42240
2018,3rd Quintile,Rural regions,Most people would try to be fair,0.60028,1095,1792,0.57760,0.62297
2018,4th Quintile,Urban regions,Most people would exploit you if they had the opportunity,0.33013,950,3014,0.31334,0.34692
2018,4th Quintile,Urban regions,Most people would try to be fair,0.66987,2064,3014,0.65308,0.68666
2018,4th Quintile,Rural regions,Most people would exploit you if they had the opportunity,0.37391,617,1634,0.35045,0.39738
2018,4th Quintile,Rural regions,Most people would try to be fair,0.62609,1017,1634,0.60262,0.64955
2018,5th Quintile,Urban regions,Most people would exploit you if they had the opportunity,0.31009,1009,3656,0.29509,0.32508
2018,5th Quintile,Urban regions,Most people would try to be fair,0.68991,2647,3656,0.67492,0.70491
2018,5th Quintile,Rural regions,Most people would exploit you if they had the opportunity,0.35295,407,1324,0.32720,0.37870
2018,5th Quintile,Rural regions,Most people would try to be fair,0.64705,917,1324,0.62130,0.67280
