year,migback,pgisced97,plh0195,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,No migration background,No answer / don't know,Most people would exploit you if they had the opportunity,0.45105,78,168,0.37558,0.52652
2003,No migration background,No answer / don't know,Most people would try to be fair,0.54895,90,168,0.47348,0.62442
2003,No migration background,Pre-primary Level,Most people would exploit you if they had the opportunity,0.31980,158,486,0.27829,0.36131
2003,No migration background,Pre-primary Level,Most people would try to be fair,0.68020,328,486,0.63869,0.72171
2003,No migration background,Primary Level,Most people would exploit you if they had the opportunity,0.67921,57,57,0.55695,0.80146
2003,No migration background,Lower Secondary Level,Most people would exploit you if they had the opportunity,0.48012,918,1858,0.45739,0.50284
2003,No migration background,Lower Secondary Level,Most people would try to be fair,0.51988,940,1858,0.49716,0.54261
2003,No migration background,Upper Secondary Level,Most people would exploit you if they had the opportunity,0.49390,4815,9669,0.48393,0.50387
2003,No migration background,Upper Secondary Level,Most people would try to be fair,0.50610,4854,9669,0.49613,0.51607
2003,No migration background,Post-secondary Non-tertiary Level,Most people would exploit you if they had the opportunity,0.42141,370,865,0.38848,0.45434
2003,No migration background,Post-secondary Non-tertiary Level,Most people would try to be fair,0.57859,495,865,0.54566,0.61152
2003,No migration background,First Stage of Tertiary Education,Most people would exploit you if they had the opportunity,0.50236,730,1487,0.47694,0.52778
2003,No migration background,First Stage of Tertiary Education,Most people would try to be fair,0.49764,757,1487,0.47222,0.52306
2003,No migration background,Second Stage of Tertiary Education,Most people would exploit you if they had the opportunity,0.40953,1535,3869,0.39403,0.42503
2003,No migration background,Second Stage of Tertiary Education,Most people would try to be fair,0.59047,2334,3869,0.57497,0.60597
2003,Direct migration background,Primary Level,Most people would exploit you if they had the opportunity,0.61535,89,159,0.53949,0.69121
2003,Direct migration background,Primary Level,Most people would try to be fair,0.38465,70,159,0.30879,0.46051
2003,Direct migration background,Lower Secondary Level,Most people would exploit you if they had the opportunity,0.51289,335,641,0.47417,0.55162
2003,Direct migration background,Lower Secondary Level,Most people would try to be fair,0.48711,306,641,0.44838,0.52583
2003,Direct migration background,Upper Secondary Level,Most people would exploit you if they had the opportunity,0.53687,498,939,0.50496,0.56878
2003,Direct migration background,Upper Secondary Level,Most people would try to be fair,0.46313,441,939,0.43122,0.49504
2003,Direct migration background,Post-secondary Non-tertiary Level,Most people would exploit you if they had the opportunity,0.51315,115,220,0.44695,0.57935
2003,Direct migration background,Post-secondary Non-tertiary Level,Most people would try to be fair,0.48685,105,220,0.42065,0.55305
2003,Direct migration background,First Stage of Tertiary Education,Most people would exploit you if they had the opportunity,0.48459,69,139,0.40120,0.56797
2003,Direct migration background,First Stage of Tertiary Education,Most people would try to be fair,0.51541,70,139,0.43203,0.59880
2003,Direct migration background,Second Stage of Tertiary Education,Most people would exploit you if they had the opportunity,0.45388,159,358,0.40224,0.50553
2003,Direct migration background,Second Stage of Tertiary Education,Most people would try to be fair,0.54612,199,358,0.49447,0.59776
2003,Indirect migration background,Pre-primary Level,Most people would try to be fair,0.64155,44,44,0.49822,0.78489
2003,Indirect migration background,Lower Secondary Level,Most people would exploit you if they had the opportunity,0.58894,99,179,0.51665,0.66122
2003,Indirect migration background,Lower Secondary Level,Most people would try to be fair,0.41106,80,179,0.33878,0.48335
2003,Indirect migration background,Upper Secondary Level,Most people would exploit you if they had the opportunity,0.56783,164,322,0.51364,0.62202
2003,Indirect migration background,Upper Secondary Level,Most people would try to be fair,0.43217,158,322,0.37798,0.48636
2003,Indirect migration background,Second Stage of Tertiary Education,Most people would try to be fair,0.65370,41,41,0.50626,0.80115
