year,regtyp,plh0195,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,Urban regions,Most people would exploit you if they had the opportunity,0.46313,6577,14491,0.45501,0.47125
2003,Urban regions,Most people would try to be fair,0.53687,7914,14491,0.52875,0.54499
2003,Rural regions,Most people would exploit you if they had the opportunity,0.51745,3757,7289,0.50597,0.52892
2003,Rural regions,Most people would try to be fair,0.48255,3532,7289,0.47108,0.49403
2008,Urban regions,Most people would exploit you if they had the opportunity,0.46392,5523,12500,0.45518,0.47267
2008,Urban regions,Most people would try to be fair,0.53608,6977,12500,0.52733,0.54482
2008,Rural regions,Most people would exploit you if they had the opportunity,0.51196,3247,6492,0.49980,0.52412
2008,Rural regions,Most people would try to be fair,0.48804,3245,6492,0.47588,0.50020
2013,Urban regions,Most people would exploit you if they had the opportunity,0.40543,6195,15837,0.39779,0.41308
2013,Urban regions,Most people would try to be fair,0.59457,9642,15837,0.58692,0.60221
2013,Rural regions,Most people would exploit you if they had the opportunity,0.44194,3963,9073,0.43172,0.45216
2013,Rural regions,Most people would try to be fair,0.55806,5110,9073,0.54784,0.56828
2018,Urban regions,Most people would exploit you if they had the opportunity,0.37669,6980,18404,0.36969,0.38369
2018,Urban regions,Most people would try to be fair,0.62331,11424,18404,0.61631,0.63031
2018,Rural regions,Most people would exploit you if they had the opportunity,0.42531,3971,9475,0.41535,0.43526
2018,Rural regions,Most people would try to be fair,0.57469,5504,9475,0.56474,0.58465
