year,quintil_oecd,sex,plh0195,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,1st Quintile,male,Most people would exploit you if they had the opportunity,0.58078,816,1410,0.55502,0.60655
2003,1st Quintile,male,Most people would try to be fair,0.41922,594,1410,0.39345,0.44498
2003,1st Quintile,female,Most people would exploit you if they had the opportunity,0.52123,1022,1912,0.49884,0.54363
2003,1st Quintile,female,Most people would try to be fair,0.47877,890,1912,0.45637,0.50116
2003,2nd Quintile,male,Most people would exploit you if they had the opportunity,0.53471,944,1728,0.51118,0.55823
2003,2nd Quintile,male,Most people would try to be fair,0.46529,784,1728,0.44177,0.48882
2003,2nd Quintile,female,Most people would exploit you if they had the opportunity,0.46671,983,2054,0.44513,0.48829
2003,2nd Quintile,female,Most people would try to be fair,0.53329,1071,2054,0.51171,0.55487
2003,3rd Quintile,male,Most people would exploit you if they had the opportunity,0.50218,1030,1981,0.48016,0.52420
2003,3rd Quintile,male,Most people would try to be fair,0.49782,951,1981,0.47580,0.51984
2003,3rd Quintile,female,Most people would exploit you if they had the opportunity,0.44073,902,2027,0.41912,0.46235
2003,3rd Quintile,female,Most people would try to be fair,0.55927,1125,2027,0.53765,0.58088
2003,4th Quintile,male,Most people would exploit you if they had the opportunity,0.49851,1080,2194,0.47759,0.51944
2003,4th Quintile,male,Most people would try to be fair,0.50149,1114,2194,0.48056,0.52241
2003,4th Quintile,female,Most people would exploit you if they had the opportunity,0.43092,993,2216,0.41029,0.45154
2003,4th Quintile,female,Most people would try to be fair,0.56908,1223,2216,0.54846,0.58971
2003,5th Quintile,male,Most people would exploit you if they had the opportunity,0.44989,1366,3197,0.43264,0.46713
2003,5th Quintile,male,Most people would try to be fair,0.55011,1831,3197,0.53287,0.56736
2003,5th Quintile,female,Most people would exploit you if they had the opportunity,0.40604,1195,3057,0.38863,0.42345
2003,5th Quintile,female,Most people would try to be fair,0.59396,1862,3057,0.57655,0.61137
2008,1st Quintile,male,Most people would exploit you if they had the opportunity,0.58376,715,1215,0.55603,0.61149
2008,1st Quintile,male,Most people would try to be fair,0.41624,500,1215,0.38851,0.44397
2008,1st Quintile,female,Most people would exploit you if they had the opportunity,0.52758,898,1697,0.50382,0.55134
2008,1st Quintile,female,Most people would try to be fair,0.47242,799,1697,0.44866,0.49618
2008,2nd Quintile,male,Most people would exploit you if they had the opportunity,0.54584,814,1511,0.52073,0.57096
2008,2nd Quintile,male,Most people would try to be fair,0.45416,697,1511,0.42904,0.47927
2008,2nd Quintile,female,Most people would exploit you if they had the opportunity,0.47820,887,1809,0.45517,0.50122
2008,2nd Quintile,female,Most people would try to be fair,0.52180,922,1809,0.49878,0.54483
2008,3rd Quintile,male,Most people would exploit you if they had the opportunity,0.51461,929,1826,0.49168,0.53754
2008,3rd Quintile,male,Most people would try to be fair,0.48539,897,1826,0.46246,0.50832
2008,3rd Quintile,female,Most people would exploit you if they had the opportunity,0.47731,892,1939,0.45507,0.49955
2008,3rd Quintile,female,Most people would try to be fair,0.52269,1047,1939,0.50045,0.54493
2008,4th Quintile,male,Most people would exploit you if they had the opportunity,0.51413,920,1899,0.49164,0.53661
2008,4th Quintile,male,Most people would try to be fair,0.48587,979,1899,0.46339,0.50836
