year,pgisced97,quintil_oecd,plh0195,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,No answer / don't know,1st Quintile,Most people would exploit you if they had the opportunity,0.44414,33,74,0.33016,0.55813
2003,No answer / don't know,1st Quintile,Most people would try to be fair,0.55586,41,74,0.44187,0.66984
2003,Pre-primary Level,1st Quintile,Most people would exploit you if they had the opportunity,0.32726,31,90,0.22978,0.42475
2003,Pre-primary Level,1st Quintile,Most people would try to be fair,0.67274,59,90,0.57525,0.77022
2003,Pre-primary Level,2nd Quintile,Most people would exploit you if they had the opportunity,0.33276,32,98,0.23899,0.42653
2003,Pre-primary Level,2nd Quintile,Most people would try to be fair,0.66724,66,98,0.57347,0.76101
2003,Pre-primary Level,3rd Quintile,Most people would exploit you if they had the opportunity,0.28732,35,112,0.20314,0.37150
2003,Pre-primary Level,3rd Quintile,Most people would try to be fair,0.71268,77,112,0.62850,0.79686
2003,Pre-primary Level,4th Quintile,Most people would exploit you if they had the opportunity,0.34805,44,128,0.26520,0.43090
2003,Pre-primary Level,4th Quintile,Most people would try to be fair,0.65195,84,128,0.56910,0.73480
2003,Pre-primary Level,5th Quintile,Most people would exploit you if they had the opportunity,0.34074,59,174,0.27011,0.41136
2003,Pre-primary Level,5th Quintile,Most people would try to be fair,0.65926,115,174,0.58864,0.72989
2003,Primary Level,1st Quintile,Most people would exploit you if they had the opportunity,0.67328,79,126,0.59106,0.75551
2003,Primary Level,1st Quintile,Most people would try to be fair,0.32672,47,126,0.24449,0.40894
2003,Primary Level,2nd Quintile,Most people would exploit you if they had the opportunity,0.59065,34,34,0.42288,0.75842
2003,Lower Secondary Level,1st Quintile,Most people would exploit you if they had the opportunity,0.54237,463,826,0.50838,0.57637
2003,Lower Secondary Level,1st Quintile,Most people would try to be fair,0.45763,363,826,0.42363,0.49162
2003,Lower Secondary Level,2nd Quintile,Most people would exploit you if they had the opportunity,0.45845,335,689,0.42122,0.49568
2003,Lower Secondary Level,2nd Quintile,Most people would try to be fair,0.54155,354,689,0.50432,0.57878
2003,Lower Secondary Level,3rd Quintile,Most people would exploit you if they had the opportunity,0.48026,219,473,0.43518,0.52533
2003,Lower Secondary Level,3rd Quintile,Most people would try to be fair,0.51974,254,473,0.47467,0.56482
2003,Lower Secondary Level,4th Quintile,Most people would exploit you if they had the opportunity,0.46183,196,410,0.41351,0.51014
2003,Lower Secondary Level,4th Quintile,Most people would try to be fair,0.53817,214,410,0.48986,0.58649
2003,Lower Secondary Level,5th Quintile,Most people would exploit you if they had the opportunity,0.48550,138,279,0.42675,0.54425
2003,Lower Secondary Level,5th Quintile,Most people would try to be fair,0.51450,141,279,0.45575,0.57325
2003,Upper Secondary Level,1st Quintile,Most people would exploit you if they had the opportunity,0.56979,978,1711,0.54632,0.59325
2003,Upper Secondary Level,1st Quintile,Most people would try to be fair,0.43021,733,1711,0.40675,0.45368
2003,Upper Secondary Level,2nd Quintile,Most people would exploit you if they had the opportunity,0.51278,1156,2219,0.49197,0.53358
2003,Upper Secondary Level,2nd Quintile,Most people would try to be fair,0.48722,1063,2219,0.46642,0.50803
2003,Upper Secondary Level,3rd Quintile,Most people would exploit you if they had the opportunity,0.48446,1154,2303,0.46404,0.50487
2003,Upper Secondary Level,3rd Quintile,Most people would try to be fair,0.51554,1149,2303,0.49513,0.53596
2003,Upper Secondary Level,4th Quintile,Most people would exploit you if they had the opportunity,0.47713,1090,2252,0.45649,0.49776
2003,Upper Secondary Level,4th Quintile,Most people would try to be fair,0.52287,1162,2252,0.50224,0.54351
2003,Upper Secondary Level,5th Quintile,Most people would exploit you if they had the opportunity,0.45805,1098,2443,0.43829,0.47781
2003,Upper Secondary Level,5th Quintile,Most people would try to be fair,0.54195,1345,2443,0.52219,0.56171
2003,Post-secondary Non-tertiary Level,1st Quintile,Most people would exploit you if they had the opportunity,0.47449,70,148,0.39377,0.55522
2003,Post-secondary Non-tertiary Level,1st Quintile,Most people would try to be fair,0.52551,78,148,0.44478,0.60623
2003,Post-secondary Non-tertiary Level,2nd Quintile,Most people would exploit you if they had the opportunity,0.50246,77,148,0.42163,0.58329
2003,Post-secondary Non-tertiary Level,2nd Quintile,Most people would try to be fair,0.49754,71,148,0.41671,0.57837
2003,Post-secondary Non-tertiary Level,3rd Quintile,Most people would exploit you if they had the opportunity,0.44512,94,196,0.37536,0.51487
2003,Post-secondary Non-tertiary Level,3rd Quintile,Most people would try to be fair,0.55488,102,196,0.48513,0.62464
2003,Post-secondary Non-tertiary Level,4th Quintile,Most people would exploit you if they had the opportunity,0.42676,108,248,0.36508,0.48844
2003,Post-secondary Non-tertiary Level,4th Quintile,Most people would try to be fair,0.57324,140,248,0.51156,0.63492
2003,Post-secondary Non-tertiary Level,5th Quintile,Most people would exploit you if they had the opportunity,0.40807,160,387,0.35904,0.45710
2003,Post-secondary Non-tertiary Level,5th Quintile,Most people would try to be fair,0.59193,227,387,0.54290,0.64096
2003,First Stage of Tertiary Education,1st Quintile,Most people would exploit you if they had the opportunity,0.60389,83,141,0.52287,0.68490
2003,First Stage of Tertiary Education,1st Quintile,Most people would try to be fair,0.39611,58,141,0.31510,0.47713
2003,First Stage of Tertiary Education,2nd Quintile,Most people would exploit you if they had the opportunity,0.47701,125,258,0.41595,0.53808
2003,First Stage of Tertiary Education,2nd Quintile,Most people would try to be fair,0.52299,133,258,0.46192,0.58405
2003,First Stage of Tertiary Education,3rd Quintile,Most people would exploit you if they had the opportunity,0.49198,168,341,0.43884,0.54512
2003,First Stage of Tertiary Education,3rd Quintile,Most people would try to be fair,0.50802,173,341,0.45488,0.56116
2003,First Stage of Tertiary Education,4th Quintile,Most people would exploit you if they had the opportunity,0.48510,221,431,0.43786,0.53233
2003,First Stage of Tertiary Education,4th Quintile,Most people would try to be fair,0.51490,210,431,0.46767,0.56214
2003,First Stage of Tertiary Education,5th Quintile,Most people would exploit you if they had the opportunity,0.50332,225,494,0.45919,0.54746
2003,First Stage of Tertiary Education,5th Quintile,Most people would try to be fair,0.49668,269,494,0.45254,0.54081
2003,Second Stage of Tertiary Education,1st Quintile,Most people would exploit you if they had the opportunity,0.44632,101,206,0.37827,0.51437
2003,Second Stage of Tertiary Education,1st Quintile,Most people would try to be fair,0.55368,105,206,0.48563,0.62173
2003,Second Stage of Tertiary Education,2nd Quintile,Most people would exploit you if they had the opportunity,0.53683,147,267,0.47690,0.59675
2003,Second Stage of Tertiary Education,2nd Quintile,Most people would try to be fair,0.46317,120,267,0.40325,0.52310
2003,Second Stage of Tertiary Education,3rd Quintile,Most people would exploit you if they had the opportunity,0.42015,225,503,0.37697,0.46333
2003,Second Stage of Tertiary Education,3rd Quintile,Most people would try to be fair,0.57985,278,503,0.53667,0.62303
2003,Second Stage of Tertiary Education,4th Quintile,Most people would exploit you if they had the opportunity,0.44518,382,872,0.41217,0.47818
2003,Second Stage of Tertiary Education,4th Quintile,Most people would try to be fair,0.55482,490,872,0.52182,0.58783
2003,Second Stage of Tertiary Education,5th Quintile,Most people would exploit you if they had the opportunity,0.36970,860,2441,0.35054,0.38885
2003,Second Stage of Tertiary Education,5th Quintile,Most people would try to be fair,0.63030,1581,2441,0.61115,0.64946
2008,No answer / don't know,1st Quintile,Most people would exploit you if they had the opportunity,0.45419,56,108,0.35984,0.54853
