year,sex,plh0195,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,male,Most people would exploit you if they had the opportunity,0.50815,5238,10512,0.49859,0.51771
2003,male,Most people would try to be fair,0.49185,5274,10512,0.48229,0.50141
2003,female,Most people would exploit you if they had the opportunity,0.45388,5096,11268,0.44469,0.46308
2003,female,Most people would try to be fair,0.54612,6172,11268,0.53692,0.55531
2008,male,Most people would exploit you if they had the opportunity,0.50678,4424,9066,0.49649,0.51707
2008,male,Most people would try to be fair,0.49322,4642,9066,0.48293,0.50351
2008,female,Most people would exploit you if they had the opportunity,0.45281,4346,9926,0.44302,0.46261
2008,female,Most people would try to be fair,0.54719,5580,9926,0.53739,0.55698
2013,male,Most people would exploit you if they had the opportunity,0.44326,4893,11265,0.43409,0.45243
2013,male,Most people would try to be fair,0.55674,6372,11265,0.54757,0.56591
2013,female,Most people would exploit you if they had the opportunity,0.39406,5265,13645,0.38586,0.40225
2013,female,Most people would try to be fair,0.60594,8380,13645,0.59775,0.61414
2018,male,Most people would exploit you if they had the opportunity,0.41345,5382,13223,0.40506,0.42184
2018,male,Most people would try to be fair,0.58655,7841,13223,0.57816,0.59494
2018,female,Most people would exploit you if they had the opportunity,0.37107,5569,14656,0.36325,0.37889
2018,female,Most people would try to be fair,0.62893,9087,14656,0.62111,0.63675
