year,bula_h,sex,plh0195,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,Schleswig-Holstein,male,Most people would exploit you if they had the opportunity,0.54405,156,315,0.48897,0.59914
2003,Schleswig-Holstein,male,Most people would try to be fair,0.45595,159,315,0.40086,0.51103
2003,Schleswig-Holstein,female,Most people would exploit you if they had the opportunity,0.42220,132,331,0.36891,0.47549
2003,Schleswig-Holstein,female,Most people would try to be fair,0.57780,199,331,0.52451,0.63109
2003,Hamburg,male,Most people would exploit you if they had the opportunity,0.38841,51,131,0.30463,0.47219
2003,Hamburg,male,Most people would try to be fair,0.61159,80,131,0.52781,0.69537
2003,Hamburg,female,Most people would exploit you if they had the opportunity,0.36561,50,154,0.28930,0.44192
2003,Hamburg,female,Most people would try to be fair,0.63439,104,154,0.55808,0.71070
2003,Lower Saxony,male,Most people would exploit you if they had the opportunity,0.48340,415,900,0.45073,0.51607
2003,Lower Saxony,male,Most people would try to be fair,0.51660,485,900,0.48393,0.54927
2003,Lower Saxony,female,Most people would exploit you if they had the opportunity,0.43996,419,973,0.40875,0.47116
2003,Lower Saxony,female,Most people would try to be fair,0.56004,554,973,0.52884,0.59125
2003,Bremen,male,Most people would exploit you if they had the opportunity,0.48619,35,81,0.37666,0.59571
2003,Bremen,male,Most people would try to be fair,0.51381,46,81,0.40429,0.62334
2003,Bremen,female,Most people would exploit you if they had the opportunity,0.41172,33,92,0.31060,0.51284
2003,Bremen,female,Most people would try to be fair,0.58828,59,92,0.48716,0.68940
2003,North Rhine-Westphalia,male,Most people would exploit you if they had the opportunity,0.46299,1047,2220,0.44225,0.48374
2003,North Rhine-Westphalia,male,Most people would try to be fair,0.53701,1173,2220,0.51626,0.55775
2003,North Rhine-Westphalia,female,Most people would exploit you if they had the opportunity,0.44456,1019,2331,0.42438,0.46474
2003,North Rhine-Westphalia,female,Most people would try to be fair,0.55544,1312,2331,0.53526,0.57562
2003,Hesse,male,Most people would exploit you if they had the opportunity,0.50016,359,717,0.46354,0.53679
2003,Hesse,male,Most people would try to be fair,0.49984,358,717,0.46321,0.53646
2003,Hesse,female,Most people would exploit you if they had the opportunity,0.41559,308,749,0.38027,0.45090
2003,Hesse,female,Most people would try to be fair,0.58441,441,749,0.54910,0.61973
2003,"Rhineland-Palatinate, Saarland",male,Most people would exploit you if they had the opportunity,0.46702,289,628,0.42797,0.50607
2003,"Rhineland-Palatinate, Saarland",male,Most people would try to be fair,0.53298,339,628,0.49393,0.57203
2003,"Rhineland-Palatinate, Saarland",female,Most people would exploit you if they had the opportunity,0.42149,300,701,0.38491,0.45807
2003,"Rhineland-Palatinate, Saarland",female,Most people would try to be fair,0.57851,401,701,0.54193,0.61509
2003,Baden-Wuerttemberg,male,Most people would exploit you if they had the opportunity,0.48627,581,1297,0.45906,0.51348
2003,Baden-Wuerttemberg,male,Most people would try to be fair,0.51373,716,1297,0.48652,0.54094
2003,Baden-Wuerttemberg,female,Most people would exploit you if they had the opportunity,0.42976,565,1363,0.40347,0.45605
2003,Baden-Wuerttemberg,female,Most people would try to be fair,0.57024,798,1363,0.54395,0.59653
2003,Bavaria,male,Most people would exploit you if they had the opportunity,0.52253,722,1452,0.49683,0.54823
