year,bula_h,sampreg,plh0195,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,Schleswig-Holstein,West,Most people would exploit you if they had the opportunity,0.48340,288,646,0.44483,0.52196
2003,Schleswig-Holstein,West,Most people would try to be fair,0.51660,358,646,0.47804,0.55517
2003,Hamburg,West,Most people would exploit you if they had the opportunity,0.37573,101,285,0.31940,0.43206
2003,Hamburg,West,Most people would try to be fair,0.62427,184,285,0.56794,0.68060
2003,Lower Saxony,West,Most people would exploit you if they had the opportunity,0.46098,834,1873,0.43840,0.48357
2003,Lower Saxony,West,Most people would try to be fair,0.53902,1039,1873,0.51643,0.56160
2003,Bremen,West,Most people would exploit you if they had the opportunity,0.44805,68,173,0.37373,0.52237
2003,Bremen,West,Most people would try to be fair,0.55195,105,173,0.47763,0.62627
2003,North Rhine-Westphalia,West,Most people would exploit you if they had the opportunity,0.45365,2066,4551,0.43919,0.46812
2003,North Rhine-Westphalia,West,Most people would try to be fair,0.54635,2485,4551,0.53188,0.56081
2003,Hesse,West,Most people would exploit you if they had the opportunity,0.45860,667,1466,0.43308,0.48411
2003,Hesse,West,Most people would try to be fair,0.54140,799,1466,0.51589,0.56692
2003,"Rhineland-Palatinate, Saarland",West,Most people would exploit you if they had the opportunity,0.44337,589,1329,0.41665,0.47009
2003,"Rhineland-Palatinate, Saarland",West,Most people would try to be fair,0.55663,740,1329,0.52991,0.58335
2003,Baden-Wuerttemberg,West,Most people would exploit you if they had the opportunity,0.45718,1146,2660,0.43825,0.47612
2003,Baden-Wuerttemberg,West,Most people would try to be fair,0.54282,1514,2660,0.52388,0.56175
2003,Bavaria,West,Most people would exploit you if they had the opportunity,0.48752,1459,3078,0.46986,0.50518
2003,Bavaria,West,Most people would try to be fair,0.51248,1619,3078,0.49482,0.53014
2003,Berlin,West,Most people would exploit you if they had the opportunity,0.52651,225,444,0.48002,0.57301
2003,Berlin,West,Most people would try to be fair,0.47349,219,444,0.42699,0.51998
2003,Berlin,East,Most people would exploit you if they had the opportunity,0.52387,191,372,0.47305,0.57469
2003,Berlin,East,Most people would try to be fair,0.47613,181,372,0.42531,0.52695
