"plh0195","year","bildungsniveau","sex","n","percent","lower_confidence","upper_confidence"
"Leute nutzen aus","2003","(noch) kein Abschluss","maennlich","172","0.470215755676948","0.421666432262965","0.51876507909093"
"Leute nutzen aus","2003","(noch) kein Abschluss","weiblich","190","0.462680885178423","0.417165884606186","0.50819588575066"
"Leute nutzen aus","2003","Hauptschule","maennlich","2197","0.545878940191393","0.530466760845032","0.561291119537753"
"Leute nutzen aus","2003","Hauptschule","weiblich","2059","0.472896240361598","0.457944042293244","0.487848438429952"
"Leute nutzen aus","2003","Realschule","maennlich","1328","0.54066029893841","0.520915153447484","0.560405444429335"
"Leute nutzen aus","2003","Realschule","weiblich","1564","0.473693034401044","0.456574163164728","0.49081190563736"
"Leute nutzen aus","2003","(Fach-)Abitur","maennlich","485","0.438983777467014","0.409576733187378","0.468390821746649"
"Leute nutzen aus","2003","(Fach-)Abitur","weiblich","509","0.400258488882102","0.373312224840393","0.427204752923811"
"Leute nutzen aus","2003","AkademikerIn","maennlich","999","0.432989418730595","0.413276659101763","0.452702178359428"
"Leute nutzen aus","2003","AkademikerIn","weiblich","716","0.388533295836773","0.366394256058937","0.410672335614609"
"Leute sind fair","2003","(noch) kein Abschluss","maennlich","234","0.529784244323052","0.48123492090907","0.578333567737035"
"Leute sind fair","2003","(noch) kein Abschluss","weiblich","271","0.537319114821577","0.49180411424934","0.582834115393814"
"Leute sind fair","2003","Hauptschule","maennlich","1812","0.454121059808607","0.438708880462247","0.469533239154967"
"Leute sind fair","2003","Hauptschule","weiblich","2224","0.527103759638402","0.512151561570048","0.542055957706756"
"Leute sind fair","2003","Realschule","maennlich","1119","0.45933970106159","0.439594555570664","0.479084846552516"
"Leute sind fair","2003","Realschule","weiblich","1704","0.526306965598956","0.50918809436264","0.543425836835272"
"Leute sind fair","2003","(Fach-)Abitur","maennlich","609","0.561016222532986","0.531609178253351","0.590423266812621"
"Leute sind fair","2003","(Fach-)Abitur","weiblich","761","0.599741511117898","0.572795247076189","0.626687775159607"
"Leute sind fair","2003","AkademikerIn","maennlich","1428","0.567010581269405","0.547297821640572","0.586723340898237"
"Leute sind fair","2003","AkademikerIn","weiblich","1146","0.611466704163227","0.589327664385392","0.633605743941063"
"Leute nutzen aus","2004","(noch) kein Abschluss","maennlich","","","",""
"Leute nutzen aus","2004","(noch) kein Abschluss","weiblich","","","",""
"Leute nutzen aus","2004","Hauptschule","maennlich","","","",""
"Leute nutzen aus","2004","Hauptschule","weiblich","","","",""
"Leute nutzen aus","2004","Realschule","maennlich","","","",""
"Leute nutzen aus","2004","Realschule","weiblich","","","",""
"Leute nutzen aus","2004","(Fach-)Abitur","maennlich","","","",""
"Leute nutzen aus","2004","(Fach-)Abitur","weiblich","","","",""
"Leute nutzen aus","2004","AkademikerIn","maennlich","","","",""
"Leute nutzen aus","2004","AkademikerIn","weiblich","","","",""
"Leute sind fair","2004","(noch) kein Abschluss","maennlich","","","",""
"Leute sind fair","2004","(noch) kein Abschluss","weiblich","","","",""
"Leute sind fair","2004","Hauptschule","maennlich","","","",""
"Leute sind fair","2004","Hauptschule","weiblich","","","",""
"Leute sind fair","2004","Realschule","maennlich","","","",""
"Leute sind fair","2004","Realschule","weiblich","","","",""
"Leute sind fair","2004","(Fach-)Abitur","maennlich","","","",""
"Leute sind fair","2004","(Fach-)Abitur","weiblich","","","",""
"Leute sind fair","2004","AkademikerIn","maennlich","","","",""
"Leute sind fair","2004","AkademikerIn","weiblich","","","",""
"Leute nutzen aus","2005","(noch) kein Abschluss","maennlich","","","",""
"Leute nutzen aus","2005","(noch) kein Abschluss","weiblich","","","",""
"Leute nutzen aus","2005","Hauptschule","maennlich","","","",""
"Leute nutzen aus","2005","Hauptschule","weiblich","","","",""
"Leute nutzen aus","2005","Realschule","maennlich","","","",""
"Leute nutzen aus","2005","Realschule","weiblich","","","",""
"Leute nutzen aus","2005","(Fach-)Abitur","maennlich","","","",""
"Leute nutzen aus","2005","(Fach-)Abitur","weiblich","","","",""
"Leute nutzen aus","2005","AkademikerIn","maennlich","","","",""
"Leute nutzen aus","2005","AkademikerIn","weiblich","","","",""
"Leute sind fair","2005","(noch) kein Abschluss","maennlich","","","",""
"Leute sind fair","2005","(noch) kein Abschluss","weiblich","","","",""
"Leute sind fair","2005","Hauptschule","maennlich","","","",""
"Leute sind fair","2005","Hauptschule","weiblich","","","",""
"Leute sind fair","2005","Realschule","maennlich","","","",""
"Leute sind fair","2005","Realschule","weiblich","","","",""
"Leute sind fair","2005","(Fach-)Abitur","maennlich","","","",""
"Leute sind fair","2005","(Fach-)Abitur","weiblich","","","",""
"Leute sind fair","2005","AkademikerIn","maennlich","","","",""
"Leute sind fair","2005","AkademikerIn","weiblich","","","",""
"Leute nutzen aus","2006","(noch) kein Abschluss","maennlich","","","",""
"Leute nutzen aus","2006","(noch) kein Abschluss","weiblich","","","",""
"Leute nutzen aus","2006","Hauptschule","maennlich","","","",""
"Leute nutzen aus","2006","Hauptschule","weiblich","","","",""
"Leute nutzen aus","2006","Realschule","maennlich","","","",""
"Leute nutzen aus","2006","Realschule","weiblich","","","",""
"Leute nutzen aus","2006","(Fach-)Abitur","maennlich","","","",""
"Leute nutzen aus","2006","(Fach-)Abitur","weiblich","","","",""
"Leute nutzen aus","2006","AkademikerIn","maennlich","","","",""
"Leute nutzen aus","2006","AkademikerIn","weiblich","","","",""
"Leute sind fair","2006","(noch) kein Abschluss","maennlich","","","",""
"Leute sind fair","2006","(noch) kein Abschluss","weiblich","","","",""
"Leute sind fair","2006","Hauptschule","maennlich","","","",""
"Leute sind fair","2006","Hauptschule","weiblich","","","",""
"Leute sind fair","2006","Realschule","maennlich","","","",""
"Leute sind fair","2006","Realschule","weiblich","","","",""
"Leute sind fair","2006","(Fach-)Abitur","maennlich","","","",""
"Leute sind fair","2006","(Fach-)Abitur","weiblich","","","",""
"Leute sind fair","2006","AkademikerIn","maennlich","","","",""
"Leute sind fair","2006","AkademikerIn","weiblich","","","",""
"Leute nutzen aus","2007","(noch) kein Abschluss","maennlich","","","",""
"Leute nutzen aus","2007","(noch) kein Abschluss","weiblich","","","",""
"Leute nutzen aus","2007","Hauptschule","maennlich","","","",""
"Leute nutzen aus","2007","Hauptschule","weiblich","","","",""
"Leute nutzen aus","2007","Realschule","maennlich","","","",""
"Leute nutzen aus","2007","Realschule","weiblich","","","",""
"Leute nutzen aus","2007","(Fach-)Abitur","maennlich","","","",""
"Leute nutzen aus","2007","(Fach-)Abitur","weiblich","","","",""
"Leute nutzen aus","2007","AkademikerIn","maennlich","","","",""
"Leute nutzen aus","2007","AkademikerIn","weiblich","","","",""
"Leute sind fair","2007","(noch) kein Abschluss","maennlich","","","",""
"Leute sind fair","2007","(noch) kein Abschluss","weiblich","","","",""
"Leute sind fair","2007","Hauptschule","maennlich","","","",""
"Leute sind fair","2007","Hauptschule","weiblich","","","",""
"Leute sind fair","2007","Realschule","maennlich","","","",""
"Leute sind fair","2007","Realschule","weiblich","","","",""
"Leute sind fair","2007","(Fach-)Abitur","maennlich","","","",""
"Leute sind fair","2007","(Fach-)Abitur","weiblich","","","",""
"Leute sind fair","2007","AkademikerIn","maennlich","","","",""
"Leute sind fair","2007","AkademikerIn","weiblich","","","",""
"Leute nutzen aus","2008","(noch) kein Abschluss","maennlich","112","0.516250260203792","0.454179233150355","0.578321287257229"
"Leute nutzen aus","2008","(noch) kein Abschluss","weiblich","123","0.47518545773066","0.417510624412707","0.532860291048612"
"Leute nutzen aus","2008","Hauptschule","maennlich","1797","0.558750608391511","0.541640135488861","0.575861081294161"
"Leute nutzen aus","2008","Hauptschule","weiblich","1689","0.490041513618505","0.473348400900116","0.506734626336893"
"Leute nutzen aus","2008","Realschule","maennlich","1152","0.558953689441076","0.537912382629727","0.579994996252425"
"Leute nutzen aus","2008","Realschule","weiblich","1315","0.460387576606703","0.442265704801949","0.478509448411457"
"Leute nutzen aus","2008","(Fach-)Abitur","maennlich","408","0.448280768949357","0.416706321735292","0.479855216163422"
"Leute nutzen aus","2008","(Fach-)Abitur","weiblich","498","0.439940781770825","0.411738211087871","0.468143352453779"
"Leute nutzen aus","2008","AkademikerIn","maennlich","842","0.386214668812589","0.366137031238192","0.406292306386987"
"Leute nutzen aus","2008","AkademikerIn","weiblich","609","0.331175076698015","0.309826890647938","0.352523262748092"
"Leute sind fair","2008","(noch) kein Abschluss","maennlich","137","0.483749739796208","0.421678712742771","0.545820766849645"
"Leute sind fair","2008","(noch) kein Abschluss","weiblich","165","0.52481454226934","0.467139708951388","0.582489375587293"
"Leute sind fair","2008","Hauptschule","maennlich","1438","0.441249391608489","0.424138918705839","0.458359864511139"
"Leute sind fair","2008","Hauptschule","weiblich","1756","0.509958486381495","0.493265373663107","0.526651599099884"
"Leute sind fair","2008","Realschule","maennlich","987","0.441046310558924","0.420005003747575","0.462087617370273"
"Leute sind fair","2008","Realschule","weiblich","1591","0.539612423393297","0.521490551588544","0.557734295198051"
"Leute sind fair","2008","(Fach-)Abitur","maennlich","545","0.551719231050643","0.520144783836578","0.583293678264708"
"Leute sind fair","2008","(Fach-)Abitur","weiblich","692","0.560059218229174","0.53185664754622","0.588261788912129"
"Leute sind fair","2008","AkademikerIn","maennlich","1417","0.613785331187411","0.593707693613013","0.633862968761808"
"Leute sind fair","2008","AkademikerIn","weiblich","1258","0.668824923301985","0.647476737251908","0.690173109352062"
"Leute nutzen aus","2009","(noch) kein Abschluss","maennlich","","","",""
"Leute nutzen aus","2009","(noch) kein Abschluss","weiblich","","","",""
"Leute nutzen aus","2009","Hauptschule","maennlich","","","",""
"Leute nutzen aus","2009","Hauptschule","weiblich","","","",""
"Leute nutzen aus","2009","Realschule","maennlich","","","",""
"Leute nutzen aus","2009","Realschule","weiblich","","","",""
"Leute nutzen aus","2009","(Fach-)Abitur","maennlich","","","",""
"Leute nutzen aus","2009","(Fach-)Abitur","weiblich","","","",""
"Leute nutzen aus","2009","AkademikerIn","maennlich","","","",""
"Leute nutzen aus","2009","AkademikerIn","weiblich","","","",""
"Leute sind fair","2009","(noch) kein Abschluss","maennlich","","","",""
"Leute sind fair","2009","(noch) kein Abschluss","weiblich","","","",""
"Leute sind fair","2009","Hauptschule","maennlich","","","",""
"Leute sind fair","2009","Hauptschule","weiblich","","","",""
"Leute sind fair","2009","Realschule","maennlich","","","",""
"Leute sind fair","2009","Realschule","weiblich","","","",""
"Leute sind fair","2009","(Fach-)Abitur","maennlich","","","",""
"Leute sind fair","2009","(Fach-)Abitur","weiblich","","","",""
"Leute sind fair","2009","AkademikerIn","maennlich","","","",""
"Leute sind fair","2009","AkademikerIn","weiblich","","","",""
"Leute nutzen aus","2010","(noch) kein Abschluss","maennlich","","","",""
"Leute nutzen aus","2010","(noch) kein Abschluss","weiblich","","","",""
"Leute nutzen aus","2010","Hauptschule","maennlich","","","",""
"Leute nutzen aus","2010","Hauptschule","weiblich","","","",""
"Leute nutzen aus","2010","Realschule","maennlich","","","",""
"Leute nutzen aus","2010","Realschule","weiblich","","","",""
"Leute nutzen aus","2010","(Fach-)Abitur","maennlich","","","",""
"Leute nutzen aus","2010","(Fach-)Abitur","weiblich","","","",""
"Leute nutzen aus","2010","AkademikerIn","maennlich","","","",""
"Leute nutzen aus","2010","AkademikerIn","weiblich","","","",""
"Leute sind fair","2010","(noch) kein Abschluss","maennlich","","","",""
"Leute sind fair","2010","(noch) kein Abschluss","weiblich","","","",""
"Leute sind fair","2010","Hauptschule","maennlich","","","",""
"Leute sind fair","2010","Hauptschule","weiblich","","","",""
"Leute sind fair","2010","Realschule","maennlich","","","",""
"Leute sind fair","2010","Realschule","weiblich","","","",""
"Leute sind fair","2010","(Fach-)Abitur","maennlich","","","",""
"Leute sind fair","2010","(Fach-)Abitur","weiblich","","","",""
"Leute sind fair","2010","AkademikerIn","maennlich","","","",""
"Leute sind fair","2010","AkademikerIn","weiblich","","","",""
"Leute nutzen aus","2011","(noch) kein Abschluss","maennlich","","","",""
"Leute nutzen aus","2011","(noch) kein Abschluss","weiblich","","","",""
"Leute nutzen aus","2011","Hauptschule","maennlich","","","",""
"Leute nutzen aus","2011","Hauptschule","weiblich","","","",""
"Leute nutzen aus","2011","Realschule","maennlich","","","",""
"Leute nutzen aus","2011","Realschule","weiblich","","","",""
"Leute nutzen aus","2011","(Fach-)Abitur","maennlich","","","",""
"Leute nutzen aus","2011","(Fach-)Abitur","weiblich","","","",""
"Leute nutzen aus","2011","AkademikerIn","maennlich","","","",""
"Leute nutzen aus","2011","AkademikerIn","weiblich","","","",""
"Leute sind fair","2011","(noch) kein Abschluss","maennlich","","","",""
"Leute sind fair","2011","(noch) kein Abschluss","weiblich","","","",""
"Leute sind fair","2011","Hauptschule","maennlich","","","",""
"Leute sind fair","2011","Hauptschule","weiblich","","","",""
"Leute sind fair","2011","Realschule","maennlich","","","",""
"Leute sind fair","2011","Realschule","weiblich","","","",""
"Leute sind fair","2011","(Fach-)Abitur","maennlich","","","",""
"Leute sind fair","2011","(Fach-)Abitur","weiblich","","","",""
"Leute sind fair","2011","AkademikerIn","maennlich","","","",""
"Leute sind fair","2011","AkademikerIn","weiblich","","","",""
"Leute nutzen aus","2012","(noch) kein Abschluss","maennlich","","","",""
"Leute nutzen aus","2012","(noch) kein Abschluss","weiblich","","","",""
"Leute nutzen aus","2012","Hauptschule","maennlich","","","",""
"Leute nutzen aus","2012","Hauptschule","weiblich","","","",""
"Leute nutzen aus","2012","Realschule","maennlich","","","",""
"Leute nutzen aus","2012","Realschule","weiblich","","","",""
"Leute nutzen aus","2012","(Fach-)Abitur","maennlich","","","",""
"Leute nutzen aus","2012","(Fach-)Abitur","weiblich","","","",""
"Leute nutzen aus","2012","AkademikerIn","maennlich","","","",""
"Leute nutzen aus","2012","AkademikerIn","weiblich","","","",""
"Leute sind fair","2012","(noch) kein Abschluss","maennlich","","","",""
"Leute sind fair","2012","(noch) kein Abschluss","weiblich","","","",""
"Leute sind fair","2012","Hauptschule","maennlich","","","",""
"Leute sind fair","2012","Hauptschule","weiblich","","","",""
"Leute sind fair","2012","Realschule","maennlich","","","",""
"Leute sind fair","2012","Realschule","weiblich","","","",""
"Leute sind fair","2012","(Fach-)Abitur","maennlich","","","",""
"Leute sind fair","2012","(Fach-)Abitur","weiblich","","","",""
"Leute sind fair","2012","AkademikerIn","maennlich","","","",""
"Leute sind fair","2012","AkademikerIn","weiblich","","","",""
"Leute nutzen aus","2013","(noch) kein Abschluss","maennlich","165","0.471055905679386","0.41977702793096","0.522334783427812"
"Leute nutzen aus","2013","(noch) kein Abschluss","weiblich","198","0.523577076622584","0.475697909517348","0.57145624372782"
"Leute nutzen aus","2013","Hauptschule","maennlich","1896","0.513432315951126","0.497161575537281","0.529703056364971"
"Leute nutzen aus","2013","Hauptschule","weiblich","1806","0.434637861693606","0.419102143988583","0.450173579398629"
"Leute nutzen aus","2013","Realschule","maennlich","1375","0.514725705988081","0.496022469749754","0.533428942226408"
"Leute nutzen aus","2013","Realschule","weiblich","1820","0.432326359173179","0.417550185255198","0.447102533091161"
"Leute nutzen aus","2013","(Fach-)Abitur","maennlich","485","0.380312003500088","0.353810031504027","0.40681397549615"
"Leute nutzen aus","2013","(Fach-)Abitur","weiblich","618","0.350209639815864","0.32871460241111","0.371704677220619"
"Leute nutzen aus","2013","AkademikerIn","maennlich","831","0.302512017286336","0.285825462879074","0.319198571693598"
"Leute nutzen aus","2013","AkademikerIn","weiblich","693","0.258918994894656","0.242679520003898","0.275158469785415"
"Leute sind fair","2013","(noch) kein Abschluss","maennlich","199","0.528944094320614","0.477665216572188","0.58022297206904"
"Leute sind fair","2013","(noch) kein Abschluss","weiblich","220","0.476422923377416","0.42854375627218","0.524302090482652"
"Leute sind fair","2013","Hauptschule","maennlich","1729","0.486567684048874","0.470296943635029","0.502838424462719"
"Leute sind fair","2013","Hauptschule","weiblich","2105","0.565362138306394","0.549826420601371","0.580897856011417"
"Leute sind fair","2013","Realschule","maennlich","1368","0.485274294011919","0.466571057773592","0.503977530250246"
"Leute sind fair","2013","Realschule","weiblich","2498","0.56767364082682","0.552897466908839","0.582449814744802"
"Leute sind fair","2013","(Fach-)Abitur","maennlich","804","0.619687996499912","0.59318602450385","0.646189968495974"
"Leute sind fair","2013","(Fach-)Abitur","weiblich","1274","0.649790360184135","0.628295322779381","0.67128539758889"
"Leute sind fair","2013","AkademikerIn","maennlich","2080","0.697487982713664","0.680801428306402","0.714174537120926"
"Leute sind fair","2013","AkademikerIn","weiblich","2102","0.741081005105344","0.724841530214585","0.757320479996102"
"Leute nutzen aus","2014","(noch) kein Abschluss","maennlich","","","",""
"Leute nutzen aus","2014","(noch) kein Abschluss","weiblich","","","",""
"Leute nutzen aus","2014","Hauptschule","maennlich","","","",""
"Leute nutzen aus","2014","Hauptschule","weiblich","","","",""
"Leute nutzen aus","2014","Realschule","maennlich","","","",""
"Leute nutzen aus","2014","Realschule","weiblich","","","",""
"Leute nutzen aus","2014","(Fach-)Abitur","maennlich","","","",""
"Leute nutzen aus","2014","(Fach-)Abitur","weiblich","","","",""
"Leute nutzen aus","2014","AkademikerIn","maennlich","","","",""
"Leute nutzen aus","2014","AkademikerIn","weiblich","","","",""
"Leute sind fair","2014","(noch) kein Abschluss","maennlich","","","",""
"Leute sind fair","2014","(noch) kein Abschluss","weiblich","","","",""
"Leute sind fair","2014","Hauptschule","maennlich","","","",""
"Leute sind fair","2014","Hauptschule","weiblich","","","",""
"Leute sind fair","2014","Realschule","maennlich","","","",""
"Leute sind fair","2014","Realschule","weiblich","","","",""
"Leute sind fair","2014","(Fach-)Abitur","maennlich","","","",""
"Leute sind fair","2014","(Fach-)Abitur","weiblich","","","",""
"Leute sind fair","2014","AkademikerIn","maennlich","","","",""
"Leute sind fair","2014","AkademikerIn","weiblich","","","",""
"Leute nutzen aus","2015","(noch) kein Abschluss","maennlich","","","",""
"Leute nutzen aus","2015","(noch) kein Abschluss","weiblich","","","",""
"Leute nutzen aus","2015","Hauptschule","maennlich","","","",""
"Leute nutzen aus","2015","Hauptschule","weiblich","","","",""
"Leute nutzen aus","2015","Realschule","maennlich","","","",""
"Leute nutzen aus","2015","Realschule","weiblich","","","",""
"Leute nutzen aus","2015","(Fach-)Abitur","maennlich","","","",""
"Leute nutzen aus","2015","(Fach-)Abitur","weiblich","","","",""
"Leute nutzen aus","2015","AkademikerIn","maennlich","","","",""
"Leute nutzen aus","2015","AkademikerIn","weiblich","","","",""
"Leute sind fair","2015","(noch) kein Abschluss","maennlich","","","",""
"Leute sind fair","2015","(noch) kein Abschluss","weiblich","","","",""
"Leute sind fair","2015","Hauptschule","maennlich","","","",""
"Leute sind fair","2015","Hauptschule","weiblich","","","",""
"Leute sind fair","2015","Realschule","maennlich","","","",""
"Leute sind fair","2015","Realschule","weiblich","","","",""
"Leute sind fair","2015","(Fach-)Abitur","maennlich","","","",""
"Leute sind fair","2015","(Fach-)Abitur","weiblich","","","",""
"Leute sind fair","2015","AkademikerIn","maennlich","","","",""
"Leute sind fair","2015","AkademikerIn","weiblich","","","",""
"Leute nutzen aus","2016","(noch) kein Abschluss","maennlich","","","",""
"Leute nutzen aus","2016","(noch) kein Abschluss","weiblich","","","",""
"Leute nutzen aus","2016","Hauptschule","maennlich","","","",""
"Leute nutzen aus","2016","Hauptschule","weiblich","","","",""
"Leute nutzen aus","2016","Realschule","maennlich","","","",""
"Leute nutzen aus","2016","Realschule","weiblich","","","",""
"Leute nutzen aus","2016","(Fach-)Abitur","maennlich","","","",""
"Leute nutzen aus","2016","(Fach-)Abitur","weiblich","","","",""
"Leute nutzen aus","2016","AkademikerIn","maennlich","","","",""
"Leute nutzen aus","2016","AkademikerIn","weiblich","","","",""
"Leute sind fair","2016","(noch) kein Abschluss","maennlich","","","",""
"Leute sind fair","2016","(noch) kein Abschluss","weiblich","","","",""
"Leute sind fair","2016","Hauptschule","maennlich","","","",""
"Leute sind fair","2016","Hauptschule","weiblich","","","",""
"Leute sind fair","2016","Realschule","maennlich","","","",""
"Leute sind fair","2016","Realschule","weiblich","","","",""
"Leute sind fair","2016","(Fach-)Abitur","maennlich","","","",""
"Leute sind fair","2016","(Fach-)Abitur","weiblich","","","",""
"Leute sind fair","2016","AkademikerIn","maennlich","","","",""
